SALESORDERHEADERKEY,SALESORDERID,ORDERDATE,DUEDATE,SHIPDATE,STATUSODER,ISONLINE,PURCHASEORDERNUMBER,SALESORDERNUMBER,CUSACCOUNT,SALESPERSONID,CUSTOMERKEY,SALESPERSONKEY,SALESPEREXPLAIN,TERRITORYKEY,CURRENCYRATEKEY,CURRENCYEXPLAIN,CREDITCARDKEY,CREDITCARDEXPLAIN,SHIPMETHODKEY,DATEKEYORDER,DATEKEYDUE,DATEKEYSHIP,CREDITCARDAPPROVALCODE,SUBTOTAL,TAX,SHIPPINGFEE,TOTALAMOUNT,CUMULATIVEAMOUNT,ORDERCOUNT,RECENCY,FREQUENCY,MONETARY,PAYMETHOD,FRAUDSTATUS,SALESHEADERMODIFIEDDATE,ISCURRENT
77,43735,2011-06-09,2011-06-21,2011-06-16,Shipped,True,Unknown,SO43735,10-4030-016522,,6756,-1,Have No SalesPerson,9,119,Have CurrencyRate,7058,Have CreditCard,1,20110609,20110621,20110616,1034619Vi33896,3578.27,286.26,89.46,3953.99,687690.4,27659,4357,2,5192.13,CreditCard,Normal,2011-06-16,True
78,43736,2011-06-09,2011-06-21,2011-06-16,Shipped,True,Unknown,SO43736,10-4030-011002,,748,-1,Have No SalesPerson,9,119,Have CurrencyRate,1948,Have CreditCard,1,20110609,20110621,20110616,1135092Vi7270,3399.99,272.0,85.0,3756.99,691447.39,27659,4401,3,8966.01,CreditCard,Normal,2011-06-16,True
79,43739,2011-06-10,2011-06-22,2011-06-17,Shipped,True,Unknown,SO43739,10-4030-013563,,3797,-1,Have No SalesPerson,10,139,Have CurrencyRate,-1,Have No CreditCard,1,20110610,20110622,20110617,Unknown,3578.27,286.26,89.46,3953.99,695401.38,27659,4235,2,6572.8,Other,Normal,2011-06-17,True
80,43740,2011-06-10,2011-06-22,2011-06-17,Shipped,True,Unknown,SO43740,10-4030-016527,,6761,-1,Have No SalesPerson,9,132,Have CurrencyRate,23239,Have CreditCard,1,20110610,20110622,20110617,834624Vi94036,3578.27,286.26,89.46,3953.99,699355.37,27659,4279,2,5251.79,CreditCard,Normal,2011-06-17,True
81,43738,2011-06-10,2011-06-22,2011-06-17,Shipped,True,Unknown,SO43738,10-4030-011606,,1840,-1,Have No SalesPerson,7,138,Have CurrencyRate,15369,Have CreditCard,1,20110610,20110622,20110617,631125Vi62053,3578.27,286.26,89.46,3953.99,703309.36,27659,4276,2,6544.07,CreditCard,Normal,2011-06-17,True
82,43737,2011-06-10,2011-06-22,2011-06-17,Shipped,True,Unknown,SO43737,10-4030-013261,,3495,-1,Have No SalesPerson,8,136,Have CurrencyRate,-1,Have No CreditCard,1,20110610,20110622,20110617,Unknown,3578.27,286.26,89.46,3953.99,707263.35,27659,4182,4,7956.65,Other,Normal,2011-06-17,True
83,43741,2011-06-11,2011-06-23,2011-06-18,Shipped,True,Unknown,SO43741,10-4030-027671,,22545,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,5211,Have CreditCard,1,20110611,20110623,20110618,530206Vi24524,3578.27,286.26,89.46,3953.99,711217.34,27659,4138,2,6627.05,CreditCard,Normal,2011-06-18,True
84,43742,2011-06-11,2011-06-23,2011-06-18,Shipped,True,Unknown,SO43742,10-4030-013576,,3810,-1,Have No SalesPerson,10,152,Have CurrencyRate,22391,Have CreditCard,1,20110611,20110623,20110618,932138Vi89574,3578.27,286.26,89.46,3953.99,715171.33,27659,4283,3,9205.53,CreditCard,Normal,2011-06-18,True
85,43743,2011-06-11,2011-06-23,2011-06-18,Shipped,True,Unknown,SO43743,10-4030-011007,,753,-1,Have No SalesPerson,9,145,Have CurrencyRate,2078,Have CreditCard,1,20110611,20110623,20110618,1235097Vi7903,3399.99,272.0,85.0,3756.99,718928.32,27659,4377,3,9073.15,CreditCard,Normal,2011-06-18,True
86,43744,2011-06-11,2011-06-23,2011-06-18,Shipped,True,Unknown,SO43744,10-4030-016631,,6865,-1,Have No SalesPerson,9,145,Have CurrencyRate,16344,Have CreditCard,1,20110611,20110623,20110618,635648Vi67147,3578.27,286.26,89.46,3953.99,722882.31,27659,4099,2,6520.11,CreditCard,Normal,2011-06-18,True
87,43745,2011-06-12,2011-06-24,2011-06-19,Shipped,True,Unknown,SO43745,10-4030-016514,,6748,-1,Have No SalesPerson,9,158,Have CurrencyRate,12990,Have CreditCard,1,20110612,20110624,20110619,634611Vi49589,3578.27,286.26,89.46,3953.99,726836.3,27659,4414,2,5261.72,CreditCard,Normal,2011-06-19,True
88,43746,2011-06-12,2011-06-24,2011-06-19,Shipped,True,Unknown,SO43746,10-4030-016616,,6850,-1,Have No SalesPerson,9,158,Have CurrencyRate,5670,Have CreditCard,1,20110612,20110624,20110619,434629Vi26884,3578.27,286.26,89.46,3953.99,730790.29,27659,4116,2,6536.67,CreditCard,Normal,2011-06-19,True
89,43747,2011-06-13,2011-06-25,2011-06-20,Shipped,True,Unknown,SO43747,10-4030-027623,,22497,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,19408,Have CreditCard,1,20110613,20110625,20110620,1230190Vi82952,3578.27,286.26,89.46,3953.99,734744.28,27659,4145,2,6612.62,CreditCard,Normal,2011-06-20,True
90,43748,2011-06-13,2011-06-25,2011-06-20,Shipped,True,Unknown,SO43748,10-4030-027625,,22499,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,18312,Have CreditCard,1,20110613,20110625,20110620,430191Vi77442,3578.27,286.26,89.46,3953.99,738698.27,27659,4142,2,6598.32,CreditCard,Normal,2011-06-20,True
91,43749,2011-06-13,2011-06-25,2011-06-20,Shipped,True,Unknown,SO43749,10-4030-027636,,22510,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,15868,Have CreditCard,1,20110613,20110625,20110620,130192Vi64692,3578.27,286.26,89.46,3953.99,742652.26,27659,4125,2,6642.5,CreditCard,Normal,2011-06-20,True
92,43750,2011-06-13,2011-06-25,2011-06-20,Shipped,True,Unknown,SO43750,10-4030-011591,,1825,-1,Have No SalesPerson,7,177,Have CurrencyRate,18905,Have CreditCard,1,20110613,20110625,20110620,1131100Vi80273,3578.27,286.26,89.46,3953.99,746606.25,27659,4312,2,6514.24,CreditCard,Normal,2011-06-20,True
93,43751,2011-06-13,2011-06-25,2011-06-20,Shipped,True,Unknown,SO43751,10-4030-011592,,1826,-1,Have No SalesPerson,7,177,Have CurrencyRate,755,Have CreditCard,1,20110613,20110625,20110620,331101Vi3645,3578.27,286.26,89.46,3953.99,750560.24,27659,4323,2,6492.48,CreditCard,Normal,2011-06-20,True
94,43752,2011-06-13,2011-06-25,2011-06-20,Shipped,True,Unknown,SO43752,10-4030-013265,,3499,-1,Have No SalesPerson,8,175,Have CurrencyRate,3268,Have CreditCard,1,20110613,20110625,20110620,731107Vi14233,3578.27,286.26,89.46,3953.99,754514.23,27659,4146,4,8021.82,CreditCard,Normal,2011-06-20,True
95,43753,2011-06-13,2011-06-25,2011-06-20,Shipped,True,Unknown,SO43753,10-4030-016482,,6716,-1,Have No SalesPerson,9,171,Have CurrencyRate,8120,Have CreditCard,1,20110613,20110625,20110620,734604Vi39312,3578.27,286.26,89.46,3953.99,758468.22,27659,4404,2,5286.03,CreditCard,Normal,2011-06-20,True
96,43757,2011-06-14,2011-06-26,2011-06-21,Shipped,True,Unknown,SO43757,10-4030-011017,,763,-1,Have No SalesPerson,9,184,Have CurrencyRate,16165,Have CreditCard,1,20110614,20110626,20110621,635102Vi66203,3374.99,270.0,84.37,3729.36,762197.58,27659,4168,3,7109.91,CreditCard,Normal,2011-06-21,True
97,43756,2011-06-14,2011-06-26,2011-06-21,Shipped,True,Unknown,SO43756,10-4030-019941,,13007,-1,Have No SalesPerson,10,191,Have CurrencyRate,12892,Have CreditCard,1,20110614,20110626,20110621,830399Vi49119,699.1,55.93,17.48,772.5,762970.08,27659,4115,2,3401.25,CreditCard,Normal,2011-06-21,True
98,43755,2011-06-14,2011-06-26,2011-06-21,Shipped,True,Unknown,SO43755,10-4030-027670,,22544,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,17978,Have CreditCard,1,20110614,20110626,20110621,1030205Vi75785,3578.27,286.26,89.46,3953.99,766924.07,27659,4148,2,6603.84,CreditCard,Normal,2011-06-21,True
99,43754,2011-06-14,2011-06-26,2011-06-21,Shipped,True,Unknown,SO43754,10-4030-027617,,22491,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,13098,Have CreditCard,1,20110614,20110626,20110621,630188Vi50171,3578.27,286.26,89.46,3953.99,770878.06,27659,4124,2,6603.84,CreditCard,Normal,2011-06-21,True
100,43758,2011-06-15,2011-06-27,2011-06-22,Shipped,True,Unknown,SO43758,10-4030-027646,,22520,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,22235,Have CreditCard,1,20110615,20110627,20110622,1230195Vi88773,3578.27,286.26,89.46,3953.99,774832.05,27659,4131,2,6627.05,CreditCard,Normal,2011-06-22,True
101,43759,2011-06-15,2011-06-27,2011-06-22,Shipped,True,Unknown,SO43759,10-4030-013257,,3491,-1,Have No SalesPerson,8,201,Have CurrencyRate,14678,Have CreditCard,1,20110615,20110627,20110622,132135Vi58334,3578.27,286.26,89.46,3953.99,778786.04,27659,4115,4,9880.12,CreditCard,Normal,2011-06-22,True
102,43760,2011-06-15,2011-06-27,2011-06-22,Shipped,True,Unknown,SO43760,10-4030-016352,,6586,-1,Have No SalesPerson,9,197,Have CurrencyRate,8017,Have CreditCard,1,20110615,20110627,20110622,234603Vi38778,3578.27,286.26,89.46,3953.99,782740.03,27659,4120,2,6573.08,CreditCard,Normal,2011-06-22,True
103,43761,2011-06-15,2011-06-27,2011-06-22,Shipped,True,Unknown,SO43761,10-4030-016493,,6727,-1,Have No SalesPerson,9,197,Have CurrencyRate,15042,Have CreditCard,1,20110615,20110627,20110622,434607Vi60395,3578.27,286.26,89.46,3953.99,786694.02,27659,4101,2,4637.96,CreditCard,Normal,2011-06-22,True
104,43763,2011-06-16,2011-06-28,2011-06-23,Shipped,True,Unknown,SO43763,10-4030-016525,,6759,-1,Have No SalesPerson,9,210,Have CurrencyRate,22252,Have CreditCard,1,20110616,20110628,20110623,934622Vi88860,3578.27,286.26,89.46,3953.99,790648.01,27659,4329,2,5251.79,CreditCard,Normal,2011-06-23,True
105,43765,2011-06-16,2011-06-28,2011-06-23,Shipped,True,Unknown,SO43765,10-4030-011010,,756,-1,Have No SalesPerson,9,210,Have CurrencyRate,13609,Have CreditCard,1,20110616,20110628,20110623,535100Vi52885,3399.99,272.0,85.0,3756.99,794405.0,27659,4312,3,8937.28,CreditCard,Normal,2011-06-23,True
106,43764,2011-06-16,2011-06-28,2011-06-23,Shipped,True,Unknown,SO43764,10-4030-016612,,6846,-1,Have No SalesPerson,9,210,Have CurrencyRate,14008,Have CreditCard,1,20110616,20110628,20110623,334628Vi54854,3578.27,286.26,89.46,3953.99,798358.99,27659,4094,2,6517.58,CreditCard,Normal,2011-06-23,True
107,43762,2011-06-16,2011-06-28,2011-06-23,Shipped,True,Unknown,SO43762,10-4030-027578,,22452,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,5035,Have CreditCard,1,20110616,20110628,20110623,930287Vi23588,3578.27,286.26,89.46,3953.99,802312.98,27659,5172,1,3953.99,CreditCard,Normal,2011-06-23,True
108,43766,2011-06-17,2011-06-29,2011-06-24,Shipped,True,Unknown,SO43766,10-4030-016518,,6752,-1,Have No SalesPerson,9,223,Have CurrencyRate,13833,Have CreditCard,1,20110617,20110629,20110624,834615Vi53986,3578.27,286.26,89.46,3953.99,806266.97,27659,4370,2,5192.13,CreditCard,Normal,2011-06-24,True
109,43767,2011-06-17,2011-06-29,2011-06-24,Shipped,True,Unknown,SO43767,10-4030-011001,,747,-1,Have No SalesPerson,9,223,Have CurrencyRate,12174,Have CreditCard,1,20110617,20110629,20110624,235091Vi45462,3374.99,270.0,84.37,3729.36,809996.33,27659,4111,3,7054.18,CreditCard,Normal,2011-06-24,True
110,43770,2011-06-18,2011-06-30,2011-06-25,Shipped,True,Unknown,SO43770,10-4030-027614,,22488,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,21308,Have CreditCard,1,20110618,20110630,20110625,230296Vi83473,3578.27,286.26,89.46,3953.99,813950.32,27659,5170,1,3953.99,CreditCard,Normal,2011-06-25,True
111,43775,2011-06-18,2011-06-30,2011-06-25,Shipped,True,Unknown,SO43775,10-4030-011027,,773,-1,Have No SalesPerson,9,236,Have CurrencyRate,7450,Have CreditCard,1,20110618,20110630,20110625,535106Vi36020,3399.99,272.0,85.0,3756.99,817707.31,27659,4158,3,7283.69,CreditCard,Normal,2011-06-25,True
112,43774,2011-06-18,2011-06-30,2011-06-25,Shipped,True,Unknown,SO43774,10-4030-016348,,6582,-1,Have No SalesPerson,9,236,Have CurrencyRate,1843,Have CreditCard,1,20110618,20110630,20110625,434719Vi6675,3578.27,286.26,89.46,3953.99,821661.3,27659,4098,2,6539.66,CreditCard,Normal,2011-06-25,True
113,43773,2011-06-18,2011-06-30,2011-06-25,Shipped,True,Unknown,SO43773,10-4030-016526,,6760,-1,Have No SalesPerson,9,236,Have CurrencyRate,24121,Have CreditCard,1,20110618,20110630,20110625,534623Vi99022,3578.27,286.26,89.46,3953.99,825615.29,27659,4293,2,5257.86,CreditCard,Normal,2011-06-25,True
114,43772,2011-06-18,2011-06-30,2011-06-25,Shipped,True,Unknown,SO43772,10-4030-016524,,6758,-1,Have No SalesPerson,9,236,Have CurrencyRate,16198,Have CreditCard,1,20110618,20110630,20110625,334621Vi66368,3578.27,286.26,89.46,3953.99,829569.28,27659,4337,2,5230.8,CreditCard,Normal,2011-06-25,True
115,43771,2011-06-18,2011-06-30,2011-06-25,Shipped,True,Unknown,SO43771,10-4030-014559,,4793,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,22087,Have CreditCard,1,20110618,20110630,20110625,633795Vi87782,699.1,55.93,17.48,772.5,830341.78,27659,4301,2,1710.06,CreditCard,Normal,2011-06-25,True
116,43769,2011-06-18,2011-06-30,2011-06-25,Shipped,True,Unknown,SO43769,10-4030-021659,,14725,-1,Have No SalesPerson,6,238,Have CurrencyRate,7920,Have CreditCard,1,20110618,20110630,20110625,1030286Vi38309,3578.27,286.26,89.46,3953.99,834295.77,27659,4147,2,4578.83,CreditCard,Normal,2011-06-25,True
117,43768,2011-06-18,2011-06-30,2011-06-25,Shipped,True,Unknown,SO43768,10-4030-027649,,22523,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,23143,Have CreditCard,1,20110618,20110630,20110625,830196Vi93642,3578.27,286.26,89.46,3953.99,838249.76,27659,5170,1,3953.99,CreditCard,Normal,2011-06-25,True
118,43776,2011-06-19,2011-07-01,2011-06-26,Shipped,True,Unknown,SO43776,10-4030-013260,,3494,-1,Have No SalesPerson,8,253,Have CurrencyRate,14017,Have CreditCard,1,20110619,20110701,20110626,1231103Vi54892,3578.27,286.26,89.46,3953.99,842203.75,27659,4230,4,7999.72,CreditCard,Normal,2011-06-26,True
119,43777,2011-06-19,2011-07-01,2011-06-26,Shipped,True,Unknown,SO43777,10-4030-016515,,6749,-1,Have No SalesPerson,9,249,Have CurrencyRate,2382,Have CreditCard,1,20110619,20110701,20110626,734612Vi9613,3578.27,286.26,89.46,3953.99,846157.74,27659,4378,2,5230.8,CreditCard,Normal,2011-06-26,True
120,43778,2011-06-19,2011-07-01,2011-06-26,Shipped,True,Unknown,SO43778,10-4030-011018,,764,-1,Have No SalesPerson,9,249,Have CurrencyRate,13294,Have CreditCard,1,20110619,20110701,20110626,735103Vi51096,3399.99,272.0,85.0,3756.99,849914.73,27659,4158,3,7219.28,CreditCard,Normal,2011-06-26,True
121,43779,2011-06-19,2011-07-01,2011-06-26,Shipped,True,Unknown,SO43779,10-4030-025252,,18318,-1,Have No SalesPerson,9,249,Have CurrencyRate,7433,Have CreditCard,1,20110619,20110701,20110626,235427Vi35948,699.1,55.93,17.48,772.5,850687.23,27659,4221,2,2091.81,CreditCard,Normal,2011-06-26,True
122,43780,2011-06-20,2011-07-02,2011-06-27,Shipped,True,Unknown,SO43780,10-4030-011599,,1833,-1,Have No SalesPerson,7,268,Have CurrencyRate,22239,Have CreditCard,1,20110620,20110702,20110627,131108Vi88806,3578.27,286.26,89.46,3953.99,854641.22,27659,4292,2,6582.73,CreditCard,Normal,2011-06-27,True
123,43781,2011-06-20,2011-07-02,2011-06-27,Shipped,True,Unknown,SO43781,10-4030-016495,,6729,-1,Have No SalesPerson,9,262,Have CurrencyRate,5801,Have CreditCard,1,20110620,20110702,20110627,634609Vi27549,3578.27,286.26,89.46,3953.99,858595.21,27659,4116,2,6632.47,CreditCard,Normal,2011-06-27,True
124,43782,2011-06-20,2011-07-02,2011-06-27,Shipped,True,Unknown,SO43782,10-4030-016516,,6750,-1,Have No SalesPerson,9,262,Have CurrencyRate,13280,Have CreditCard,1,20110620,20110702,20110627,1034613Vi51017,3578.27,286.26,89.46,3953.99,862549.2,27659,4383,2,5230.8,CreditCard,Normal,2011-06-27,True
125,43783,2011-06-20,2011-07-02,2011-06-27,Shipped,True,Unknown,SO43783,10-4030-016620,,6854,-1,Have No SalesPerson,9,262,Have CurrencyRate,5183,Have CreditCard,1,20110620,20110702,20110627,934630Vi24399,3578.27,286.26,89.46,3953.99,866503.19,27659,4118,2,6514.24,CreditCard,Normal,2011-06-27,True
126,43790,2011-06-21,2011-07-03,2011-06-28,Shipped,True,Unknown,SO43790,10-4030-025857,,18923,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,3106,Have CreditCard,1,20110621,20110703,20110628,733374Vi13410,3399.99,272.0,85.0,3756.99,870260.18,27659,5167,1,3756.99,CreditCard,Normal,2011-06-28,True
127,43791,2011-06-21,2011-07-03,2011-06-28,Shipped,True,Unknown,SO43791,10-4030-016484,,6718,-1,Have No SalesPerson,9,275,Have CurrencyRate,3012,Have CreditCard,1,20110621,20110703,20110628,534606Vi12914,3578.27,286.26,89.46,3953.99,874214.17,27659,4149,2,4613.96,CreditCard,Normal,2011-06-28,True
128,43792,2011-06-21,2011-07-03,2011-06-28,Shipped,True,Unknown,SO43792,10-4030-016623,,6857,-1,Have No SalesPerson,9,275,Have CurrencyRate,4228,Have CreditCard,1,20110621,20110703,20110628,334631Vi19512,3578.27,286.26,89.46,3953.99,878168.16,27659,4113,2,6600.43,CreditCard,Normal,2011-06-28,True
129,43793,2011-06-21,2011-07-03,2011-06-28,Shipped,True,Unknown,SO43793,10-4030-011000,,746,-1,Have No SalesPerson,9,275,Have CurrencyRate,15345,Have CreditCard,1,20110621,20110703,20110628,735090Vi61907,3399.99,272.0,85.0,3756.99,881925.15,27659,4332,3,9115.14,CreditCard,Normal,2011-06-28,True
130,43794,2011-06-21,2011-07-03,2011-06-28,Shipped,True,Unknown,SO43794,10-4030-011029,,775,-1,Have No SalesPerson,9,275,Have CurrencyRate,103,Have CreditCard,1,20110621,20110703,20110628,735108Vi576,3399.99,272.0,85.0,3756.99,885682.14,27659,4140,3,7254.64,CreditCard,Normal,2011-06-28,True
131,43786,2011-06-21,2011-07-03,2011-06-28,Shipped,True,Unknown,SO43786,10-4030-011607,,1841,-1,Have No SalesPerson,7,281,Have CurrencyRate,15679,Have CreditCard,1,20110621,20110703,20110628,931126Vi63695,3578.27,286.26,89.46,3953.99,889636.13,27659,4294,2,6534.13,CreditCard,Normal,2011-06-28,True
132,43788,2011-06-21,2011-07-03,2011-06-28,Shipped,True,Unknown,SO43788,10-4030-011239,,1473,-1,Have No SalesPerson,10,282,Have CurrencyRate,3531,Have CreditCard,1,20110621,20110703,20110628,431737Vi15728,3374.99,270.0,84.37,3729.36,893365.49,27659,4307,4,8300.25,CreditCard,Normal,2011-06-28,True
133,43787,2011-06-21,2011-07-03,2011-06-28,Shipped,True,Unknown,SO43787,10-4030-029385,,24259,-1,Have No SalesPerson,8,279,Have CurrencyRate,-1,Have No CreditCard,1,20110621,20110703,20110628,Unknown,3399.99,272.0,85.0,3756.99,897122.48,27659,5167,1,3756.99,Other,Normal,2011-06-28,True
134,43789,2011-06-21,2011-07-03,2011-06-28,Shipped,True,Unknown,SO43789,10-4030-025865,,18931,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,16507,Have CreditCard,1,20110621,20110703,20110628,133257Vi68106,3374.99,270.0,84.37,3729.36,900851.84,27659,4266,2,5131.43,CreditCard,Normal,2011-06-28,True
135,43785,2011-06-21,2011-07-03,2011-06-28,Shipped,True,Unknown,SO43785,10-4030-011601,,1835,-1,Have No SalesPerson,7,281,Have CurrencyRate,4116,Have CreditCard,1,20110621,20110703,20110628,931114Vi18886,3578.27,286.26,89.46,3953.99,904805.83,27659,4297,2,6555.1,CreditCard,Normal,2011-06-28,True
136,43784,2011-06-21,2011-07-03,2011-06-28,Shipped,True,Unknown,SO43784,10-4030-027667,,22541,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,19158,Have CreditCard,1,20110621,20110703,20110628,1030202Vi81657,3578.27,286.26,89.46,3953.99,908759.82,27659,4123,2,6627.05,CreditCard,Normal,2011-06-28,True
137,43795,2011-06-22,2011-07-04,2011-06-29,Shipped,True,Unknown,SO43795,10-4030-027615,,22489,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,13544,Have CreditCard,1,20110622,20110704,20110629,330297Vi52533,3578.27,286.26,89.46,3953.99,912713.81,27659,4143,2,6628.47,CreditCard,Normal,2011-06-29,True
138,43796,2011-06-22,2011-07-04,2011-06-29,Shipped,True,Unknown,SO43796,10-4030-017956,,8190,-1,Have No SalesPerson,7,294,Have CurrencyRate,17772,Have CreditCard,1,20110622,20110704,20110629,630398Vi74678,699.1,55.93,17.48,772.5,913486.31,27659,4206,2,2686.65,CreditCard,Normal,2011-06-29,True
139,43797,2011-06-22,2011-07-04,2011-06-29,Shipped,True,Unknown,SO43797,10-4030-016345,,6579,-1,Have No SalesPerson,9,288,Have CurrencyRate,4335,Have CreditCard,1,20110622,20110704,20110629,533967Vi20009,3578.27,286.26,89.46,3953.99,917440.3,27659,4165,2,4611.43,CreditCard,Normal,2011-06-29,True
140,43798,2011-06-22,2011-07-04,2011-06-29,Shipped,True,Unknown,SO43798,10-4030-016521,,6755,-1,Have No SalesPerson,9,288,Have CurrencyRate,19093,Have CreditCard,1,20110622,20110704,20110629,434618Vi81298,3578.27,286.26,89.46,3953.99,921394.29,27659,4364,2,5192.13,CreditCard,Normal,2011-06-29,True
141,43799,2011-06-22,2011-07-04,2011-06-29,Shipped,True,Unknown,SO43799,10-4030-016636,,6870,-1,Have No SalesPerson,9,288,Have CurrencyRate,14300,Have CreditCard,1,20110622,20110704,20110629,534635Vi56412,3578.27,286.26,89.46,3953.99,925348.28,27659,4111,2,6555.68,CreditCard,Normal,2011-06-29,True
142,43802,2011-06-23,2011-07-05,2011-06-30,Shipped,True,Unknown,SO43802,10-4030-011593,,1827,-1,Have No SalesPerson,7,307,Have CurrencyRate,18921,Have CreditCard,1,20110623,20110705,20110630,531106Vi80372,3578.27,286.26,89.46,3953.99,929302.27,27659,4285,2,6528.62,CreditCard,Normal,2011-06-30,True
143,43801,2011-06-23,2011-07-05,2011-06-30,Shipped,True,Unknown,SO43801,10-4030-013583,,3817,-1,Have No SalesPerson,10,308,Have CurrencyRate,13431,Have CreditCard,1,20110623,20110705,20110630,331102Vi51847,3578.27,286.26,89.46,3953.99,933256.26,27659,4298,3,9254.7,CreditCard,Normal,2011-06-30,True
144,43800,2011-06-23,2011-07-05,2011-06-30,Shipped,True,Unknown,SO43800,10-4030-021710,,14776,-1,Have No SalesPerson,6,303,Have CurrencyRate,2032,Have CreditCard,1,20110623,20110705,20110630,830289Vi7733,3578.27,286.26,89.46,3953.99,937210.25,27659,4142,2,4626.89,CreditCard,Normal,2011-06-30,True
145,43803,2011-06-24,2011-07-06,2011-07-01,Shipped,True,Unknown,SO43803,10-4030-021741,,14807,-1,Have No SalesPerson,6,316,Have CurrencyRate,2999,Have CreditCard,1,20110624,20110706,20110701,1230187Vi12850,3578.27,286.26,89.46,3953.99,941164.24,27659,4394,2,4560.61,CreditCard,Normal,2011-07-01,True
146,43804,2011-06-24,2011-07-06,2011-07-01,Shipped,True,Unknown,SO43804,10-4030-013585,,3819,-1,Have No SalesPerson,10,321,Have CurrencyRate,16768,Have CreditCard,1,20110624,20110706,20110701,731109Vi69430,3578.27,286.26,89.46,3953.99,945118.23,27659,4255,3,9246.96,CreditCard,Normal,2011-07-01,True
147,43805,2011-06-24,2011-07-06,2011-07-01,Shipped,True,Unknown,SO43805,10-4030-014510,,4744,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,7542,Have CreditCard,1,20110624,20110706,20110701,433792Vi36450,699.1,55.93,17.48,772.5,945890.73,27659,4251,2,3355.18,CreditCard,Normal,2011-07-01,True
148,43806,2011-06-24,2011-07-06,2011-07-01,Shipped,True,Unknown,SO43806,10-4030-016523,,6757,-1,Have No SalesPerson,9,314,Have CurrencyRate,19119,Have CreditCard,1,20110624,20110706,20110701,1234620Vi81457,3578.27,286.26,89.46,3953.99,949844.72,27659,4359,2,5192.13,CreditCard,Normal,2011-07-01,True
149,43807,2011-06-25,2011-07-07,2011-07-02,Shipped,True,Unknown,SO43807,10-4030-011611,,1845,-1,Have No SalesPerson,7,333,Have CurrencyRate,22044,Have CreditCard,1,20110625,20110707,20110702,1231127Vi87546,3578.27,286.26,89.46,3953.99,953798.71,27659,4275,2,6489.95,CreditCard,Normal,2011-07-02,True
