PRODUCTINVENTORYKEY,PRODUCTID,PRODUCTKEY,LOCATIONID,LOCATIONNAME,COSTRATE,AVAILABILITY,LOCATIONMODIFIEDDATE,SHELF,BIN,QUANTITY,PROHISMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
127,364,173,1,Tool Crib,0.0,0.0,2008-04-30,C,13,368,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,ed94f18243cddaeffe88809850e9a23462c9d6b0367ea4966aa039d73ac519fd
128,364,173,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,6,358,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,aaa57edb9b1a5d1698a95d17cba07ac6a7967c28f68ee6830017210c1a300a07
129,364,173,50,Subassembly,12.25,120.0,2008-04-30,E,6,326,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,5bce2acf6274df8542c781c2d2094dad2a8f78a0e66cda05ee8309a615ee4200
130,365,174,1,Tool Crib,0.0,0.0,2008-04-30,C,14,411,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,cf51c0f15fc1f721b76a72806b047ea095c8afe95b828d6857d08f39a2e11495
131,365,174,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,7,691,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,f1b32f1a5d689a5ae8ce11db2528e60f483d8a1337c5c6a185b34c3aa6ac450a
132,365,174,50,Subassembly,12.25,120.0,2008-04-30,E,7,619,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,25dae923c43431e84e2e8c7b736439b73b7b0a86c5c99083b8320ea2338d77aa
133,366,175,1,Tool Crib,0.0,0.0,2008-04-30,C,15,318,2014-07-28,True,2006-06-23,9999-12-31 00:00:00,6544e93a892146f375bf2e69967befd1b6ed840a149cb3fbaf65b5b76e26816f
134,366,175,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,8,299,2014-07-28,True,2006-06-23,9999-12-31 00:00:00,53c3fa7499e21fbe2a94ac3615c0ad8639f71a20458fa147e60f6700850e87d1
135,366,175,50,Subassembly,12.25,120.0,2008-04-30,E,8,412,2014-07-28,True,2006-06-23,9999-12-31 00:00:00,22bd1c95e0affbbf8371ba58053c04b2a8bb5415fef499922ab22244ce6a7996
136,367,176,1,Tool Crib,0.0,0.0,2008-04-30,C,16,643,2014-07-28,True,2006-06-23,9999-12-31 00:00:00,168c530e3a0ee8c7874110b00b9942d54fa15c1e100a4d715ab84ae6e086ebc5
137,367,176,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,9,689,2014-07-28,True,2006-06-23,9999-12-31 00:00:00,6353a598ce9cf2979c872b2b02c8c3779396a3b5441c2827229dbe7756fdab7e
138,367,176,50,Subassembly,12.25,120.0,2008-04-30,E,9,569,2014-07-28,True,2006-06-23,9999-12-31 00:00:00,11668dd8781cb55221109d446705191d3b4b2e054b6f6a54fe386688b25b9b35
139,368,177,1,Tool Crib,0.0,0.0,2008-04-30,C,17,369,2014-07-28,True,2006-06-23,9999-12-31 00:00:00,9018f61dbed058d33b90a22cfe71083b11b6c5278dfb2b635b7642d0be86e67e
140,368,177,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,10,360,2014-07-28,True,2006-06-23,9999-12-31 00:00:00,c2d3be61994c1f60966ba8473292eed07228e4406d02b259a14c1e41fcae7024
141,368,177,50,Subassembly,12.25,120.0,2008-04-30,E,10,374,2014-07-28,True,2006-06-23,9999-12-31 00:00:00,a9b882dfdee685335f65b105b113e20935cf2612b90d44c0b5780a8cb0a473b6
142,369,178,1,Tool Crib,0.0,0.0,2008-04-30,C,18,363,2014-07-28,True,2006-06-23,9999-12-31 00:00:00,df71eae54ccc28f768e3c559bf1134ff697cf1280ba288d22aadb6a5e9071b11
143,369,178,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,11,353,2014-07-28,True,2006-06-23,9999-12-31 00:00:00,e19486a7b78983fada50a39f58e3f5d459be1582d52c9502f5f50dc12cc1b280
144,369,178,50,Subassembly,12.25,120.0,2008-04-30,E,11,368,2014-07-28,True,2006-06-23,9999-12-31 00:00:00,3fc8697716f1c36455d50d3ea1b4de871527bf63941a1b0700f021a2d4d46ad5
145,370,179,1,Tool Crib,0.0,0.0,2008-04-30,C,19,252,2014-08-03,True,2006-06-23,9999-12-31 00:00:00,2423e934102ebd2675f231c89a24078eb675fdb9677bcf3b8df2b790e594b850
146,370,179,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,12,155,2014-08-03,True,2006-06-23,9999-12-31 00:00:00,0439fbf882c463be418ee9b3e3eda72bb6d1de1969210aee0d07c77b7429f268
147,370,179,50,Subassembly,12.25,120.0,2008-04-30,E,12,476,2014-08-03,True,2006-06-23,9999-12-31 00:00:00,e0e3ce0a8609b088e03830a25852ee7677a9fb948d8afcd6d0ca53eac476b093
148,371,180,1,Tool Crib,0.0,0.0,2008-04-30,C,20,585,2014-08-03,True,2006-06-23,9999-12-31 00:00:00,cb623f45b112bf85d50de7c0f12e9054d0e92878a7a4d73350e2a93f4bb82d2c
149,371,180,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,13,649,2014-08-03,True,2006-06-23,9999-12-31 00:00:00,cde34916d0bcfeda0d79d8dfca2abe1472591560eae6d7ef77d136a290a00a2b
150,371,180,50,Subassembly,12.25,120.0,2008-04-30,E,13,547,2014-08-03,True,2006-06-23,9999-12-31 00:00:00,cfb8edff061b87984583b963cd8cdbf53f7c5155c4cad5a4e8b1f63c1a014646
151,372,181,1,Tool Crib,0.0,0.0,2008-04-30,C,21,281,2014-08-03,True,2006-06-23,9999-12-31 00:00:00,1f3fc4d83f52ab6674f808f2eeceb0f992512dff483cf066ee9bc2570ecc214d
152,372,181,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,14,344,2014-08-03,True,2006-06-23,9999-12-31 00:00:00,a31ffbe1b9b335efb3abc4c9e8d8be14412a21f9de62b36928cca7979dcae58b
153,372,181,50,Subassembly,12.25,120.0,2008-04-30,E,14,272,2014-08-03,True,2006-06-23,9999-12-31 00:00:00,946f610fbabb258078fe849a7570adf5acb11418e8870325834297bb124fff53
154,373,182,1,Tool Crib,0.0,0.0,2008-04-30,C,22,284,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,48875f725b75af5395118e872253b08457c42a22c6ff0f899f50bb2a92ea93fb
155,373,182,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,15,347,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,40660362260dea7e2cb1848d40a558b13b3cbcd71aca9c7e94a4a9670af2af3e
156,373,182,50,Subassembly,12.25,120.0,2008-04-30,E,15,275,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,7c0de472fa331cf42a1487cabc4a50518da955197337a55adddc2b46293416d4
157,374,196,1,Tool Crib,0.0,0.0,2008-04-30,C,23,288,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,b0c38fa166fbb9fd135b8c635d01498d5d7813edc11ac39119204bf04d02794e
158,374,196,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,16,350,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,921174ce1f991a3e4bc815312e6850d614c9426f7cab535d3c560564c86caaad
159,374,196,50,Subassembly,12.25,120.0,2008-04-30,E,16,278,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,dce62e4d97934a64464a5604b8d1935d1e57b83c13ae39f46c48f2fc819232ae
160,375,236,1,Tool Crib,0.0,0.0,2008-04-30,C,24,291,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,9f4c9b5cf3a17f921ba3cf70c55fd218fe41456586725c6781aa2505be708178
161,375,236,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,17,353,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,7224b78af457e3bbaafa6d1a850c1fdc0f3e25dae36771c5a6c5a7a95520252d
162,375,236,50,Subassembly,12.25,120.0,2008-04-30,E,17,281,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,0ae7efa7fadfbecac390e929162e1e51aa764a87a1a9ca9843be286f6b3881b5
163,376,237,1,Tool Crib,0.0,0.0,2008-04-30,C,25,585,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,6723bc25f40d1560086a5864c1d5de20d5f4d16b8888cf1b5fb4f4f28438c151
164,376,237,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,18,649,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,3a63c9e36bea90f625c39113a28fe8d58e1a674f379cc5ffcbe81260edf4479e
165,376,237,50,Subassembly,12.25,120.0,2008-04-30,E,18,547,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,15aea15dc5828bb67c87571f96bec59604836391ff91d718ff8a493f2dfb876d
166,377,238,1,Tool Crib,0.0,0.0,2008-04-30,C,26,249,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,2af64048e1b41fa45196c90bcfec6241eb3f316e7d2accd20ed016e7a70d46f2
167,377,238,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,19,299,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,721b9bc28acba1b15b75c7284c546da07827c209a722d02dc58e60c5c8b16e9c
168,377,238,50,Subassembly,12.25,120.0,2008-04-30,E,19,393,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,fa40e1870ba6ebc1632984d53ad3c7643c7b7fedd846e34a911445a5ee0b52c5
169,378,239,1,Tool Crib,0.0,0.0,2008-04-30,C,27,244,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,1b366323a776d75a4e96769fa63c488184fe3fd0f46092be8376a00cda39169e
170,378,239,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,20,294,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,9aa864aae92d422e8e454c92473736d47f9637df4f46fdc06ff726e3d6113652
171,378,239,50,Subassembly,12.25,120.0,2008-04-30,E,20,388,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,9e94e23f8ef737e1191b0085ad04a2387dfe01fad4cbddcb63d9da27bb912c60
172,379,240,1,Tool Crib,0.0,0.0,2008-04-30,C,28,323,2014-07-19,True,2006-06-23,9999-12-31 00:00:00,edfaa6f15d44e1193c16a5db559fc6be0c50ac2e410aa862ea998bcabc10337d
173,379,240,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,21,897,2014-07-19,True,2006-06-23,9999-12-31 00:00:00,dfd1f41b7931ac0ac19182f62c3c6eac258f9ad2004b84cd9649df8ac6a5372c
174,379,240,50,Subassembly,12.25,120.0,2008-04-30,E,21,691,2014-07-19,True,2006-06-23,9999-12-31 00:00:00,1fa288132e90586ed7b7d0041b846b90ad5fe56fece686d968eed3468f2b9e6c
175,380,241,1,Tool Crib,0.0,0.0,2008-04-30,C,29,156,2014-07-25,True,2006-06-23,9999-12-31 00:00:00,05a1a3048e074dd96afb399d0648982aa24e01ad7e975567090f179b7f09f4bf
176,380,241,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,22,264,2014-07-25,True,2006-06-23,9999-12-31 00:00:00,d0cb45789b0e3a49e22a043342b6a2a9f37876ec75ea78aea79313f34f3ad627
177,380,241,50,Subassembly,12.25,120.0,2008-04-30,E,22,350,2014-07-25,True,2006-06-23,9999-12-31 00:00:00,fc223f4522621479d357a4806183eb89ed8a9168464c25ce233a9534ef2fccd6
178,381,242,1,Tool Crib,0.0,0.0,2008-04-30,C,30,163,2014-07-25,True,2006-06-23,9999-12-31 00:00:00,896abd5b071bc9dbd72d43a61a89ffe7cc2506a3e2dea7c575a28fa13325b198
179,381,242,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,23,270,2014-07-25,True,2006-06-23,9999-12-31 00:00:00,6b66206734cff166a611264f1818dc8998cbb420974441e9796145d68fd3c0bc
180,381,242,50,Subassembly,12.25,120.0,2008-04-30,E,23,356,2014-07-25,True,2006-06-23,9999-12-31 00:00:00,0ab47109b1cd100c0dbfd8c3eced69b73f64e84ddc14a2e483377796de581d7a
181,382,243,1,Tool Crib,0.0,0.0,2008-04-30,C,31,169,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,f01cf448a18499576766426dce6b1d576bc2113083215a00291c909488bd901c
182,382,243,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,24,276,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,962f32644032aacd7018af46e33ce54d9ea17191499704b6d52400044d4172cb
183,382,243,50,Subassembly,12.25,120.0,2008-04-30,E,24,363,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,c59b49023f6af8956d64c627d81631cd897d68a7bffa2b284f2abd1486040505
184,383,244,1,Tool Crib,0.0,0.0,2008-04-30,C,32,587,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,6968bc9185402e74bba0d35dc2f0e0286e60341f8dc9ff52aaab07c7ffccf5cf
185,383,244,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,25,676,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,e0a3512049c796de22877c9a44ca8becda5b0f54c86ce75de246eedaedae684d
186,383,244,50,Subassembly,12.25,120.0,2008-04-30,E,25,638,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,ab5a2fd46ffdb2adb81233a67e7a67ef45db6b6c5cfb2b6f9d1d7d9c2243787f
187,384,245,1,Tool Crib,0.0,0.0,2008-04-30,C,33,299,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,d7f2c0f7ffa09d2037c2d0a643dea46910f02c685e0ec07077fe9f86dfd565f9
188,384,245,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,26,217,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,5c312f4c030817e2250397c5598659fea866afd18b25f94b140c13c90a3e0be4
189,384,245,50,Subassembly,12.25,120.0,2008-04-30,E,26,304,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,c32dd2f33381eebef90a80368ec1616eb35ad2caf580cc057e695881532554b6
190,385,246,1,Tool Crib,0.0,0.0,2008-04-30,C,34,619,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,ac2f486a3da6b02fc1606a73b532c4378edf4b8d5044a1b7aac92184d545f06f
191,385,246,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,27,526,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,a524e66bccf336bcdebc976f1b9390697af4f4a7b8dadc95a3b1bd0321d285c7
192,385,246,50,Subassembly,12.25,120.0,2008-04-30,E,27,633,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,90ef5315e427bebeac3f458af767a3fc0ff191ad17b192fdde3123efe0748cd3
193,386,247,1,Tool Crib,0.0,0.0,2008-04-30,D,1,148,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,26be0aff15ccfbdfa9ffef102e1cf5af8aeb43776d009aff15be15b9184033b4
194,386,247,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,28,192,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,fd6d242d26b153308e4d4108a48fa37ba9524f84e243c811c376ca251e4eab32
195,386,247,50,Subassembly,12.25,120.0,2008-04-30,E,28,385,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,0e0c0acd004dcc749a45ff2377d12b7f81f38df2bd1e6b3a58526a4fb0d12e7c
196,387,235,1,Tool Crib,0.0,0.0,2008-04-30,D,2,524,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,da056db883d540f7bedb55e493a5c1fcc73b2772667cd214bc6b6733d9f4fba8
197,387,235,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,29,710,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,bb18c12410900f90341bfe738a82f159acf271d003ca50d463ec1e308cb935dc
198,387,235,50,Subassembly,12.25,120.0,2008-04-30,E,29,654,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,010fdae137c106ac14a4aacef808c444762a56f0ab1e9a687f1b35eebe24de8e
199,388,249,1,Tool Crib,0.0,0.0,2008-04-30,D,3,292,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,d6650c2ca0c97de1663fdb2d0e6c30ab124bcee50bd3ca88a2ff58d67eabcc7a
200,388,249,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,30,140,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,5258edfdf98409e186491ecaa7ecaa60d31cb1b81932e12fec5ca70fdaf64027
201,388,249,50,Subassembly,12.25,120.0,2008-04-30,E,30,366,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,0ebfd0513252cd215549466c8048d8694729fdd0f472ab805850b319351a2efb
202,389,250,1,Tool Crib,0.0,0.0,2008-04-30,D,4,657,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,252a68b47974185686c8966b030b7a5ce05595053adf54fc7b5f0dc1071e02f7
203,389,250,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,31,691,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,163b2b1950b51c404061a6ca24e31f11e676faf0e26af30f9cf6d3dfe95eeb38
204,389,250,50,Subassembly,12.25,120.0,2008-04-30,E,31,460,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,0ed0ed7499ba975ebb7313d71ac42a3900489c87262ea82306d539e3ebc338e7
205,390,251,1,Tool Crib,0.0,0.0,2008-04-30,D,5,292,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,bff678ed524b0841aa2feda80303277ab3e868954c72c44c35f572b97addaa2e
206,390,251,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,32,140,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,71d10ef9c0cb1c3797d243bbe5adc3b59cc6f0f1c3a76e4332c5960a26a2128c
207,390,251,50,Subassembly,12.25,120.0,2008-04-30,E,32,366,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,a25ae5f69c0e899222590a9f3b6d9d31e3fcbf1fbd5aa9cf347b55cc2ed9c938
208,391,252,1,Tool Crib,0.0,0.0,2008-04-30,D,6,296,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,5cd5d82115b39f14b77166f099e0e9d21594445de9822e2025011d1b66c6276b
209,391,252,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,33,144,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,4049b0dce8fff581315331026f716310c13118390b0b92155c0d6e1fba0d4578
210,391,252,50,Subassembly,12.25,120.0,2008-04-30,E,33,369,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,34dfc6dc1d0b0308c1db45acd1d943a9d58fea1783ad4e19898ba6d7e2208b5a
211,392,253,1,Tool Crib,0.0,0.0,2008-04-30,D,7,299,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,8c699253dc576ba6831f336ed3dfbf2ab9370734250cee40b9104786887d5be2
212,392,253,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,34,147,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,4d052ff3e540f13c0e141aedc274fcd3cedb2d46ed23083c8885f75f0bc24d51
213,392,253,50,Subassembly,12.25,120.0,2008-04-30,E,34,372,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,e0799dab9d041064a0ad5969b41b04fdb4355037f3bbc50abeb880fc7efef66b
214,393,254,1,Tool Crib,0.0,0.0,2008-04-30,D,8,603,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,555f68265b4c8cd6e39e8cbf32697d059da12fce8281502fa189946f55ea641d
215,393,254,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,35,780,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,b1f5ce3d39ac61093db382f194daaa455fd235cd50111c8b3dfdf182aeb1ba43
216,393,254,50,Subassembly,12.25,120.0,2008-04-30,E,35,497,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,2567894d14831ec40e5bac7257416c56d30301649a5b787b49d39941805b062b
217,394,255,1,Tool Crib,0.0,0.0,2008-04-30,D,9,302,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,9aaea40013127661239566d05ca86d1dce4a28806ad9a1b323dfc36bae38210c
218,394,255,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,36,150,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,ad87b560986c49a795c30d66f21636e66a31ce6cb52b0d3a44ef752565ed8e04
219,394,255,50,Subassembly,12.25,120.0,2008-04-30,E,36,459,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,4ada5482b58e5c18a7b883ad0a640f687158476e1715966bdf269594e65f59da
220,395,256,1,Tool Crib,0.0,0.0,2008-04-30,D,10,281,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,c957e71c085c440fe358c96ecf81b992f06279452da2f82cbda88f09d2cef93b
221,395,256,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,37,355,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,f1c06d4d49a96ee9932d8483329dd2592cdd09d9ea45a554f86de2a53e1900ab
222,395,256,50,Subassembly,12.25,120.0,2008-04-30,E,37,148,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,84da55ae0cba2e3451a4ebbb5ce9be1839f301c6c87f7eec20cae10ee796ba01
223,396,301,1,Tool Crib,0.0,0.0,2008-04-30,D,11,636,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,71331e021d43eb6e7e1461b4591994ad486af213af12bad941d30bd439e53b9b
224,396,301,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,38,585,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,247a506e0704b02312491c25d6adabcf479e062be80f6fc62fbf69d899d557b6
225,396,301,50,Subassembly,12.25,120.0,2008-04-30,E,38,603,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,50da4ba560d5ebe7ad3a1f3ecb29d86c36e9057613fffd634d48ca0688d879a9
226,397,302,1,Tool Crib,0.0,0.0,2008-04-30,D,12,339,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,c427a91d9cf173ff990a5a7ad8c611c53d7d6fbf0e35fdbd965a88f4656c2b2e
227,397,302,6,Miscellaneous Storage,0.0,0.0,2008-04-30,R,39,550,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,11848724604fff94b8e2a0ed79a5207d2536e135b0b3cdfde1c191fcee860512
228,397,302,50,Subassembly,12.25,120.0,2008-04-30,E,39,763,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,017e584fa47117f408916cf138c4f97f433345e0c87b9f15cd4ee77fd7f6298b
229,398,303,5,Metal Storage,0.0,0.0,2008-04-30,B,1,372,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,88d63984d339909932b4dc58d5d6ade4e8a50bbaa9875b931959e7512cc0e6fc
230,398,303,10,Frame Forming,22.5,96.0,2008-04-30,B,4,404,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,92222689b0ab287cd14658939a6488700c9371c46028aa05c7056b29aac14f80
231,398,303,20,Frame Welding,25.0,108.0,2008-04-30,A,3,550,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,1200169d40101d39fbf80a880adf18601295cecb543b07555fa2d668cd9b104d
232,399,304,5,Metal Storage,0.0,0.0,2008-04-30,B,2,366,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,fcca67a5823d35ffa7a98a1923f983baa35f65a6059624f01b1755d82c78fa5f
233,399,304,10,Frame Forming,22.5,96.0,2008-04-30,B,5,398,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,4822ba85849d883ca2ef127124c085f982524ba1341952634b65203e757630c6
234,399,304,20,Frame Welding,25.0,108.0,2008-04-30,A,4,544,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,12b932d914df7805a85cc2a364af52deb8b2561471f05a1c2047a15fb0303993
235,400,222,5,Metal Storage,0.0,0.0,2008-04-30,B,3,260,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,77578fab3d7eb2592d0b6486469852ef0f85bbb7e840134492edfecc74fe7f3f
236,400,222,10,Frame Forming,22.5,96.0,2008-04-30,B,2,246,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,a6f0498864db996296495edfb8fda09f6b4315c57534799ee115c5defe0db58e
237,400,222,20,Frame Welding,25.0,108.0,2008-04-30,A,1,284,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,fd76b8ff31445591236abad3eb29f388610c7f211ee5a789750aee86365dd214
238,401,210,5,Metal Storage,0.0,0.0,2008-04-30,B,4,283,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,5c3a1d6ea5a7a06da2c180f63784ebc42fd5e348d87d39974c3715122973c1c2
239,401,210,10,Frame Forming,22.5,96.0,2008-04-30,B,3,212,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,931ea6a1ae4490f258fc8d46674361c4e947f30daefecf204695542a64a57661
240,401,210,20,Frame Welding,25.0,108.0,2008-04-30,A,2,302,2008-03-31,True,2006-06-23,9999-12-31 00:00:00,654041e3c5e1b6c766c6f064b0902b0d993599cfb433a9e54d8a89c95cd1f447
241,402,211,1,Tool Crib,0.0,0.0,2008-04-30,F,1,316,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,73139e2733ef024a1210633900b0c2398302b19eb2864c9654e24e606e08dab6
242,402,211,6,Miscellaneous Storage,0.0,0.0,2008-04-30,G,3,353,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,e7d6e8f39e0d1bb135a00d2ee420801e7c5201090d0abce564844b96b297ed94
243,402,211,50,Subassembly,12.25,120.0,2008-04-30,T,1,321,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,39e0b304df3068169e0f7a0fd3da5ee88f790ae622c225d6aa79e812d8b78288
244,403,212,1,Tool Crib,0.0,0.0,2008-04-30,F,2,313,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,ecfdee973bc15e39fb6a7358aaaf51e84f599e3f5978d04707118df5d96e9815
245,403,212,6,Miscellaneous Storage,0.0,0.0,2008-04-30,G,4,350,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,4bb6f1207fb2fcfc46be48c2e72b3f02aaf0945ac50e1f1d6b003326a98574b7
246,403,212,50,Subassembly,12.25,120.0,2008-04-30,T,2,318,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,0116c3ef302654acba442a205904d7e8f98b29acdfb9b176b7fd3d17db2f2f17
247,404,213,1,Tool Crib,0.0,0.0,2008-04-30,F,3,310,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,274f15f13f5d13abeed85b54879a58e21671e1a094e40b34a24200f2dc3d75e9
248,404,213,6,Miscellaneous Storage,0.0,0.0,2008-04-30,G,5,347,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,39f9fec39739d68ee297b7b74b99b7032b0a9426df36fe0f25d5322223445fa0
249,404,213,50,Subassembly,12.25,120.0,2008-04-30,T,3,315,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,70972398e21451a73bcef3b27ab586f36d19404540604c66f9dcafef257a197b
250,405,214,1,Tool Crib,0.0,0.0,2008-04-30,F,4,307,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,7fcc6e31caf7a93f8c27679b27577209de8e72b38fafa97f3476998d71ed4fe1
251,405,214,6,Miscellaneous Storage,0.0,0.0,2008-04-30,G,6,344,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,cf95a9ae0dfe791ea726d802ab619001a456fa8244fd1409a069e247776c1ce0
252,405,214,50,Subassembly,12.25,120.0,2008-04-30,T,4,312,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,5d59c236b274b54d43eaf3b462f6e057871029135594db61e02830b58450cd14
253,406,215,1,Tool Crib,0.0,0.0,2008-04-30,F,5,304,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,ea97810517fccfdfacd3c7129ce365d38e558f3ddc8ba244131a07664ab4704e
