WORKORDERROUTINGKEY,WORKORDERID,PRODUCTID,PRODUCTKEY,OPERATIONSEQUENCE,LOCATIONID,LOCATIONNAME,COSTRATE,AVAILABILITY,LOCATIONMODIFIEDDATE,SCHEDULEDSTARTDATE,SCHEDULEDENDDATE,ACTUALSTARTDATE,ACTUALENDDATE,ACTUALRESOURCEHRS,PLANNEDCOST,ACTUALCOST,ROUTINGMODIFIEDDATE,SCRAPREASONNAME,SCRAPMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
91,103,804,1,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-06-03,2011-06-14,2011-06-03,2011-06-19,4.1,92.25,92.25,2011-06-19,,,True,2006-06-23,9999-12-31 00:00:00,d75c95ba82b3ff63f4ec1f9c0f444994bc6f3497942fa24a7f8eb876272b426c
92,103,804,1,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-03,2011-06-14,2011-06-03,2011-06-19,3.0,36.75,36.75,2011-06-19,,,True,2006-06-23,9999-12-31 00:00:00,3ac7b6726b265574626592db99cbd4d9b18db6ab66e1e31dc464a3ced46a4e9c
93,108,749,317,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,4.0,49.0,49.0,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,ffe8affbb40052730d5abc4f9752603f22ebab44b65ae358b4fec099e633c55c
94,109,750,313,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,4.0,49.0,49.0,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,3c2776a8668cd4fd76d0df41829e59e34fd42802f06c079f2e38b6888a1b8394
95,110,771,14,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,4.0,49.0,49.0,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,5cd1712bf05a5ecc8d784c33e3fe39246f27b0e75cf9dd82d00e14b732133a03
96,111,778,18,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,4.0,49.0,49.0,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,9c764a022f3db07daf52952d5d534159c1bae17cbcb8602fb7e94d80126a13a9
97,112,516,54,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.0,36.75,36.75,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,b33c5193b338d585b66cab1751b3933eac8ed1b6f7d3d527e570d29b6cd8a279
98,112,516,54,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,4.0,49.0,49.0,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,ab8837b80b04d9c568ab449dfaa40b3dff69a980bb062b6be7b8b42f73b66834
99,113,519,52,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.0,36.75,36.75,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,304b17f81c08e41946f183bbf1534754e8935a89e1a6bb0ffff6dbe47a3a71c8
100,113,519,52,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,4.0,49.0,49.0,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,f367c8c3511bd487292da24e40bc376da588e3c9600cc4c1688b41cd84a26128
101,117,748,400,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,4.1,92.25,92.25,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,e7183d4038b2f12098d859b71b8365ddecfd99fa9352d87145a7b847d4d6cd10
102,117,748,400,2,20,Frame Welding,25.0,108.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.5,87.5,87.5,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,ee2bb1b96e0a0a5c4ce70be3e2eed786aa8c876629316ebe835857002af20c78
103,117,748,400,3,30,Debur and Polish,14.5,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,1.0,14.5,14.5,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,22dcebfb0f2f9e00f9714738e7eb1c0a6b06d5b6c61e970921711ff670617b12
104,117,748,400,5,45,Specialized Paint,18.0,80.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,2.0,36.0,36.0,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,3233bacd360ad5ad6ba893b0722969d38e353192bcbcc626237c11b125c48c97
105,117,748,400,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.0,36.75,36.75,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,fbea1cf26a6a1c3886843ce2e11cb289229d7665d4246d6b1fe5cbf401d585fb
106,117,748,400,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,4.0,49.0,49.0,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,e6af6a328baa7398d63ea94d99d4d6f516a7d9e8c5058c958f5ebb544a46d7f4
107,118,807,466,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.0,36.75,36.75,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,9b4f6ffbf1a3d1529be8e0dd3e19a4926ba0286be8a9a10674acc7e414d83ee9
108,119,810,448,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,4.1,92.25,92.25,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,c619b3f47c552eaeda83d7efb9c7b7e3ad1394a3859a75d1974326ca733eb408
109,119,810,448,2,20,Frame Welding,25.0,108.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.5,87.5,87.5,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,035d3c685203730d86abfd59c32db3d7ceabad715f44d1a93a5374c7f4417aaa
110,119,810,448,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.0,36.75,36.75,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,5ac1a091c831578ca0698c77d47f2c713d400717634b8cea09284175a72c586e
111,120,813,449,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,4.1,92.25,92.25,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,b2d5d767a0f18f84abe1e96d8b7f7d390aed67707283c20b08deb7e8e702e41e
112,120,813,449,2,20,Frame Welding,25.0,108.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.5,87.5,87.5,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,5466b972dd8ddebbc160c7e4092c790ccc933a099f8bcf444845ac9abf9f2a9e
113,120,813,449,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.0,36.75,36.75,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,56c468eda8a769b031718373e060ebb4cc90d7489a5c85478ea51118c0c1c062
114,121,817,475,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.0,36.75,36.75,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,6990b52f02ab9b15cf2ba325579e452f58e0900e3e0308d7c751d3a54f93f74d
115,122,820,473,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.0,36.75,36.75,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,8180bac5623dc9ce4bc03112bdb80715bb3b55653c97236fe46fb5cd9575155d
116,123,825,474,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.0,36.75,36.75,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,bb8d2bdfa138501d184765272cd64fa9641d3723997d9fefa8900844c25dacec
117,124,828,472,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.0,36.75,36.75,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,76aff24a2b709cd6969b1bf5faf408af630e7dbd4e356217d0a196b2b73b7841
118,125,894,47,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.0,36.75,36.75,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,73d08b44d6ae87029be73da792b9aaa047a298e119cf4306ac3d4a466af3dc9c
119,126,945,48,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,4.1,92.25,92.25,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,364e7613deb65244ab361e62ed7e99b942849cd1153d91ecd1f8aa386dd50ac7
120,126,945,48,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.0,36.75,36.75,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,07dbe8928ba88cf16e40107fc39a83964cec553cea74cbe7c420e6a0f1fd960b
121,127,951,305,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.0,36.75,36.75,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,9972c93418bf44251ab5c7eda98237a603df572d34a1076855dde6d908759326
122,128,996,425,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.0,36.75,36.75,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,c8c5ca385c3084921fddb1652d744687de6b253fbec093786dd84445d39923d3
123,141,804,1,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,4.1,92.25,92.25,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,4265d25055547ba5ae59bc5e84fbef3d860d20b495631e9fc119b24631cdf59b
124,141,804,1,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-04,2011-06-15,2011-06-09,2011-06-15,3.0,36.75,36.75,2011-06-15,,,True,2006-06-23,9999-12-31 00:00:00,dd02f960a0253c346d3a1adc2489662c2cbcf0a4703b02af454ddb11aa9db061
125,146,751,314,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,4.0,49.0,49.0,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,a4cdb6ffacf77d58bc586cac0b025d91ab5601c652f72d0be6f853ca50fd1a27
126,147,752,315,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,4.0,49.0,49.0,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,780d311064170f29a272ed4145c0ab7120af97eaac77c313f6daae44dfac65f0
127,148,753,316,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,4.0,49.0,49.0,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,50ef633eb182848a23ceb811abcd82cc3a9a305f9e4c600db7658dfefa97af51
128,149,764,346,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,4.0,49.0,49.0,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,d1dc39d9862aa105a6928b3f097eaaa7f1d82b30079d7a0c0be68dc2fd234279
129,150,517,59,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,20c87c777ee5c6f21ff89cadac2864a8a83c774cf77afff45976a4d5a2ecf11a
130,150,517,59,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,4.0,49.0,49.0,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,198420af7853f784309ee120fdc824af4b8876b44f11abf185b0864dc5c6f9f8
131,151,519,52,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,c396237d03fc540e9e329758b5b688fb36af670dad671315d8420ce45b08b316
132,151,519,52,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,4.0,49.0,49.0,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,35751374f73f4c3913efcbe2ab4c43934a59e827d01746fcce9ff624b8eac2cf
133,156,806,467,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,818f1ccf04c2c4e1da4d6685c7c40e2d10688127f72d5ed11d0121fdc18bff7e
134,157,807,466,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,8eefc822f4abff6d9193eea1b20cf0fdd5a18220533ecdda4e39dbed91f22972
135,158,811,455,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,4.1,92.25,92.25,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,058cf64bd5541b9c917f871c319e274d7db77599cda90863977ab026365f4b84
136,158,811,455,2,20,Frame Welding,25.0,108.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.5,87.5,87.5,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,b16179723f64362266336f8ce71c798e52ebb09c4f7ba1204537f61e2a67a781
137,158,811,455,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,917e6b9a4dfe14c6de1038318d736a87d8778d27476738285ad8bef6ab8a314c
138,159,813,449,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,4.1,92.25,92.25,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,e8c1d250abc9118e337bf252f52ebd58c1d1febcf108a88f8fd2bfc85ca347ee
139,159,813,449,2,20,Frame Welding,25.0,108.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.5,87.5,87.5,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,dcf58de9aa8956cc77d7e0be2492366c79adbf8854b622cffd66c6a6b525306e
140,159,813,449,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,b5559a6c2b55559987e25bae87a15a4086a565526d2b0b99b1f2efcec47fc9e4
141,160,818,484,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,d413c58c537677bb5bc42acae7cda7d8534a91c51717caa6498cf42cea68667f
142,161,820,473,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,4a40a753c17295209bed5c050a2f0f626eab772777f04d03f332e81b50bb2e5e
143,162,826,482,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,295ddb4482a3004d7778884e5294710192960200d4eee1cdd4141c8b18246579
144,163,828,472,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,f6173c5f3585917c49f4aa981b5c0cfa5b074327ed103992ccdf0c35247fef81
145,164,894,47,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,f6be997dfd89c84fe276353c5727c894fbf4d91ca5c7bc13217ed734778ef52f
146,165,945,48,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,4.1,92.25,92.25,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,1f8bda3dd68aca725814e623c9ec14b09c4610c916aa012a45aa7025e2eb87ff
147,165,945,48,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,83f95ab92ad183d53a0f5ad9e88f029293a2ce60d62d39b1fbc7ae3de20b2eb9
148,166,950,306,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,e3e6d3652d3f8bd1f04580a04d354600cbbff3fb8cc6840035818abee17b8d1e
149,167,951,305,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,092d543322aa5702d7cd89ed16d47827e1e3b89f6bce5f392ece106086e73027
150,168,994,427,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,1a5840e78a97604630f4fe098168be196e38f68cdeb60a59bb60926ffe133b34
151,169,996,425,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,10872393deffdcf7ff396bd79ea95999cf5ea0d1ea743997e9889815c2d61524
152,182,802,3,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,4.1,92.25,92.25,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,d5c8703619e85c68957a7807ab2665e39f6738547c4837c22a8bdd4e678d356e
153,182,802,3,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,4f42fb87a1624b6e8621ef304f3fba877c8f5105b59916126b1b9dfdec45765e
154,183,804,1,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,4.1,92.25,92.25,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,cc8c05a7ae452b212db313b08af8cb2707197be0db316c08426bbf6cda1e6a0f
155,183,804,1,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-05,2011-06-16,2011-06-05,2011-06-23,3.0,36.75,36.75,2011-06-23,,,True,2006-06-23,9999-12-31 00:00:00,3c8bb581ba9cb095b7fac3c198dc18a1f26e6cb12a264956ad131e89aa2d6d7e
156,188,750,313,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,4.0,49.0,49.0,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,abc0caf382b9bf158993c5fdbe0d675221f7e281243f547371a122991a3211a4
157,189,753,316,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,4.0,49.0,49.0,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,9608a3fbda4dc5e0d565f1aa9a457eb93140e9e88f6d9b2a6c31c160d6391ddc
158,190,519,52,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,3.0,36.75,36.75,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,6748b6f5ba7c4bfc02fb4e76081c098bf8ab3bf062b065e05ed71247f1a74911
159,190,519,52,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,4.0,49.0,49.0,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,74d5c77c332e80bdfb07d321787f4d6d346c129fabd3ccc9ced2c44ef1e54ef7
160,193,807,466,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,3.0,36.75,36.75,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,4d4ec331002810b9802e2ad96bf5acb8b82c7dd14d37c1a226dab490981a2ad7
161,194,813,449,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,4.1,92.25,92.25,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,d11f9a1c5054d174d7766993f8f402a170e6a0456ec49f58aec1865a1f136759
162,194,813,449,2,20,Frame Welding,25.0,108.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,3.5,87.5,87.5,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,0499f953b2a71ab17a6dbd508c45956fcef86a6db79e01104e6fc9d52369eb32
163,194,813,449,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,3.0,36.75,36.75,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,3879837f9f91b1f25df26ec7d70dde5cf6826145d43c5b94b87067c3ba40e960
164,195,820,473,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,3.0,36.75,36.75,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,907c0ebbfb6e2284a08c93e6b2da774289a6ec02aea89a441ffaa66a3199ba7a
165,196,828,472,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,3.0,36.75,36.75,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,cd8945b84b2c7406505b7065023b45b44d6feb2bd1f3806a32ef50255d58dddc
166,197,894,47,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,3.0,36.75,36.75,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,17e76bb3dbb62f6725536a8df646a20d85e99aa1ff551749802f1f14753a8854
167,198,945,48,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,4.1,92.25,92.25,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,b8073b8c6177faa69dbe4bc142b8f7ea2cc16875e1752db9899a93402f1b9cd9
168,198,945,48,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,3.0,36.75,36.75,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,970130bfac652ee949297507751fe7c912a9594f5172e42b0ca94889b5281b4a
169,199,951,305,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,3.0,36.75,36.75,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,03728aa8b70e39a0700f4b1e2e76fc39ab31926f0e1db27546d8b72761499104
170,200,996,425,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,3.0,36.75,36.75,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,2a8342e2bffb016a8150b91fba5e88939676c047e09884baf50ea768316e2fb0
171,212,804,1,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,4.1,92.25,92.25,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,a082b82820e3b7e63604c62c6b710d2c59dde03dab4c4204db05d42b9942a128
172,212,804,1,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-06,2011-06-17,2011-06-13,2011-06-17,3.0,36.75,36.75,2011-06-17,,,True,2006-06-23,9999-12-31 00:00:00,e007eab4548526fe5e4db535906013ea793388c3e6bdce0793d8d9993df05f9f
173,217,749,317,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-07,2011-06-18,2011-06-07,2011-06-27,4.0,49.0,49.0,2011-06-27,,,True,2006-06-23,9999-12-31 00:00:00,782d682106016931bb51c03b47a116d9df854fe41754e50b0f21905b45260b8a
174,218,750,313,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-07,2011-06-18,2011-06-07,2011-06-27,4.0,49.0,49.0,2011-06-27,,,True,2006-06-23,9999-12-31 00:00:00,dbc89f922632a0d14a81fe7617935a1c732d8938074bed46306500e79a6d9cbb
175,219,753,316,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-07,2011-06-18,2011-06-07,2011-06-27,4.0,49.0,49.0,2011-06-27,,,True,2006-06-23,9999-12-31 00:00:00,28b1b5e723da0ef77732483b4218f28acda1e4e3308f559dafa9adaf02b38f27
176,220,767,343,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-07,2011-06-18,2011-06-07,2011-06-27,4.0,49.0,49.0,2011-06-27,,,True,2006-06-23,9999-12-31 00:00:00,f09635e5cba95107227a6e7b99a6b3a66bcac92581c4ca2c2c848edaa4fe35a6
177,221,517,59,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-07,2011-06-18,2011-06-07,2011-06-27,3.0,36.75,36.75,2011-06-27,,,True,2006-06-23,9999-12-31 00:00:00,696700759d5922e5eec42dfb48b2bba844c6a9c4677d935619d96a089729185e
178,221,517,59,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-07,2011-06-18,2011-06-07,2011-06-27,4.0,49.0,49.0,2011-06-27,,,True,2006-06-23,9999-12-31 00:00:00,68fcae8b61b3a655c9f46e41df671c377043fcb4c68ed69af22c44080d95e56d
179,222,519,52,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-07,2011-06-18,2011-06-07,2011-06-27,3.0,36.75,36.75,2011-06-27,,,True,2006-06-23,9999-12-31 00:00:00,5d289fb89189488f8890cdd556eaba9d3d5917d82114c811215104d962754b61
180,222,519,52,7,60,Final Assembly,12.25,120.0,2008-04-30,2011-06-07,2011-06-18,2011-06-07,2011-06-27,4.0,49.0,49.0,2011-06-27,,,True,2006-06-23,9999-12-31 00:00:00,e5e5ee4c20857a0cea09701e097e2aca22a5e9188b8116df70c24e43e680b094
181,227,806,467,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-07,2011-06-18,2011-06-07,2011-06-27,3.0,36.75,36.75,2011-06-27,,,True,2006-06-23,9999-12-31 00:00:00,5cf29379a67b1138df26139a73232eb8dd643bc528f7c4969cb2c9e099ea9719
182,228,807,466,6,50,Subassembly,12.25,120.0,2008-04-30,2011-06-07,2011-06-18,2011-06-07,2011-06-27,3.0,36.75,36.75,2011-06-27,,,True,2006-06-23,9999-12-31 00:00:00,b52c4350896a0c0ee28ca824f8dc9bdb649dbf323e0a3b2d46cd717faf36e3f8
183,229,811,455,1,10,Frame Forming,22.5,96.0,2008-04-30,2011-06-07,2011-06-18,2011-06-07,2011-06-27,4.1,92.25,92.25,2011-06-27,,,True,2006-06-23,9999-12-31 00:00:00,1ec476c67dcac77023cff1520369404a85dd886fa87eb3ec13b41c059e52fc93
