SALESORDERDETAILKEY,SALESORDERID,SALESORDERDETAILID,CARRIERTRACKINGNUMBER,ORDERQTY,PRODUCTKEY,SPECIALOFFERKEY,SALESORDERHEADERKEY,UNITPRICE,UNITPRICEDISCOUNT,LINETOTAL,TOTALORDERQTYPERORDER,TOTALLINETOTALPERORDER,PRODUCTRANKINORDER,DETAILMODIFIEDDATE,ISCURRENT
252,65999,92211,,1,445,6,27489,4.99,0.0,4.99,4,2364.96,4,2014-02-08,True
253,52562,44588,,1,312,6,12228,21.98,0.0,21.98,1,21.98,1,2013-07-13,True
254,61542,77807,,1,311,6,23087,34.99,0.0,34.99,2,39.98,1,2013-12-05,True
255,61542,77806,,1,501,6,23087,4.99,0.0,4.99,2,39.98,2,2013-12-05,True
256,52083,43415,,1,496,6,11806,29.99,0.0,29.99,2,32.28,1,2013-07-04,True
301,52083,43416,,1,504,16,11806,2.29,0.0,2.29,2,32.28,2,2013-07-04,True
302,61725,78271,,1,512,6,23196,2384.07,0.0,2384.07,2,2438.06,1,2013-12-07,True
303,61725,78272,,1,389,6,23196,53.99,0.0,53.99,2,2438.06,2,2013-12-07,True
304,68219,99251,,1,463,6,29776,159.0,0.0,159.0,3,166.28,1,2014-03-14,True
305,68219,99249,,1,501,6,29776,4.99,0.0,4.99,3,166.28,2,2014-03-14,True
306,68219,99250,,1,504,16,29776,2.29,0.0,2.29,3,166.28,3,2014-03-14,True
307,50711,34536,A945-462D-AD,4,490,6,7625,53.99,0.0,215.98,8,482.63,1,2013-04-30,True
308,50711,34535,A945-462D-AD,1,475,6,7625,180.13,0.0,180.13,8,482.63,2,2013-04-30,True
309,50711,34537,A945-462D-AD,3,396,6,7625,28.84,0.0,86.52,8,482.63,3,2013-04-30,True
310,50519,33400,,1,320,6,7397,2181.56,0.0,2181.56,1,2181.56,1,2013-04-18,True
311,55625,56937,,1,502,6,15348,4.99,0.0,4.99,2,7.28,1,2013-09-04,True
312,55625,56938,,1,504,16,15348,2.29,0.0,2.29,2,7.28,2,2013-09-04,True
313,54759,53268,,1,31,6,14437,769.49,0.0,769.49,3,848.47,1,2013-08-20,True
314,54759,53270,,1,457,6,14437,69.99,0.0,69.99,3,848.47,2,2013-08-20,True
315,54759,53269,,1,488,6,14437,8.99,0.0,8.99,3,848.47,3,2013-08-20,True
316,73652,117844,,1,497,6,35203,28.99,0.0,28.99,3,36.27,1,2014-05-24,True
317,73652,117845,,1,502,6,35203,4.99,0.0,4.99,3,36.27,2,2014-05-24,True
318,73652,117846,,1,504,16,35203,2.29,0.0,2.29,3,36.27,3,2014-05-24,True
319,67866,98377,,1,458,6,29379,69.99,0.0,69.99,1,69.99,1,2014-03-08,True
320,50401,33282,,1,320,6,7281,2181.56,0.0,2181.56,1,2181.56,1,2013-04-05,True
321,69900,105869,,1,309,6,31443,34.99,0.0,34.99,3,68.97,1,2014-04-04,True
322,69900,105867,,1,497,6,31443,28.99,0.0,28.99,3,68.97,2,2014-04-04,True
323,69900,105868,,1,502,6,31443,4.99,0.0,4.99,3,68.97,3,2014-04-04,True
324,63016,81441,,1,24,6,24562,2294.99,0.0,2294.99,3,2371.96,1,2013-12-29,True
325,63016,81443,,1,465,6,24562,54.99,0.0,54.99,3,2371.96,2,2013-12-29,True
326,63016,81442,,1,312,6,24562,21.98,0.0,21.98,3,2371.96,3,2013-12-29,True
327,46917,12630,,1,320,6,3787,2181.56,0.0,2181.56,1,2181.56,1,2012-06-28,True
328,64295,86294,,1,526,6,25784,742.35,0.0,742.35,2,751.34,1,2014-01-15,True
329,64295,86295,,1,43,6,25784,8.99,0.0,8.99,2,751.34,2,2014-01-15,True
330,69087,101439,,1,523,6,30569,742.35,0.0,742.35,4,791.32,1,2014-03-26,True
331,69087,101442,,1,311,6,30569,34.99,0.0,34.99,4,791.32,2,2014-03-26,True
332,69087,101440,,1,444,6,30569,8.99,0.0,8.99,4,791.32,3,2014-03-26,True
333,69087,101441,,1,445,6,30569,4.99,0.0,4.99,4,791.32,4,2014-03-26,True
334,63255,83347,AA89-4F8F-A0,1,22,6,24703,1376.99,0.0,1376.99,5,1544.97,1,2013-12-31,True
335,63255,83346,AA89-4F8F-A0,2,457,6,24703,41.99,0.0,83.99,5,1544.97,2,2013-12-31,True
336,63255,83348,AA89-4F8F-A0,2,456,6,24703,41.99,0.0,83.99,5,1544.97,2,2013-12-31,True
337,65308,90426,5F1A-4DDF-9D,1,325,6,26753,1466.01,0.0,1466.01,1,1466.01,1,2014-01-29,True
338,71751,110511,,1,335,6,33212,1120.49,0.0,1120.49,2,1170.48,1,2014-04-30,True
339,71751,110512,,1,396,6,33212,49.99,0.0,49.99,2,1170.48,2,2014-04-30,True
340,73738,118084,,1,443,6,35297,9.99,0.0,9.99,2,14.98,1,2014-05-25,True
341,73738,118083,,1,445,6,35297,4.99,0.0,4.99,2,14.98,2,2014-05-25,True
342,65892,91972,,1,498,6,27435,24.99,0.0,24.99,3,32.27,1,2014-02-07,True
343,65892,91971,,1,501,6,27435,4.99,0.0,4.99,3,32.27,2,2014-02-07,True
344,65892,91973,,1,504,16,27435,2.29,0.0,2.29,3,32.27,3,2014-02-07,True
345,66220,92798,,1,495,6,27749,32.6,0.0,32.6,3,45.58,1,2014-02-12,True
346,66220,92797,,1,43,6,27749,8.99,0.0,8.99,3,45.58,2,2014-02-12,True
347,66220,92796,,1,503,6,27749,3.99,0.0,3.99,3,45.58,3,2014-02-12,True
348,53202,46114,,1,497,6,12945,28.99,0.0,28.99,1,28.99,1,2013-07-26,True
349,50333,33214,,1,19,6,7116,2071.42,0.0,2071.42,1,2071.42,1,2013-03-30,True
350,65376,90710,,1,328,6,26859,1700.99,0.0,1700.99,1,1700.99,1,2014-01-29,True
351,49115,26625,4A55-4351-88,3,322,6,5929,1466.01,0.0,4398.03,39,20038.32,1,2012-12-31,True
352,49115,26618,4A55-4351-88,2,323,6,5929,1466.01,0.0,2932.02,39,20038.32,2,2012-12-31,True
353,49115,26617,4A55-4351-88,2,318,6,5929,1308.94,0.0,2617.88,39,20038.32,3,2012-12-31,True
354,49115,26615,4A55-4351-88,5,372,6,5929,324.45,0.0,1622.26,39,20038.32,4,2012-12-31,True
355,49115,26626,4A55-4351-88,3,345,6,5929,469.79,0.0,1409.38,39,20038.32,5,2012-12-31,True
356,49115,26624,4A55-4351-88,3,342,6,5929,469.79,0.0,1409.38,39,20038.32,5,2012-12-31,True
357,49115,26628,4A55-4351-88,4,388,6,5929,183.94,0.0,735.75,39,20038.32,7,2012-12-31,True
358,49115,26620,4A55-4351-88,4,379,6,5929,183.94,0.0,735.75,39,20038.32,7,2012-12-31,True
359,49115,26629,4A55-4351-88,1,339,6,5929,600.26,0.0,600.26,39,20038.32,9,2012-12-31,True
360,49115,26611,4A55-4351-88,1,338,6,5929,600.26,0.0,600.26,39,20038.32,9,2012-12-31,True
361,49115,26621,4A55-4351-88,1,335,6,5929,600.26,0.0,600.26,39,20038.32,9,2012-12-31,True
362,49115,26623,4A55-4351-88,1,344,6,5929,469.79,0.0,469.79,39,20038.32,12,2012-12-31,True
363,49115,26616,4A55-4351-88,1,346,6,5929,469.79,0.0,469.79,39,20038.32,12,2012-12-31,True
364,49115,26614,4A55-4351-88,1,349,6,5929,469.79,0.0,469.79,39,20038.32,12,2012-12-31,True
365,49115,26619,4A55-4351-88,1,369,6,5929,324.45,0.0,324.45,39,20038.32,15,2012-12-31,True
366,49115,26627,4A55-4351-88,3,482,6,5929,67.54,0.0,202.62,39,20038.32,16,2012-12-31,True
367,49115,26613,4A55-4351-88,1,380,6,5929,202.33,0.0,202.33,39,20038.32,17,2012-12-31,True
368,49115,26612,4A55-4351-88,1,381,6,5929,202.33,0.0,202.33,39,20038.32,17,2012-12-31,True
369,49115,26622,4A55-4351-88,1,461,6,5929,35.99,0.0,35.99,39,20038.32,19,2012-12-31,True
370,49603,28937,,1,323,6,6473,2443.35,0.0,2443.35,1,2443.35,1,2013-02-02,True
371,61292,77174,,1,443,6,22777,9.99,0.0,9.99,2,14.98,1,2013-11-30,True
372,61292,77175,,1,445,6,22777,4.99,0.0,4.99,2,14.98,2,2013-11-30,True
373,65814,91781,,1,503,6,27341,3.99,0.0,3.99,2,6.28,1,2014-02-06,True
374,65814,91782,,1,504,6,27341,2.29,0.0,2.29,2,6.28,2,2014-02-06,True
375,74321,119501,,1,310,6,35834,34.99,0.0,34.99,2,39.98,1,2014-06-05,True
376,74321,119500,,1,445,6,35834,4.99,0.0,4.99,2,39.98,2,2014-06-05,True
377,74806,120580,,1,310,6,36306,34.99,0.0,34.99,3,64.97,1,2014-06-20,True
378,74806,120578,,1,498,6,36306,24.99,0.0,24.99,3,64.97,2,2014-06-20,True
379,74806,120579,,1,501,6,36306,4.99,0.0,4.99,3,64.97,3,2014-06-20,True
380,47156,15694,,1,319,6,4036,2181.56,0.0,2181.56,1,2181.56,1,2012-07-11,True
381,73331,117040,,1,512,6,34797,2384.07,0.0,2384.07,3,2428.05,1,2014-05-19,True
382,73331,117042,,1,309,6,34797,34.99,0.0,34.99,3,2428.05,2,2014-05-19,True
383,73331,117041,,1,43,6,34797,8.99,0.0,8.99,3,2428.05,3,2014-05-19,True
384,60899,75037,,1,326,6,22445,1700.99,0.0,1700.99,5,1819.95,1,2013-11-26,True
385,60899,75040,,1,465,6,22445,54.99,0.0,54.99,5,1819.95,2,2013-11-26,True
386,60899,75041,,1,310,6,22445,34.99,0.0,34.99,5,1819.95,3,2013-11-26,True
387,60899,75038,,1,499,6,22445,24.99,0.0,24.99,5,1819.95,4,2013-11-26,True
388,60899,75039,,1,503,6,22445,3.99,0.0,3.99,5,1819.95,5,2013-11-26,True
389,72392,114645,,1,494,6,33940,35.0,0.0,35.0,3,74.98,1,2014-05-07,True
390,72392,114646,,1,309,6,33940,34.99,0.0,34.99,3,74.98,2,2014-05-07,True
391,72392,114644,,1,501,6,33940,4.99,0.0,4.99,3,74.98,3,2014-05-07,True
392,59083,70494,,1,309,6,18817,34.99,0.0,34.99,2,39.98,1,2013-10-30,True
393,59083,70493,,1,501,6,18817,4.99,0.0,4.99,2,39.98,2,2013-10-30,True
394,75068,121181,,1,311,6,36594,34.99,0.0,34.99,3,60.47,1,2014-06-29,True
395,75068,121180,,1,500,6,36594,21.49,0.0,21.49,3,60.47,2,2014-06-29,True
396,75068,121179,,1,503,6,36594,3.99,0.0,3.99,3,60.47,3,2014-06-29,True
397,71966,113602,,1,309,6,33500,34.99,0.0,34.99,3,69.97,1,2014-05-01,True
398,71966,113600,,1,496,6,33500,29.99,0.0,29.99,3,69.97,2,2014-05-01,True
399,71966,113601,,1,501,6,33500,4.99,0.0,4.99,3,69.97,3,2014-05-01,True
400,74417,119712,,1,498,6,35945,24.99,0.0,24.99,3,32.27,1,2014-06-08,True
401,74417,119711,,1,501,6,35945,4.99,0.0,4.99,3,32.27,2,2014-06-08,True
402,74417,119713,,1,504,6,35945,2.29,0.0,2.29,3,32.27,3,2014-06-08,True
403,63158,82187,FB05-4C2E-A4,2,22,6,24739,1376.99,0.0,2753.99,9,3047.94,1,2013-12-31,True
404,63158,82186,FB05-4C2E-A4,6,456,6,24739,41.99,0.0,251.96,9,3047.94,2,2013-12-31,True
405,63158,82185,FB05-4C2E-A4,1,457,6,24739,41.99,0.0,41.99,9,3047.94,3,2013-12-31,True
406,69422,102791,BF3A-4F54-82,11,20,16,31163,1345.59,0.02,14505.51,339,68925.43,1,2014-03-31,True
407,69422,102773,BF3A-4F54-82,7,21,6,31163,1391.99,0.0,9743.96,339,68925.43,2,2014-03-31,True
408,69422,102763,BF3A-4F54-82,7,19,6,31163,1391.99,0.0,9743.96,339,68925.43,2,2014-03-31,True
409,69422,102775,BF3A-4F54-82,6,400,6,31163,818.7,0.0,4912.2,339,68925.43,4,2014-03-31,True
410,69422,102750,BF3A-4F54-82,5,399,6,31163,818.7,0.0,4093.5,339,68925.43,5,2014-03-31,True
411,69422,102749,BF3A-4F54-82,5,402,6,31163,809.76,0.0,4048.8,339,68925.43,6,2014-03-31,True
412,69422,102767,BF3A-4F54-82,4,406,6,31163,809.76,0.0,3239.04,339,68925.43,7,2014-03-31,True
413,69422,102762,BF3A-4F54-82,2,22,6,31163,1376.99,0.0,2753.99,339,68925.43,8,2014-03-31,True
414,69422,102794,BF3A-4F54-82,2,401,6,31163,818.7,0.0,1637.4,339,68925.43,9,2014-03-31,True
415,69422,102739,BF3A-4F54-82,6,421,6,31163,149.87,0.0,899.24,339,68925.43,10,2014-03-31,True
416,69422,102766,BF3A-4F54-82,5,419,6,31163,158.43,0.0,792.15,339,68925.43,11,2014-03-31,True
417,69422,102796,BF3A-4F54-82,5,416,6,31163,158.43,0.0,792.15,339,68925.43,11,2014-03-31,True
418,69422,102790,BF3A-4F54-82,2,41,6,31163,323.99,0.0,647.99,339,68925.43,13,2014-03-31,True
419,69422,102747,BF3A-4F54-82,4,415,6,31163,158.43,0.0,633.72,339,68925.43,14,2014-03-31,True
420,69422,102746,BF3A-4F54-82,4,420,6,31163,149.87,0.0,599.5,339,68925.43,15,2014-03-31,True
421,69422,102758,BF3A-4F54-82,8,308,6,31163,72.0,0.0,576.0,339,68925.43,16,2014-03-31,True
422,69422,102748,BF3A-4F54-82,3,418,6,31163,158.43,0.0,475.29,339,68925.43,17,2014-03-31,True
423,69422,102792,BF3A-4F54-82,13,49,16,31163,36.83,0.02,469.21,339,68925.43,18,2014-03-31,True
424,69422,102776,BF3A-4F54-82,3,422,6,31163,149.87,0.0,449.62,339,68925.43,19,2014-03-31,True
425,69422,102788,BF3A-4F54-82,8,48,6,31163,54.89,0.0,439.15,339,68925.43,20,2014-03-31,True
426,69422,102760,BF3A-4F54-82,6,425,6,31163,72.89,0.0,437.36,339,68925.43,21,2014-03-31,True
427,69422,102784,BF3A-4F54-82,2,407,6,31163,218.45,0.0,436.91,339,68925.43,22,2014-03-31,True
428,69422,102777,BF3A-4F54-82,2,410,6,31163,218.45,0.0,436.91,339,68925.43,22,2014-03-31,True
429,69422,102757,BF3A-4F54-82,13,465,16,31163,31.89,0.02,406.33,339,68925.43,24,2014-03-31,True
430,69422,102752,BF3A-4F54-82,13,392,16,31163,31.31,0.02,398.94,339,68925.43,25,2014-03-31,True
431,69422,102740,BF3A-4F54-82,12,395,16,31163,28.99,0.02,340.97,339,68925.43,26,2014-03-31,True
432,69422,102741,BF3A-4F54-82,10,391,6,31163,32.39,0.0,323.94,339,68925.43,27,2014-03-31,True
433,69422,102772,BF3A-4F54-82,4,47,6,31163,72.88,0.0,291.5,339,68925.43,28,2014-03-31,True
434,69422,102780,BF3A-4F54-82,14,310,16,31163,20.29,0.02,278.44,339,68925.43,29,2014-03-31,True
435,69422,102779,BF3A-4F54-82,4,34,1,31163,113.0,0.4,271.2,339,68925.43,30,2014-03-31,True
436,69422,102751,BF3A-4F54-82,8,389,6,31163,32.39,0.0,259.15,339,68925.43,31,2014-03-31,True
437,69422,102785,BF3A-4F54-82,1,305,6,31163,242.99,0.0,242.99,339,68925.43,32,2014-03-31,True
438,69422,102782,BF3A-4F54-82,12,309,16,31163,20.29,0.02,238.66,339,68925.43,33,2014-03-31,True
439,69422,102765,BF3A-4F54-82,2,307,6,31163,105.29,0.0,210.59,339,68925.43,34,2014-03-31,True
440,69422,102789,BF3A-4F54-82,10,311,6,31163,20.99,0.0,209.94,339,68925.43,35,2014-03-31,True
441,69422,102743,BF3A-4F54-82,4,4,6,31163,48.59,0.0,194.38,339,68925.43,36,2014-03-31,True
442,69422,102756,BF3A-4F54-82,5,50,6,31163,38.1,0.0,190.5,339,68925.43,37,2014-03-31,True
443,69422,102781,BF3A-4F54-82,6,394,6,31163,29.99,0.0,179.96,339,68925.43,38,2014-03-31,True
444,69422,102786,BF3A-4F54-82,6,396,6,31163,29.99,0.0,179.96,339,68925.43,38,2014-03-31,True
445,69422,102787,BF3A-4F54-82,4,456,6,31163,41.99,0.0,167.98,339,68925.43,40,2014-03-31,True
446,69422,102761,BF3A-4F54-82,2,33,1,31163,113.0,0.4,135.6,339,68925.43,41,2014-03-31,True
447,69422,102778,BF3A-4F54-82,2,37,1,31163,113.0,0.4,135.6,339,68925.43,41,2014-03-31,True
448,69422,102768,BF3A-4F54-82,5,454,6,31163,26.72,0.0,133.62,339,68925.43,43,2014-03-31,True
449,69422,102774,BF3A-4F54-82,4,427,6,31163,32.39,0.0,129.58,339,68925.43,44,2014-03-31,True
450,69422,102736,BF3A-4F54-82,2,447,6,31163,63.9,0.0,127.8,339,68925.43,45,2014-03-31,True
451,69422,102753,BF3A-4F54-82,3,458,6,31163,41.99,0.0,125.98,339,68925.43,46,2014-03-31,True
452,69422,102795,BF3A-4F54-82,5,437,6,31163,23.48,0.0,117.42,339,68925.43,47,2014-03-31,True
453,69422,102755,BF3A-4F54-82,7,432,6,31163,14.69,0.0,102.86,339,68925.43,48,2014-03-31,True
454,69422,102745,BF3A-4F54-82,3,434,6,31163,31.58,0.0,94.75,339,68925.43,49,2014-03-31,True
455,69422,102770,BF3A-4F54-82,2,7,6,31163,37.25,0.0,74.51,339,68925.43,50,2014-03-31,True
456,69422,102738,BF3A-4F54-82,2,451,6,31163,37.15,0.0,74.3,339,68925.43,51,2014-03-31,True
457,69422,102783,BF3A-4F54-82,5,433,6,31163,14.69,0.0,73.47,339,68925.43,52,2014-03-31,True
458,69422,102769,BF3A-4F54-82,3,9,6,31163,24.29,0.0,72.88,339,68925.43,53,2014-03-31,True
459,69422,102793,BF3A-4F54-82,1,35,1,31163,113.0,0.4,67.8,339,68925.43,54,2014-03-31,True
460,69422,102744,BF3A-4F54-82,4,440,6,31163,16.27,0.0,65.09,339,68925.43,55,2014-03-31,True
461,69422,102742,BF3A-4F54-82,12,43,16,31163,5.21,0.02,61.32,339,68925.43,56,2014-03-31,True
462,69422,102764,BF3A-4F54-82,5,493,6,31163,12.14,0.0,60.72,339,68925.43,57,2014-03-31,True
463,69422,102754,BF3A-4F54-82,4,431,6,31163,14.69,0.0,58.78,339,68925.43,58,2014-03-31,True
464,69422,102759,BF3A-4F54-82,8,548,6,31163,4.77,0.0,38.16,339,68925.43,59,2014-03-31,True
465,69422,102771,BF3A-4F54-82,6,445,6,31163,2.99,0.0,17.96,339,68925.43,60,2014-03-31,True
466,69422,102737,BF3A-4F54-82,6,504,6,31163,1.37,0.0,8.24,339,68925.43,61,2014-03-31,True
467,49763,29097,,1,21,6,6637,2071.42,0.0,2071.42,1,2071.42,1,2013-02-21,True
468,59260,70953,,1,508,6,18936,2384.07,0.0,2384.07,2,2419.06,1,2013-11-01,True
469,59260,70954,,1,310,6,18936,34.99,0.0,34.99,2,2419.06,2,2013-11-01,True
470,57933,65041,,1,310,6,17617,34.99,0.0,34.99,2,39.98,1,2013-10-13,True
471,57933,65040,,1,502,6,17617,4.99,0.0,4.99,2,39.98,2,2013-10-13,True
472,51100,35958,A159-4950-A0,5,24,6,8031,1376.99,0.0,6884.97,84,35151.15,1,2013-05-30,True
473,51100,35953,A159-4950-A0,4,22,6,8031,1376.99,0.0,5507.98,84,35151.15,2,2013-05-30,True
474,51100,35977,A159-4950-A0,3,19,6,8031,1391.99,0.0,4175.98,84,35151.15,3,2013-05-30,True
475,51100,35968,A159-4950-A0,4,402,6,8031,809.76,0.0,3239.04,84,35151.15,4,2013-05-30,True
476,51100,35979,A159-4950-A0,2,23,6,8031,1376.99,0.0,2753.99,84,35151.15,5,2013-05-30,True
477,51100,35975,A159-4950-A0,2,400,6,8031,818.7,0.0,1637.4,84,35151.15,6,2013-05-30,True
478,51100,35955,A159-4950-A0,3,30,6,8031,461.69,0.0,1385.08,84,35151.15,7,2013-05-30,True
479,51100,35980,A159-4950-A0,3,41,6,8031,323.99,0.0,971.98,84,35151.15,8,2013-05-30,True
480,51100,35978,A159-4950-A0,3,38,6,8031,323.99,0.0,971.98,84,35151.15,8,2013-05-30,True
481,51100,35959,A159-4950-A0,2,32,6,8031,461.69,0.0,923.39,84,35151.15,10,2013-05-30,True
482,51100,35973,A159-4950-A0,4,407,6,8031,218.45,0.0,873.82,84,35151.15,11,2013-05-30,True
483,51100,35982,A159-4950-A0,2,37,6,8031,338.99,0.0,677.99,84,35151.15,12,2013-05-30,True
484,51100,35963,A159-4950-A0,2,34,6,8031,338.99,0.0,677.99,84,35151.15,12,2013-05-30,True
485,51100,35970,A159-4950-A0,2,35,6,8031,338.99,0.0,677.99,84,35151.15,12,2013-05-30,True
486,51100,35954,A159-4950-A0,3,415,6,8031,158.43,0.0,475.29,84,35151.15,15,2013-05-30,True
487,51100,35966,A159-4950-A0,1,31,6,8031,461.69,0.0,461.69,84,35151.15,16,2013-05-30,True
488,51100,35983,A159-4950-A0,3,421,6,8031,149.87,0.0,449.62,84,35151.15,17,2013-05-30,True
489,51100,35961,A159-4950-A0,2,409,6,8031,218.45,0.0,436.91,84,35151.15,18,2013-05-30,True
490,51100,35965,A159-4950-A0,8,458,6,8031,41.99,0.0,335.95,84,35151.15,19,2013-05-30,True
491,51100,35976,A159-4950-A0,1,40,6,8031,323.99,0.0,323.99,84,35151.15,20,2013-05-30,True
492,51100,35960,A159-4950-A0,2,418,6,8031,158.43,0.0,316.86,84,35151.15,21,2013-05-30,True
493,51100,35956,A159-4950-A0,4,457,6,8031,41.99,0.0,167.98,84,35151.15,22,2013-05-30,True
494,51100,35967,A159-4950-A0,1,420,6,8031,149.87,0.0,149.87,84,35151.15,23,2013-05-30,True
495,51100,35981,A159-4950-A0,1,422,6,8031,149.87,0.0,149.87,84,35151.15,23,2013-05-30,True
496,51100,35962,A159-4950-A0,4,434,6,8031,31.58,0.0,126.34,84,35151.15,25,2013-05-30,True
497,51100,35974,A159-4950-A0,3,7,6,8031,37.25,0.0,111.76,84,35151.15,26,2013-05-30,True
498,51100,35972,A159-4950-A0,3,9,6,8031,24.29,0.0,72.88,84,35151.15,27,2013-05-30,True
499,51100,35964,A159-4950-A0,1,448,6,8031,72.16,0.0,72.16,84,35151.15,28,2013-05-30,True
500,51100,35957,A159-4950-A0,4,440,6,8031,16.27,0.0,65.09,84,35151.15,29,2013-05-30,True
501,51100,35969,A159-4950-A0,1,4,6,8031,48.59,0.0,48.59,84,35151.15,30,2013-05-30,True
502,51100,35971,A159-4950-A0,1,454,6,8031,26.72,0.0,26.72,84,35151.15,31,2013-05-30,True
503,46974,13576,BEE6-4EC8-8E,5,23,6,3876,1229.46,0.0,6147.29,248,40399.59,1,2012-06-30,True
504,46974,13552,BEE6-4EC8-8E,4,22,6,3876,1229.46,0.0,4917.84,248,40399.59,2,2012-06-30,True
505,46974,13553,BEE6-4EC8-8E,5,400,6,3876,744.27,0.0,3721.36,248,40399.59,3,2012-06-30,True
506,46974,13604,BEE6-4EC8-8E,2,20,6,3876,1242.85,0.0,2485.7,248,40399.59,4,2012-06-30,True
507,46974,13572,BEE6-4EC8-8E,2,19,6,3876,1242.85,0.0,2485.7,248,40399.59,4,2012-06-30,True
508,46974,13600,BEE6-4EC8-8E,3,25,6,3876,647.99,0.0,1943.98,248,40399.59,6,2012-06-30,True
509,46974,13602,BEE6-4EC8-8E,2,401,6,3876,744.27,0.0,1488.55,248,40399.59,7,2012-06-30,True
510,46974,13561,BEE6-4EC8-8E,2,406,6,3876,736.15,0.0,1472.29,248,40399.59,8,2012-06-30,True
511,46974,13568,BEE6-4EC8-8E,2,402,6,3876,736.15,0.0,1472.29,248,40399.59,8,2012-06-30,True
512,46974,13596,BEE6-4EC8-8E,2,28,6,3876,647.99,0.0,1295.99,248,40399.59,10,2012-06-30,True
513,46974,13571,BEE6-4EC8-8E,6,412,6,3876,209.26,0.0,1255.54,248,40399.59,11,2012-06-30,True
514,46974,13584,BEE6-4EC8-8E,1,24,6,3876,1229.46,0.0,1229.46,248,40399.59,12,2012-06-30,True
515,46974,13557,BEE6-4EC8-8E,6,1,6,3876,137.69,0.0,826.16,248,40399.59,13,2012-06-30,True
516,46974,13591,BEE6-4EC8-8E,4,474,6,3876,196.33,0.0,785.32,248,40399.59,14,2012-06-30,True
517,46974,13585,BEE6-4EC8-8E,1,399,6,3876,744.27,0.0,744.27,248,40399.59,15,2012-06-30,True
518,46974,13555,BEE6-4EC8-8E,1,27,6,3876,647.99,0.0,647.99,248,40399.59,16,2012-06-30,True
519,46974,13565,BEE6-4EC8-8E,11,490,16,3876,52.19,0.02,562.65,248,40399.59,17,2012-06-30,True
520,46974,13601,BEE6-4EC8-8E,3,475,6,3876,180.13,0.0,540.39,248,40399.59,18,2012-06-30,True
521,46974,13590,BEE6-4EC8-8E,11,471,16,3876,43.49,0.02,468.87,248,40399.59,19,2012-06-30,True
522,46974,13580,BEE6-4EC8-8E,2,413,6,3876,209.26,0.0,418.51,248,40399.59,20,2012-06-30,True
523,46974,13577,BEE6-4EC8-8E,2,411,6,3876,209.26,0.0,418.51,248,40399.59,20,2012-06-30,True
524,46974,13551,BEE6-4EC8-8E,10,451,6,3876,33.77,0.0,337.75,248,40399.59,22,2012-06-30,True
525,46974,13579,BEE6-4EC8-8E,6,492,6,3876,53.99,0.0,323.96,248,40399.59,23,2012-06-30,True
526,46974,13583,BEE6-4EC8-8E,10,394,6,3876,28.84,0.0,288.4,248,40399.59,24,2012-06-30,True
527,46974,13558,BEE6-4EC8-8E,10,395,6,3876,28.84,0.0,288.4,248,40399.59,24,2012-06-30,True
528,46974,13578,BEE6-4EC8-8E,2,479,6,3876,141.62,0.0,283.23,248,40399.59,26,2012-06-30,True
529,46974,13595,BEE6-4EC8-8E,7,460,6,3876,35.99,0.0,251.96,248,40399.59,27,2012-06-30,True
530,46974,13587,BEE6-4EC8-8E,7,459,6,3876,35.99,0.0,251.96,248,40399.59,27,2012-06-30,True
531,46974,13603,BEE6-4EC8-8E,11,430,16,3876,22.03,0.02,237.53,248,40399.59,29,2012-06-30,True
532,46974,13589,BEE6-4EC8-8E,1,414,6,3876,209.26,0.0,209.26,248,40399.59,30,2012-06-30,True
533,46974,13564,BEE6-4EC8-8E,10,310,6,3876,20.19,0.0,201.87,248,40399.59,31,2012-06-30,True
534,46974,13586,BEE6-4EC8-8E,3,467,6,3876,61.37,0.0,184.12,248,40399.59,32,2012-06-30,True
535,46974,13559,BEE6-4EC8-8E,2,3,6,3876,88.93,0.0,177.86,248,40399.59,33,2012-06-30,True
536,46974,13566,BEE6-4EC8-8E,8,309,6,3876,20.19,0.0,161.49,248,40399.59,34,2012-06-30,True
537,46974,13556,BEE6-4EC8-8E,10,505,6,3876,15.0,0.0,150.0,248,40399.59,35,2012-06-30,True
538,46974,13598,BEE6-4EC8-8E,4,485,6,3876,36.45,0.0,145.79,248,40399.59,36,2012-06-30,True
539,46974,13570,BEE6-4EC8-8E,6,454,6,3876,24.29,0.0,145.77,248,40399.59,37,2012-06-30,True
540,46974,13599,BEE6-4EC8-8E,5,396,6,3876,28.84,0.0,144.2,248,40399.59,38,2012-06-30,True
541,46974,13597,BEE6-4EC8-8E,4,461,6,3876,35.99,0.0,143.98,248,40399.59,39,2012-06-30,True
542,46974,13567,BEE6-4EC8-8E,2,448,6,3876,65.6,0.0,131.2,248,40399.59,40,2012-06-30,True
543,46974,13581,BEE6-4EC8-8E,1,481,6,3876,125.42,0.0,125.42,248,40399.59,41,2012-06-30,True
544,46974,13582,BEE6-4EC8-8E,2,491,6,3876,53.99,0.0,107.99,248,40399.59,42,2012-06-30,True
545,46974,13592,BEE6-4EC8-8E,2,483,6,3876,52.65,0.0,105.29,248,40399.59,43,2012-06-30,True
546,46974,13554,BEE6-4EC8-8E,2,469,6,3876,44.99,0.0,89.99,248,40399.59,44,2012-06-30,True
547,46974,13560,BEE6-4EC8-8E,2,470,6,3876,44.99,0.0,89.99,248,40399.59,44,2012-06-30,True
