PURCHASEORDERHEADERKEY,PURCHASEORDERID,REVISIONNUMBER,STATUS,SHIPMETHODKEY,ORDERDATE,SHIPDATE,SUBTOTAL,TAXAMT,FREIGHT,TOTALDUE,PURCHASEMODIFIEDDATE,ISCURRENT
235,235,4,4,4,2012-08-28,2012-09-06,25531.28,2042.5,638.28,28212.06,2012-09-06 00:00:00.000,True
236,236,4,4,4,2012-08-28,2012-09-06,482.52,38.6,12.06,533.18,2012-09-06 00:00:00.000,True
237,237,4,4,4,2012-09-05,2012-09-14,125.75,10.06,3.14,138.95,2012-09-14 00:00:00.000,True
238,238,4,4,5,2012-09-05,2012-09-14,150.79,12.06,3.77,166.62,2012-09-14 00:00:00.000,True
239,239,4,4,4,2012-09-05,2012-09-14,602.03,48.16,15.05,665.24,2012-09-14 00:00:00.000,True
240,240,4,4,2,2012-09-05,2012-09-14,8847.3,707.78,221.18,9776.27,2012-09-14 00:00:00.000,True
241,241,4,4,5,2012-09-21,2012-09-30,171.08,13.69,4.28,189.04,2012-09-30 00:00:00.000,True
242,242,4,4,4,2012-09-21,2012-09-30,20397.3,1631.78,509.93,22539.02,2012-09-30 00:00:00.000,True
243,243,4,4,3,2012-09-21,2012-09-30,14628.08,1170.25,365.7,16164.02,2012-09-30 00:00:00.000,True
244,244,4,3,3,2012-09-21,2012-09-30,33350.63,2668.05,833.77,36852.44,2012-09-30 00:00:00.000,True
245,245,5,4,4,2012-09-21,2012-09-30,475.68,38.05,11.89,525.63,2012-09-30 00:00:00.000,True
246,246,4,4,5,2012-09-21,2012-09-30,564.2,45.14,14.1,623.44,2012-09-30 00:00:00.000,True
247,247,4,4,5,2012-09-21,2012-09-30,1796.04,143.68,44.9,1984.62,2012-09-30 00:00:00.000,True
248,248,5,4,4,2012-09-21,2012-09-30,665.03,53.2,16.63,734.86,2012-09-30 00:00:00.000,True
249,249,4,4,5,2012-09-21,2012-09-30,34644.23,2771.54,866.11,38281.87,2012-09-30 00:00:00.000,True
250,250,4,4,4,2012-09-21,2012-09-30,1839.51,147.16,45.99,2032.65,2012-09-30 00:00:00.000,True
251,251,4,4,5,2012-09-21,2012-09-30,146.29,11.7,3.66,161.65,2012-09-30 00:00:00.000,True
252,252,4,4,5,2012-09-21,2012-09-30,102.56,8.21,2.56,113.33,2012-09-30 00:00:00.000,True
253,253,4,4,5,2012-09-21,2012-09-30,150.79,12.06,3.77,166.62,2012-09-30 00:00:00.000,True
254,254,5,3,5,2012-09-21,2012-09-30,13669.43,1093.55,341.74,15104.71,2012-09-30 00:00:00.000,True
255,255,4,4,5,2012-09-21,2012-09-30,2934.54,234.76,73.36,3242.67,2012-09-30 00:00:00.000,True
256,256,4,4,2,2012-09-21,2012-09-30,50860.43,4068.83,1271.51,56200.77,2012-09-30 00:00:00.000,True
301,257,4,4,1,2012-10-02,2012-10-11,551.88,44.15,13.8,609.83,2012-10-11 00:00:00.000,True
302,258,4,4,1,2012-10-02,2012-10-11,6987.75,559.02,174.69,7721.46,2012-10-11 00:00:00.000,True
303,259,4,4,2,2012-10-02,2012-10-11,28072.28,2245.78,701.81,31019.86,2012-10-11 00:00:00.000,True
304,260,4,4,1,2012-10-02,2012-10-11,37312.28,2984.98,932.81,41230.06,2012-10-11 00:00:00.000,True
305,261,4,4,1,2012-10-11,2012-10-20,3407.25,272.58,85.18,3765.01,2012-10-20 00:00:00.000,True
306,262,7,4,2,2012-10-11,2012-10-20,28297.5,2263.8,707.44,31268.74,2012-10-20 00:00:00.000,True
307,263,4,4,2,2012-10-11,2012-10-20,59.94,4.8,1.5,66.24,2012-10-20 00:00:00.000,True
308,264,4,3,4,2012-10-11,2012-10-20,240.72,19.26,6.02,266.0,2012-10-20 00:00:00.000,True
309,265,4,4,5,2012-10-17,2012-10-26,43878.45,3510.28,1096.96,48485.69,2012-10-26 00:00:00.000,True
310,266,4,4,4,2012-10-17,2012-10-26,475.21,38.02,11.88,525.11,2012-10-26 00:00:00.000,True
311,267,4,4,5,2012-10-17,2012-10-26,5757.68,460.61,143.94,6362.23,2012-10-26 00:00:00.000,True
312,268,4,4,5,2012-10-17,2012-10-26,142.41,11.39,3.56,157.36,2012-10-26 00:00:00.000,True
313,269,4,4,2,2012-10-17,2012-10-26,48030.68,3842.45,1200.77,53073.9,2012-10-26 00:00:00.000,True
314,270,4,4,4,2012-10-17,2012-10-26,22516.73,1801.34,562.92,24880.98,2012-10-26 00:00:00.000,True
315,271,5,4,1,2012-10-17,2012-10-26,1276.28,102.1,31.91,1410.28,2012-10-26 00:00:00.000,True
316,272,4,4,1,2012-10-17,2012-10-26,2003.93,160.31,50.1,2214.34,2012-10-26 00:00:00.000,True
317,273,4,4,4,2012-10-17,2012-10-26,22516.73,1801.34,562.92,24880.98,2012-10-26 00:00:00.000,True
318,274,4,3,1,2012-10-17,2012-10-26,454.86,36.39,11.37,502.62,2012-10-26 00:00:00.000,True
319,275,4,4,5,2012-10-17,2012-10-26,43878.45,3510.28,1096.96,48485.69,2012-10-26 00:00:00.000,True
320,276,4,4,2,2012-10-17,2012-10-26,7132.13,570.57,178.3,7881.0,2012-10-26 00:00:00.000,True
321,277,6,4,2,2012-10-17,2012-10-26,28343.7,2267.5,708.59,31319.79,2012-10-26 00:00:00.000,True
322,278,4,4,4,2012-10-17,2012-10-26,22516.73,1801.34,562.92,24880.98,2012-10-26 00:00:00.000,True
323,279,4,4,5,2012-10-17,2012-10-26,34644.23,2771.54,866.11,38281.87,2012-10-26 00:00:00.000,True
324,280,4,4,4,2012-10-17,2012-10-26,371.23,29.7,9.28,410.21,2012-10-26 00:00:00.000,True
325,281,4,4,5,2013-02-08,2013-02-17,143.04,11.44,3.58,158.06,2013-02-17 00:00:00.000,True
326,282,4,4,2,2013-02-08,2013-02-17,28199.33,2255.95,704.98,31160.25,2013-02-17 00:00:00.000,True
327,283,4,4,1,2013-02-08,2013-02-17,3713.33,297.07,92.83,4103.22,2013-02-17 00:00:00.000,True
328,284,5,3,5,2013-02-08,2013-02-17,43878.45,3510.28,1096.96,48485.69,2013-02-17 00:00:00.000,True
329,285,4,4,5,2013-02-08,2013-02-17,2979.27,238.34,74.48,3292.09,2013-02-17 00:00:00.000,True
330,286,4,4,5,2013-02-08,2013-02-17,5711.48,456.92,142.79,6311.18,2013-02-17 00:00:00.000,True
331,287,4,4,4,2013-02-08,2013-02-17,347.45,27.8,8.69,383.93,2013-02-17 00:00:00.000,True
332,288,4,4,2,2013-02-08,2013-02-17,97.97,7.84,2.45,108.25,2013-02-17 00:00:00.000,True
333,289,4,4,4,2013-02-13,2013-02-22,114.47,9.16,2.86,126.49,2013-02-22 00:00:00.000,True
334,290,5,4,4,2013-02-13,2013-02-22,132.65,10.61,3.32,146.57,2013-02-22 00:00:00.000,True
335,291,4,4,5,2013-02-13,2013-02-22,43878.45,3510.28,1096.96,48485.69,2013-02-22 00:00:00.000,True
336,292,4,4,1,2013-02-13,2013-02-22,418.95,33.52,10.47,462.94,2013-02-22 00:00:00.000,True
337,293,4,4,4,2013-02-13,2013-02-22,389.66,31.17,9.74,430.57,2013-02-22 00:00:00.000,True
338,294,4,3,1,2013-02-13,2013-02-22,461.79,36.94,11.54,510.28,2013-02-22 00:00:00.000,True
339,295,4,4,4,2013-02-13,2013-02-22,982.45,78.6,24.56,1085.61,2013-02-22 00:00:00.000,True
340,296,4,4,2,2013-02-13,2013-02-22,37.08,2.97,0.93,40.97,2013-02-22 00:00:00.000,True
341,297,5,4,4,2013-04-05,2013-04-14,21558.08,1724.65,538.95,23821.67,2013-04-14 00:00:00.000,True
342,298,4,4,5,2013-04-05,2013-04-14,688.87,55.11,17.22,761.21,2013-04-14 00:00:00.000,True
343,299,4,4,4,2013-04-05,2013-04-14,20980.58,1678.45,524.51,23183.54,2013-04-14 00:00:00.000,True
344,300,4,4,4,2013-04-05,2013-04-14,372.65,29.81,9.32,411.77,2013-04-14 00:00:00.000,True
345,301,4,4,4,2013-04-12,2013-04-21,260.47,20.84,6.51,287.82,2013-04-21 00:00:00.000,True
346,302,4,4,5,2013-04-12,2013-04-21,40471.2,3237.7,1011.78,44720.68,2013-04-21 00:00:00.000,True
347,303,5,4,5,2013-04-12,2013-04-21,414.86,33.19,10.37,458.41,2013-04-21 00:00:00.000,True
348,304,4,3,5,2013-04-12,2013-04-21,38421.08,3073.69,960.53,42455.29,2013-04-21 00:00:00.000,True
349,305,4,4,5,2013-04-24,2013-05-03,5948.25,475.86,148.71,6572.82,2013-05-03 00:00:00.000,True
350,306,4,4,5,2013-04-24,2013-05-03,91117.95,7289.44,2277.95,100685.33,2013-05-03 00:00:00.000,True
351,307,4,4,1,2013-04-24,2013-05-03,525.0,42.0,13.13,580.13,2013-05-03 00:00:00.000,True
352,308,4,4,5,2013-04-24,2013-05-03,2003.68,160.29,50.09,2214.07,2013-05-03 00:00:00.000,True
353,309,4,4,4,2013-04-24,2013-05-03,26455.28,2116.42,661.38,29233.08,2013-05-03 00:00:00.000,True
354,310,4,4,2,2013-04-24,2013-05-03,944.37,75.55,23.61,1043.53,2013-05-03 00:00:00.000,True
355,311,4,4,1,2013-04-24,2013-05-03,6993.53,559.48,174.84,7727.85,2013-05-03 00:00:00.000,True
356,312,4,4,3,2013-04-24,2013-05-03,36122.63,2889.81,903.07,39915.5,2013-05-03 00:00:00.000,True
357,313,4,4,5,2013-04-24,2013-05-03,37843.58,3027.49,946.09,41817.15,2013-05-03 00:00:00.000,True
358,314,4,3,4,2013-04-24,2013-05-03,25531.28,2042.5,638.28,28212.06,2013-05-03 00:00:00.000,True
359,315,4,4,4,2013-04-24,2013-05-03,111.07,8.89,2.78,122.73,2013-05-03 00:00:00.000,True
360,316,4,4,4,2013-04-24,2013-05-03,125.75,10.06,3.14,138.95,2013-05-03 00:00:00.000,True
361,317,4,4,5,2013-04-24,2013-05-03,150.79,12.06,3.77,166.62,2013-05-03 00:00:00.000,True
362,318,4,4,4,2013-04-24,2013-05-03,235.9,18.87,5.9,260.67,2013-05-03 00:00:00.000,True
363,319,4,4,2,2013-04-24,2013-05-03,8847.3,707.78,221.18,9776.27,2013-05-03 00:00:00.000,True
364,320,4,4,5,2013-04-24,2013-05-03,171.08,13.69,4.28,189.04,2013-05-03 00:00:00.000,True
365,321,4,4,4,2013-04-25,2013-05-04,20397.3,1631.78,509.93,22539.02,2013-05-04 00:00:00.000,True
366,322,7,4,3,2013-04-25,2013-05-04,14628.08,1170.25,365.7,16164.02,2013-05-04 00:00:00.000,True
367,323,4,4,4,2013-04-25,2013-05-04,25334.93,2026.79,633.37,27995.09,2013-05-04 00:00:00.000,True
368,324,5,3,5,2013-04-25,2013-05-04,278.52,22.28,6.96,307.77,2013-05-04 00:00:00.000,True
369,325,4,4,4,2013-04-25,2013-05-04,1497.51,119.8,37.44,1654.75,2013-05-04 00:00:00.000,True
370,326,4,4,5,2013-04-25,2013-05-04,1796.04,143.68,44.9,1984.62,2013-05-04 00:00:00.000,True
371,327,4,4,4,2013-04-25,2013-05-04,738.99,59.12,18.47,816.58,2013-05-04 00:00:00.000,True
372,328,6,4,5,2013-04-25,2013-05-04,34644.23,2771.54,866.11,38281.87,2013-05-04 00:00:00.000,True
373,329,4,4,4,2013-04-25,2013-05-04,1839.51,147.16,45.99,2032.65,2013-05-04 00:00:00.000,True
374,330,5,4,5,2013-04-25,2013-05-04,146.29,11.7,3.66,161.65,2013-05-04 00:00:00.000,True
375,331,4,4,5,2013-04-25,2013-05-04,102.56,8.21,2.56,113.33,2013-05-04 00:00:00.000,True
376,332,4,4,5,2013-04-25,2013-05-04,150.79,12.06,3.77,166.62,2013-05-04 00:00:00.000,True
377,333,4,4,5,2013-04-25,2013-05-04,13669.43,1093.55,341.74,15104.71,2013-05-04 00:00:00.000,True
378,334,4,3,5,2013-04-25,2013-05-04,6444.9,515.59,161.12,7121.61,2013-05-04 00:00:00.000,True
379,335,6,4,2,2013-04-25,2013-05-04,152581.28,12206.5,3814.53,168602.31,2013-05-04 00:00:00.000,True
380,336,5,4,1,2013-04-25,2013-05-04,551.88,44.15,13.8,609.83,2013-05-04 00:00:00.000,True
381,337,4,4,1,2013-05-09,2013-05-18,6987.75,559.02,174.69,7721.46,2013-05-18 00:00:00.000,True
382,338,4,4,2,2013-05-09,2013-05-18,28072.28,2245.78,701.81,31019.86,2013-05-18 00:00:00.000,True
383,339,4,4,1,2013-05-09,2013-05-18,37312.28,2984.98,932.81,41230.06,2013-05-18 00:00:00.000,True
384,340,4,4,1,2013-05-09,2013-05-18,7623.0,609.84,190.58,8423.42,2013-05-18 00:00:00.000,True
385,341,4,4,2,2013-05-09,2013-05-18,28297.5,2263.8,707.44,31268.74,2013-05-18 00:00:00.000,True
386,342,4,4,2,2013-05-09,2013-05-18,59.94,4.8,1.5,66.24,2013-05-18 00:00:00.000,True
387,343,4,4,4,2013-05-09,2013-05-18,358.16,28.65,8.95,395.76,2013-05-18 00:00:00.000,True
388,344,4,3,5,2013-05-09,2013-05-18,43878.45,3510.28,1096.96,48485.69,2013-05-18 00:00:00.000,True
389,345,4,4,5,2013-05-14,2013-05-23,414.92,33.19,10.37,458.48,2013-05-23 00:00:00.000,True
390,346,4,4,2,2013-05-14,2013-05-23,29989.58,2399.17,749.74,33138.48,2013-05-23 00:00:00.000,True
391,347,4,4,5,2013-05-14,2013-05-23,142.41,11.39,3.56,157.36,2013-05-23 00:00:00.000,True
392,348,4,4,2,2013-05-14,2013-05-23,48030.68,3842.45,1200.77,53073.9,2013-05-23 00:00:00.000,True
393,349,4,4,4,2013-05-22,2013-05-31,693.6,55.49,17.34,766.43,2013-05-31 00:00:00.000,True
394,350,4,4,1,2013-05-22,2013-05-31,1276.28,102.1,31.91,1410.28,2013-05-31 00:00:00.000,True
395,351,4,4,1,2013-05-22,2013-05-31,2003.93,160.31,50.1,2214.34,2013-05-31 00:00:00.000,True
396,352,4,4,2,2013-05-22,2013-05-31,28343.7,2267.5,708.59,31319.79,2013-05-31 00:00:00.000,True
397,353,4,4,1,2013-05-22,2013-05-31,454.86,36.39,11.37,502.62,2013-05-31 00:00:00.000,True
398,354,4,3,5,2013-05-22,2013-05-31,43878.45,3510.28,1096.96,48485.69,2013-05-31 00:00:00.000,True
399,355,4,4,2,2013-05-22,2013-05-31,7132.13,570.57,178.3,7881.0,2013-05-31 00:00:00.000,True
400,356,4,4,2,2013-05-22,2013-05-31,28343.7,2267.5,708.59,31319.79,2013-05-31 00:00:00.000,True
401,357,4,4,4,2013-05-22,2013-05-31,22516.73,1801.34,562.92,24880.98,2013-05-31 00:00:00.000,True
402,358,4,4,5,2013-05-22,2013-05-31,34644.23,2771.54,866.11,38281.87,2013-05-31 00:00:00.000,True
403,359,4,4,4,2013-05-22,2013-05-31,117.37,9.39,2.93,129.69,2013-05-31 00:00:00.000,True
404,360,4,4,5,2013-05-22,2013-05-31,143.04,11.44,3.58,158.06,2013-05-31 00:00:00.000,True
405,361,4,4,2,2013-05-22,2013-05-31,28199.33,2255.95,704.98,31160.25,2013-05-31 00:00:00.000,True
406,362,4,4,1,2013-05-22,2013-05-31,3713.33,297.07,92.83,4103.22,2013-05-31 00:00:00.000,True
407,363,4,4,4,2013-05-22,2013-05-31,19952.63,1596.21,498.82,22047.65,2013-05-31 00:00:00.000,True
408,364,4,3,5,2013-05-22,2013-05-31,6540.66,523.25,163.52,7227.43,2013-05-31 00:00:00.000,True
409,365,4,4,5,2013-05-23,2013-06-01,5711.48,456.92,142.79,6311.18,2013-06-01 00:00:00.000,True
410,366,4,4,5,2013-05-23,2013-06-01,566.09,45.29,14.15,625.53,2013-06-01 00:00:00.000,True
411,367,4,4,2,2013-05-23,2013-06-01,97.97,7.84,2.45,108.25,2013-06-01 00:00:00.000,True
412,368,4,4,4,2013-05-23,2013-06-01,114.47,9.16,2.86,126.49,2013-06-01 00:00:00.000,True
413,369,4,4,4,2013-05-23,2013-06-01,132.65,10.61,3.32,146.57,2013-06-01 00:00:00.000,True
414,370,4,4,5,2013-05-23,2013-06-01,43878.45,3510.28,1096.96,48485.69,2013-06-01 00:00:00.000,True
415,371,4,4,1,2013-05-23,2013-06-01,418.95,33.52,10.47,462.94,2013-06-01 00:00:00.000,True
416,372,4,4,4,2013-05-23,2013-06-01,240.72,19.26,6.02,266.0,2013-06-01 00:00:00.000,True
417,373,4,4,1,2013-05-23,2013-06-01,461.79,36.94,11.54,510.28,2013-06-01 00:00:00.000,True
418,374,4,3,4,2013-05-23,2013-06-01,253.32,20.27,6.33,279.92,2013-06-01 00:00:00.000,True
419,375,4,4,2,2013-05-23,2013-06-01,37.08,2.97,0.93,40.97,2013-06-01 00:00:00.000,True
420,376,4,4,4,2013-05-23,2013-06-01,21558.08,1724.65,538.95,23821.67,2013-06-01 00:00:00.000,True
421,377,5,4,4,2013-05-23,2013-06-01,260.47,20.84,6.51,287.82,2013-06-01 00:00:00.000,True
422,378,4,4,5,2013-05-23,2013-06-01,86220.75,6897.66,2155.52,95273.93,2013-06-01 00:00:00.000,True
423,379,4,4,4,2013-05-23,2013-06-01,465.29,37.22,11.63,514.14,2013-06-01 00:00:00.000,True
424,380,4,4,5,2013-05-23,2013-06-01,428.4,34.27,10.71,473.38,2013-06-01 00:00:00.000,True
425,381,4,4,5,2013-05-29,2013-06-07,40471.2,3237.7,1011.78,44720.68,2013-06-07 00:00:00.000,True
426,382,4,4,5,2013-05-29,2013-06-07,272.44,21.8,6.81,301.05,2013-06-07 00:00:00.000,True
427,383,4,4,4,2013-05-29,2013-06-07,23671.73,1893.74,591.79,26157.26,2013-06-07 00:00:00.000,True
428,384,4,3,5,2013-05-29,2013-06-07,5948.25,475.86,148.71,6572.82,2013-06-07 00:00:00.000,True
429,385,4,4,5,2013-05-29,2013-06-07,91117.95,7289.44,2277.95,100685.33,2013-06-07 00:00:00.000,True
430,386,4,4,1,2013-05-29,2013-06-07,525.0,42.0,13.13,580.13,2013-06-07 00:00:00.000,True
431,387,4,4,5,2013-05-29,2013-06-07,2003.68,160.29,50.09,2214.07,2013-06-07 00:00:00.000,True
432,388,4,4,4,2013-05-29,2013-06-07,26455.28,2116.42,661.38,29233.08,2013-06-07 00:00:00.000,True
433,389,4,4,2,2013-05-29,2013-06-07,944.37,75.55,23.61,1043.53,2013-06-07 00:00:00.000,True
434,390,4,4,4,2013-05-29,2013-06-07,48186.6,3854.93,1204.67,53246.19,2013-06-07 00:00:00.000,True
435,391,4,4,5,2013-05-29,2013-06-07,26720.93,2137.67,668.02,29526.62,2013-06-07 00:00:00.000,True
436,392,4,4,5,2013-05-29,2013-06-07,37843.58,3027.49,946.09,41817.15,2013-06-07 00:00:00.000,True
437,393,4,4,4,2013-06-11,2013-06-20,25531.28,2042.5,638.28,28212.06,2013-06-20 00:00:00.000,True
438,394,4,3,5,2013-06-11,2013-06-20,278.84,22.31,6.97,308.12,2013-06-20 00:00:00.000,True
439,395,4,4,4,2013-06-11,2013-06-20,125.75,10.06,3.14,138.95,2013-06-20 00:00:00.000,True
440,396,4,4,5,2013-06-11,2013-06-20,150.79,12.06,3.77,166.62,2013-06-20 00:00:00.000,True
441,397,4,4,5,2013-06-25,2013-07-04,839.79,67.18,20.99,927.97,2013-07-04 00:00:00.000,True
442,398,4,4,2,2013-06-25,2013-07-04,8847.3,707.78,221.18,9776.27,2013-07-04 00:00:00.000,True
443,399,4,4,5,2013-06-25,2013-07-04,171.08,13.69,4.28,189.04,2013-07-04 00:00:00.000,True
444,400,4,4,4,2013-06-25,2013-07-04,20397.3,1631.78,509.93,22539.02,2013-07-04 00:00:00.000,True
445,401,4,4,3,2013-06-25,2013-07-04,14628.08,1170.25,365.7,16164.02,2013-07-04 00:00:00.000,True
446,402,6,4,3,2013-06-25,2013-07-04,33350.63,2668.05,833.77,36852.44,2013-07-04 00:00:00.000,True
447,403,4,4,5,2013-06-25,2013-07-04,414.86,33.19,10.37,458.41,2013-07-04 00:00:00.000,True
448,404,4,3,5,2013-06-25,2013-07-04,278.84,22.31,6.97,308.12,2013-07-04 00:00:00.000,True
449,405,4,4,5,2013-07-12,2013-07-21,1796.04,143.68,44.9,1984.62,2013-07-21 00:00:00.000,True
450,406,4,4,4,2013-07-12,2013-07-21,124.36,9.95,3.11,137.42,2013-07-21 00:00:00.000,True
451,407,4,4,5,2013-07-12,2013-07-21,34644.23,2771.54,866.11,38281.87,2013-07-21 00:00:00.000,True
452,408,4,4,4,2013-07-12,2013-07-21,1839.51,147.16,45.99,2032.65,2013-07-21 00:00:00.000,True
453,409,4,4,5,2013-07-22,2013-07-31,146.29,11.7,3.66,161.65,2013-07-31 00:00:00.000,True
454,410,4,4,5,2013-07-22,2013-07-31,102.56,8.21,2.56,113.33,2013-07-31 00:00:00.000,True
455,411,4,4,5,2013-07-22,2013-07-31,150.79,12.06,3.77,166.62,2013-07-31 00:00:00.000,True
456,412,4,4,5,2013-07-22,2013-07-31,13669.43,1093.55,341.74,15104.71,2013-07-31 00:00:00.000,True
457,413,4,4,5,2013-07-30,2013-08-08,9948.33,795.87,248.71,10992.9,2013-08-08 00:00:00.000,True
458,414,6,3,2,2013-07-30,2013-08-08,28343.7,2267.5,708.59,31319.79,2013-08-08 00:00:00.000,True
459,415,4,4,1,2013-07-30,2013-08-08,551.88,44.15,13.8,609.83,2013-08-08 00:00:00.000,True
460,416,4,4,1,2013-07-30,2013-08-08,6987.75,559.02,174.69,7721.46,2013-08-08 00:00:00.000,True
461,417,4,4,5,2013-08-04,2013-08-13,2003.68,160.29,50.09,2214.07,2013-08-13 00:00:00.000,True
462,418,4,4,4,2013-08-04,2013-08-13,26455.28,2116.42,661.38,29233.08,2013-08-13 00:00:00.000,True
463,419,4,4,2,2013-08-04,2013-08-13,944.37,75.55,23.61,1043.53,2013-08-13 00:00:00.000,True
464,420,4,4,1,2013-08-04,2013-08-13,3401.48,272.12,85.04,3758.63,2013-08-13 00:00:00.000,True
465,421,4,4,3,2013-08-04,2013-08-13,62843.55,5027.48,1571.09,69442.12,2013-08-13 00:00:00.000,True
466,422,4,4,5,2013-08-04,2013-08-13,37843.58,3027.49,946.09,41817.15,2013-08-13 00:00:00.000,True
467,423,4,4,4,2013-08-04,2013-08-13,25531.28,2042.5,638.28,28212.06,2013-08-13 00:00:00.000,True
468,424,4,4,5,2013-08-04,2013-08-13,285.36,22.83,7.13,315.32,2013-08-13 00:00:00.000,True
469,425,4,4,4,2013-08-04,2013-08-13,125.75,10.06,3.14,138.95,2013-08-13 00:00:00.000,True
470,426,4,4,5,2013-08-04,2013-08-13,150.79,12.06,3.77,166.62,2013-08-13 00:00:00.000,True
471,427,4,4,4,2013-08-04,2013-08-13,764.19,61.14,19.1,844.43,2013-08-13 00:00:00.000,True
472,428,4,4,2,2013-08-04,2013-08-13,8847.3,707.78,221.18,9776.27,2013-08-13 00:00:00.000,True
473,429,4,4,5,2013-08-04,2013-08-13,171.08,13.69,4.28,189.04,2013-08-13 00:00:00.000,True
474,430,4,4,4,2013-08-04,2013-08-13,20397.3,1631.78,509.93,22539.02,2013-08-13 00:00:00.000,True
475,431,4,4,3,2013-08-04,2013-08-13,14628.08,1170.25,365.7,16164.02,2013-08-13 00:00:00.000,True
476,432,4,4,4,2013-08-04,2013-08-13,25334.93,2026.79,633.37,27995.09,2013-08-13 00:00:00.000,True
477,433,5,4,5,2013-08-05,2013-08-14,395.96,31.68,9.9,437.53,2013-08-14 00:00:00.000,True
478,434,4,4,5,2013-08-05,2013-08-14,285.36,22.83,7.13,315.32,2013-08-14 00:00:00.000,True
479,435,4,4,5,2013-08-05,2013-08-14,1796.04,143.68,44.9,1984.62,2013-08-14 00:00:00.000,True
480,436,4,4,4,2013-08-05,2013-08-14,501.2,40.1,12.53,553.82,2013-08-14 00:00:00.000,True
481,437,4,4,5,2013-08-05,2013-08-14,34644.23,2771.54,866.11,38281.87,2013-08-14 00:00:00.000,True
482,438,4,4,4,2013-08-05,2013-08-14,1839.51,147.16,45.99,2032.65,2013-08-14 00:00:00.000,True
483,439,4,4,5,2013-08-05,2013-08-14,146.29,11.7,3.66,161.65,2013-08-14 00:00:00.000,True
484,440,4,4,5,2013-08-05,2013-08-14,102.56,8.21,2.56,113.33,2013-08-14 00:00:00.000,True
485,441,4,4,5,2013-08-05,2013-08-14,150.79,12.06,3.77,166.62,2013-08-14 00:00:00.000,True
486,442,4,4,5,2013-08-05,2013-08-14,13669.43,1093.55,341.74,15104.71,2013-08-14 00:00:00.000,True
487,443,4,4,5,2013-08-05,2013-08-14,9637.11,770.97,240.93,10649.01,2013-08-14 00:00:00.000,True
488,444,4,4,4,2013-08-05,2013-08-14,34118.7,2729.5,852.97,37701.16,2013-08-14 00:00:00.000,True
489,445,4,4,1,2013-08-05,2013-08-14,551.88,44.15,13.8,609.83,2013-08-14 00:00:00.000,True
490,446,4,4,1,2013-08-05,2013-08-14,6987.75,559.02,174.69,7721.46,2013-08-14 00:00:00.000,True
491,447,4,4,2,2013-08-05,2013-08-14,28072.28,2245.78,701.81,31019.86,2013-08-14 00:00:00.000,True
492,448,4,4,1,2013-08-05,2013-08-14,37312.28,2984.98,932.81,41230.06,2013-08-14 00:00:00.000,True
493,449,4,4,1,2013-08-06,2013-08-15,7623.0,609.84,190.58,8423.42,2013-08-15 00:00:00.000,True
494,450,4,4,2,2013-08-06,2013-08-15,28297.5,2263.8,707.44,31268.74,2013-08-15 00:00:00.000,True
495,451,4,4,2,2013-08-06,2013-08-15,59.94,4.8,1.5,66.24,2013-08-15 00:00:00.000,True
496,452,4,4,4,2013-08-06,2013-08-15,234.64,18.77,5.87,259.28,2013-08-15 00:00:00.000,True
497,453,4,4,5,2013-08-06,2013-08-15,43878.45,3510.28,1096.96,48485.69,2013-08-15 00:00:00.000,True
498,454,4,4,4,2013-08-06,2013-08-15,247.24,19.78,6.18,273.2,2013-08-15 00:00:00.000,True
499,455,4,4,2,2013-08-06,2013-08-15,49376.25,3950.1,1234.41,54560.76,2013-08-15 00:00:00.000,True
500,456,8,4,5,2013-08-06,2013-08-15,142.41,11.39,3.56,157.36,2013-08-15 00:00:00.000,True
501,457,4,4,2,2013-08-06,2013-08-15,48030.68,3842.45,1200.77,53073.9,2013-08-15 00:00:00.000,True
502,458,4,4,4,2013-08-06,2013-08-15,51113.75,4089.1,1277.84,56480.69,2013-08-15 00:00:00.000,True
503,459,4,4,1,2013-08-06,2013-08-15,1276.28,102.1,31.91,1410.28,2013-08-15 00:00:00.000,True
504,460,4,4,1,2013-08-06,2013-08-15,2003.93,160.31,50.1,2214.34,2013-08-15 00:00:00.000,True
505,461,4,4,4,2013-08-06,2013-08-15,22516.73,1801.34,562.92,24880.98,2013-08-15 00:00:00.000,True
506,462,4,4,1,2013-08-06,2013-08-15,454.86,36.39,11.37,502.62,2013-08-15 00:00:00.000,True
507,463,4,4,5,2013-08-06,2013-08-15,43878.45,3510.28,1096.96,48485.69,2013-08-15 00:00:00.000,True
508,464,4,4,2,2013-08-06,2013-08-15,7132.13,570.57,178.3,7881.0,2013-08-15 00:00:00.000,True
509,465,4,4,2,2013-08-07,2013-08-16,28343.7,2267.5,708.59,31319.79,2013-08-16 00:00:00.000,True
510,466,4,4,4,2013-08-07,2013-08-16,22516.73,1801.34,562.92,24880.98,2013-08-16 00:00:00.000,True
511,467,4,4,5,2013-08-07,2013-08-16,34644.23,2771.54,866.11,38281.87,2013-08-16 00:00:00.000,True
512,468,4,4,5,2013-08-07,2013-08-16,694.17,55.53,17.35,767.05,2013-08-16 00:00:00.000,True
513,469,4,4,5,2013-08-07,2013-08-16,143.04,11.44,3.58,158.06,2013-08-16 00:00:00.000,True
514,470,4,4,2,2013-08-07,2013-08-16,28199.33,2255.95,704.98,31160.25,2013-08-16 00:00:00.000,True
