SALESORDERREASONKEY,SALESORDERID,SALESORDERHEADERKEY,REASONNAME,REASONTYPE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
170,43817,157,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,1f6d8a422f7a69b3198bc05bf60daedefb5b3f7726173d06d8fb0c10a33b3b50
171,43816,158,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,e6274bbef0daeca319839d081951ce0b3e60ac3dc81f193698d32c1ff13e6481
172,43816,158,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,42328c0005476fc6929375983ae0ea4d42f13637e5545893670c3c9affe80282
173,43815,161,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,6565a83994eef2d1696c65cd3a9227baf9e4402dba63595dd311b67b3ed756d1
174,43815,161,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,e1df3bf796933b8c76303de038aeb74ba50999809b355a5c5f0d569611bb3d52
175,43825,162,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,3dd57f5a392fc32cdf4d362278f0b09832ccd59035dbd05b94844831898e13ea
176,43825,162,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,980cfd6874629e84ed6cd6abf9a43c85c9cee61486a230a4255ce5fdbd6bcc7a
177,43822,167,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,2cdf26887a22bf4369d7152e0d5cc4f5d69e3c605a8d2c7aed67e62a373091bd
178,43822,167,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,5fa77c4d58e0a9c370af93075d78eb72b2722e774f9a2987a671c101e0c3114e
179,43821,168,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,b84bbf9915b972a6ed62cefeace0f7646ec9e5ddfa24f61feb3429d82378e194
180,43821,168,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,dd4b886968e7ba050f4eccab2b10c3a605ec388a88d58383f0e2832b2c0d39a2
181,43820,169,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,d1517f97817b37d0954379f4f4ce0ddc3a2590a49ca95dbe53a1f513d85b34bf
182,43820,169,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,9c32b481766ed62138836c7d2ad9da20c842133e32f4a282d424e257697f532b
183,43828,170,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,bd9818ffcac1085e03e983475719a1686ff51ebe8a6126b75d9a3e54e5b86a78
184,43828,170,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,7b37dc82edd8c226734178f80072e3785330625a21b282d285aa449f4b667efa
185,43829,171,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,ad1cae6cb5954339c3e77cfeeaa784e9c9a42fb7cb34a7ed25fcfbcf9b4727ab
186,43829,171,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,e16b1af838febce121e8de48381e98fd86c3a172de775e7efe4e0d5b752570c4
187,43830,172,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,c5675a644d1439bfdd45960200acd5e4aacd7faeff6d95b11f6ddff2529dc5e9
188,43830,172,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,f36b0aefa45593f57f2f88bff23d7e14d0c67019ad5fec4b2331d8e80e5326d2
189,43832,174,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,c9a079a3ade9e365b954393dd28849d88a4c7a792782a191dd7cefb8989f692d
190,43832,174,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,b9e521199b186612277a6d2cfe51636f857e7bf6a8d0f371458cd857129ac00d
191,43833,175,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,c3cfa2898983d33125e6b1cce6577c58a7f2bdb4f639b87a85e1f4cba66dad3e
192,43833,175,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,1a99eb3f2f261f0d4931827dab30b32cd0d42853b9005f7309af29cd858dccc9
193,43838,180,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,d5a0d79a0f8291a4eab070ab8ed62a943107ee3c6405103e53699bb11929e6bd
194,43838,180,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,6133d29e9f9d482c99ca66e9924bff5d4a5d730ee13eb4e8831bbb2964595cb6
195,43839,181,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,9a1e31de0a5e806c2343860a965bf3d8bea4fe925d55cd5d29735aebb9fbfe14
196,43839,181,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,35eac7f2bfcfb7928627eeeaf79fd46d9b53146fbd9e78ca94b6ed9ff5a5c8e3
197,43841,183,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,a5eaf9a696d3af970cd475fb67f3f375304db53804292ee9f9d02abf109b83ef
198,43841,183,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,a871ff6f49a10c27d3f2dca128bb88de91d877c0f73d543bb9833d799b1c4b35
199,43842,184,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,ce6fc7af5717c28049b7ef4062253e7812d2e2c48b54f534f8c4fad54f1596a5
200,43842,184,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,59f7545ff76e6dcc01910704f2dde4dc498e11f4865a977e17d3a5d32bede04b
201,43918,304,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,01ac69ac9651bff1109f08cbf6a8252bccf9b63dbe6966e255023cb9f2360fc1
202,43918,304,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,1ba4d693a7082c64f4bf57a42adf058bf9a8c1b2d8dc69a211f14991c6606a29
203,43919,305,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,ad7a8bcdd802bb86b53305eec369ac61967b135657d94a9cbe762c579a9f94a8
204,43919,305,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,02daa9f3b18f8a2e3906a69dc38909d8695ace8dab0354ce1c5ca8028b2dcfab
205,43920,306,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,f51765f180b7e9a1c10c897173e9ce9d50dccc9db0a31e115f63935c13115b30
206,43920,306,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,22efcc85ca3a9ad8e187040d62a35c673ca9cecefd7fc5e652a5361f37c3b2cb
207,43921,307,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,cbb888230f4245a89367ba7a692bdc85edb963cb0000527434b4232ecee001a4
208,43921,307,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,3560a4b2e1577e91dacd7f74babaaf65609b5fc24f5daf849947f8f2829791bd
209,43922,308,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,6ff07018bb2ab5ed9bea619a3a53bf7393a947c593f0f56b6bebb310ec76507d
210,43922,308,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,6c71e15680b7196c2bbf792bc20f40860894deef1b980483c6e4efd28bbbea96
211,43923,309,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,a71a187cd29bc1d78f5ff7353f6f1c681c83c1c8944a09f46c0c66a19409333a
212,43923,309,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,9e7537c4c1fd942c59052a69fb304934d5eabbc117d99f51fea232657edc31c9
213,43924,310,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,b8b0baab9cca3a642dbeef5d25332e5e02fb35d8e7a948562ae050a1e5bbda3c
214,43924,310,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,5191d528c4c4886f7757b63bf10d0a83eb68604acdaec61905694bde7e7b89f9
215,43925,311,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,0b6f2f1893b58d95e7670345f4a45972f87ac2ce0ab8e297894b7e48054fbe2c
216,43925,311,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,ba54bbe78165f485e9767f9a6ae38b06131f617fa6af487cc6a4432e78543bc3
217,43928,313,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,6bdef7e6de8283bcabc747e69273aa82ae28bc370fd525b783923a0d9a5fbf37
218,43928,313,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,a40e666902ec379c32632085896603e93e24960a006fbe997e337db5862737bf
219,43927,315,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,15ad285121642f58721519b509571fb7a3201096dfb85f45a3d3f56a09dc8edc
220,43927,315,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,9db2f40caea24f0d1d7591d7262920e565e465718d2964fd3dc1ec587f56f5d4
221,43930,316,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,7d8cd4dfd27840dc25318383f6d33203861474c28473dac2e1c324207e72c862
222,43930,316,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,8dee49ec64f5dc45eddb377fdefb061edbb7d7e2505ebe10adcb26afe70caa97
223,43931,317,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,ec2d38fd229853006f1a30755fe50df19bdbc8d98f681afc172876885e8f5a1a
224,43931,317,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,c0156aaa8a9bcd3cb1c7c9881317e32ddd84fd5e4fd14a42d550887bcf12c9c3
225,43932,318,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,ab3bb3e47412772d7f6b86b84ea393be027fa82bf332a989b945ed0b69d37034
226,43932,318,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,5c954aa7df7450ecbd97d5a5cec7115bd26262125e6a0e23950a05fdc4d852a2
227,43936,321,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,d523ab8d962825abe09ca2d115b0a5434f3fe8078109ef9cc9a76903ef4429f2
228,43936,321,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,538d4bdcc1fbee16d4b6fbc0df12147f973f70bfb8978b4fb1cdb80a97c42ee8
229,43939,323,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,5f6f9f02e805afd5baf2ffee37ae1457945dfcd1de3ebdb20091e635b8a6a4b6
230,43939,323,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,2e5234330f1cd58c4902585ed457e487e5181af5af2477e34fcce88a8a05eeae
231,43938,324,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,22f896536ca71b66ef177b988eb9bef5ae83753eed049bcb3eeeff0e0db5e916
232,43938,324,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,81d4c1468949b9b77a8f52a698d2adf65e34d1d46389f191c1aa63b6bcbc0447
233,43937,325,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,4948c3ff83bcacc11b69e73adefac3e346d534c2eeef4ca21e2c01dd62884f9d
234,43937,325,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,65b43e661329024e3211257e12e458b7eb0440c6ee8bac5be526e53ce3a6311b
235,43947,329,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,78c0cb64f617a15d70355de09d942555114273cb3fb0e5c106eafee7535599db
236,43947,329,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,b0b0dd48fecd28a933620c507f7f4cc80b9e4b840c080fa6641d21396d3a0947
237,43946,330,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,ad272fe18e8ae3754e1ce6c9f2157e33c5ff066242b18632a10e2c546c08c3f2
238,43946,330,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,e76ab47c5fd56cd2831146ad5c00c0f794aa70f151a64f70285fe60c833c7382
239,43945,331,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,071272bdd95f6d05415c72cb7e16c93f534be6dce7e667780726dc2337158e34
240,43945,331,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,8a6020925e28de8a42fdc2a9a795d6f9f306f9452c3a98153d5c50266c2c567b
241,43942,333,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,5e3f83fc9fc76ef13a593861afc40e8e85c6800418cdf5b251636b58c7c1f83d
242,43942,333,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,e7c7de67b954e16214a28ed849a8f9ab6a62ffa105e6eef73e98c6bf5aa30a60
243,43941,334,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,6f8819bf11fc4ca7eae51c69452617e2c8e886bbf384912a2c80dfd332147f9a
244,43941,334,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,93f4de45e190013ebcba194cf582b6a7d4f2e5adc2d0e427ed6b5aeecbbf264c
245,43949,335,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,4bd623da857ba4acf7097ace5abf4800a6785dc18cb3d2839b58e118fc1c03bb
246,43949,335,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,863950b5d928eab970bf88851bcc3e61d8592b1ace7bb2649b0ef1be2ddb38ac
247,43950,336,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,59d25e0945d34dba7c0f083736ae277130ea7c5d5040f2fa96977a7d7c3e817b
248,43950,336,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,d7eaabd3da1adc1bde8120849a38d4c144d7431534593115e9e0379695d59226
249,43951,337,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,e7f6e2d422b9302c22e2bf7a22733442e7b04bab570fd7c9e77e39189e449dd4
250,43951,337,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,0c35d53ee5f204c8c5fdc3c51535b5c8634d2adef13304015780c3f1efabcc50
251,43952,338,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,c052708189afd6a0428e71aefc23ad56d5535ec3972fcac693fa7f68cea8bea0
252,43952,338,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,f80d7b3aa3127b1ecd1546b885f2049fc1a173915111087e9d5e16432e014964
253,43954,340,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,c534b9521e79687e62355745603a78d1109a313005630b9fbdb8fbd243303cd9
254,43954,340,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,4c2ef48dc18195ed85bb2e50d0842fc130f556c72a68a4bce523e49cd440e2dc
255,43955,341,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,1f16c4693a84a99008d1b37172e943a2c874626bdde328971c2955bef52f5db2
256,43955,341,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,5722bc03172028b02850c018a8eb0734f080256a3335a336d017797bdf82ee4b
301,43958,345,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,b1cdefb8a0b694a55ee27b3da630afefb030493ed46f4d1703bd849e81682e8e
302,43958,345,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,7e9774ea84c57f43c0b4614ada59915b9eb63ebf1ae6f8f1c3f29d6defa41373
303,43957,346,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,d5a9103748e64be7057c12adb2ae7f21ca68df31e57d1293b5512ccda34a1fbd
304,43957,346,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,5bfe7712ef835c7990dfc5c2031983d454966400a0bdddaacb8797f969adbe64
305,43961,347,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,b52d1fa399218126c9e2486ca102ec5b16704d5d400a5b5a9320b84f5f16dd17
306,43961,347,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,d6d9c79c12199edbaf01aa44ccc37035d9d943b0649bd7f54160d5eb28163cf3
307,43962,348,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,7656274c098b20001a4c414470436e92697af3d7711055b53136948b911e717c
308,43962,348,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,fa2ec5349263ff79429e704378792c4f3a0484f6c3642da9d11db3f9581a571b
309,43963,349,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,a723d0765602adcf9137d0c1f87c9997369b54189977bcaa8c20399c0b2a4266
310,43963,349,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,04bbdf2d43c57dcbd20af00678c8b44708ce62a3fdace90fedf0ac8f44a0f0c8
311,43964,350,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,557f49c0c19ca88d192abd67337d9c329b376c4ce1a49d91bd9e09ed931a719a
312,43964,350,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,ade0abdb6bdaafc07d39ce4e3d1b4e65966278874cbafc219b74aefd4927df74
313,43967,353,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,560f8dfb86c6cf85e9cd7a539acdea47e63b892c9b5a4986404c1ce3f7803bed
314,43967,353,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,0e52394429149b8ae07f44ff6f38940d47fc4c3fd6d08b8b86cbcdeec198dc7a
315,43968,354,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,e1864cc7af14f00ebedcd0b1e97d77a8bc83bc6d727fccc4b50c75458ea289ab
316,43968,354,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,1343e0a6f26ab8687627f6b27e1a932badae2093d06357649b030fcc9fcb1e92
317,43969,355,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,1fc1930aebee82f22d6bacf503363b6bd037881267c55de921cf55ba2780929c
318,43969,355,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,7d1fa37e9b0e033b772ef9699706cbf3f3988f5e04bfdb65a30ed1dd8585df78
319,43970,356,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,c2f3ec034aee082f1d0a15c66565dd534159171931ab1b01d6a2e514420b6061
320,43970,356,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,e1dffef576ee20882263812c8594cee7a7c4a594601bdddc1dee03564dd95b97
321,43971,357,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,293ea7aace4f77ea4da344ab13cca6ea21f2f31817c0309f7522b980d632db3e
322,43971,357,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,2e7929180e0b4a2c3d5eafee62b0410e09a879bb4833c85e6fe22cb6db579a42
323,43977,358,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,0db8c0405f3b40f9dfd2ac55790cc3903a0fd81eb7faa74687e871b9dfc35181
324,43977,358,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,f09ade59e9aa4a73fd35ff752b1b3c1916b78bc7c2db9143214b77f10fc5bf05
325,43976,359,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,d766f46fe6b8474f99d97efe16cdbb8a2cf30871cf67e3d4d68690688c6ec42d
326,43976,359,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,d1cc1f7d17a1a28c8604e27c8a73c1111a9d40bda242f26bfb4fc48b03747b1b
327,43975,360,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,fac4ba41b785422bed6a023d07d8d6e981485e68e001541ff84cf81ca036053b
328,43975,360,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,25fe5f37a5f826d97fb7809925fc131b1da88b881a7aff9905a6082b3ee0892b
329,43973,361,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,38d5e77b2e18582de0425e0e914e7b29c885eddde7d19003957bb5f177e46820
330,43973,361,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,d85ae44e0428b5247b563c83947257b5c322761fceb526f9c59768196bd20a24
331,43972,362,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,eb061a24d4b8c7aa1a0b8bf40667a58052f39975e32c75ce412fc54e49eb080e
332,43972,362,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,8f99076e1f905d2a60dd04ac502a117be3c550cc1ed1a06c0c7458d63502f89c
333,43974,363,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,3c1778541e1c305719192863b0a280f3ee7a5731288995f7df6a1084b3aab979
334,43974,363,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,0914d6e8dee445f3919ae705c35fa721844be6cf044def94d7756a780d0176e7
335,43978,364,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,4fc6182eacbb79e1f81f766a9a9b2dc5de9a45e7e1b6dc84a2cbeec32794097a
336,43978,364,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,1e519cbeaf6d0d636e75d94c840a48493ff14a8a1bf276a63ac5a929999b6b3f
337,43981,367,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,f15a3cd98a7f9cc3270f6363282028e311574eb8ed1fa43f218a151abbfc18d1
338,43981,367,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,43cedadad063cefcda3604b9c1d2e5c39ec72ad65bdc03dd42d10d3c7b916bf1
339,43983,369,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,bda768892ad0bab058652b6e1f9941c4ee6b40f7443f835308527b7f64c92380
340,43983,369,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,e90323aa2f7ab4809b9d238323ec85389094356c38d9dc8d81c86584f8bef282
341,43984,370,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,ac582e0b7889d342401e8c8c866b4f9c05d2788506547c6859e2807c203b1445
342,43984,370,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,31b569b87e6cc488a54fb2d7ee8537a0a94be32c57182840860ac838be56ec3c
343,43985,371,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,f1af04f7d7be10d6d2c2faf79a56a97b4481d657a308f5628adbc37bdd23f8e0
344,43985,371,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,d3cbfd93762b211c3df411fe0d70e32a09efe3a886f7dee2be488c255b205525
345,43986,372,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,5ae42f154fc835b0d624d11a6740b73ad299a2f2a3370e9c1f1b7bd3bd6cc2ca
346,43986,372,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,f93aac24ff867050f73d2b9fc59a23b843e3b1bdd759b5fe8fe3fb4314e4f1b8
347,43992,374,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,f81fac153d7df8c22694489b1f1374aa36ca4962cda3fd78f0a032b020dc9787
348,43992,374,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,4d79bd1c19cd3aab954cb1d6b647942a770146c299db3673311e23800fcafbed
349,43991,375,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,9ecf84da3232825f410c9dd0460587dbdde8b6192a4c6a3659abcf044d886f60
350,43991,375,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,36b7eb28f8dcdddef881da42f167ad2d147c68e2819a6dfa0942f836649949c8
351,43989,377,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,095fed93781b95e6fd60dce98eb62168d11ada084503dbaa60ae0d0fa3e57000
352,43989,377,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,8d950648b309aef25169a2c7d16b0e0c2ae3f22b2fb60a84a5937e38d727aaff
353,43987,378,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,2dad6a18f9eb24fcdb065c6f6cc981fbdb4b9e6d3674bb3304232858a9d2bc3c
354,43987,378,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,9d355d7a56f1793eeaaadaeb9dc0d2246023898d0b8139b7fedd1ab9c31a958d
355,43993,379,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,7fb61e638a3ef318768fc917e417b19f4fae358940239ff75c7f381a4305b0c9
356,43993,379,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,8f31b0e86bcbd4cc80736446d21035308baeaacea8397384a2b796523257db7a
357,43994,380,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,653c417fada2be6a89612e877eb0097caa2b95f0fa48500cd82e1b1fedf391d5
358,43994,380,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,af77fdffeaaf953136d5c1611d8c7bdaf92e6b93bef861d724d6e37e5fee5ceb
359,43995,381,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,75e342afea3729107e1170e11f54772fcd621173926ed0dd291d12c7defb51ca
360,43995,381,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,f8670b539b7391a0399115a227296754a58da06c270140ea7d883ade82907164
361,43996,382,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,c852dff7dc0aeec0dd5cbf3bd6d961b67fb52bf3ed0ac0784c74abf7b928f0fe
362,43996,382,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,8191a9ea57142467f28aa608273e8febf2ac8659e807a764167723ce87d57657
363,43997,383,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,50d3378dac5664534daba6fb451ea448e81595a506af43dddc2e6f6e90233834
364,43997,383,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,92a3bbe960f96618891f779f8ea942eec6e19fbbad12bd44102c0a6862161aaa
365,43999,385,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,9766379172c90004c3f54b3e0925071ae28ad2df003c122305d7d2d61a498a8f
366,43999,385,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,c34793be38a7ab432fdbb9b604841f925be50188b0b18e52212f6ae1a3c56b23
367,44006,387,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,3d53b138e6dc6e85c2072c8963ce314f8ba2ce80411d0e38cf24eae0227334a7
368,44006,387,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,d0d61124289bd47abbf3c931eaa4a8e248ffcc3dd4290d6b1e6fe1adec95c153
369,44004,389,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,ff4765a85a5370ebfb79a9cab515073828283ae74a533034afa319b24f1f6998
370,44004,389,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,f68ba394d271530cea31026cda3b8b6ef1e46aeda05c14dc7b15f5b528e7fed8
371,44001,391,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,89355884d6b01e1c966fa762dcc7ea91fd36c951db7fd02185f0828c1868d0e7
372,44001,391,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,c536cf733197ed85d58b8d06a13e65625b7177a6624b584b1ffe9fea0e3b478a
373,44000,392,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,f5a3019949c8e94e4e73ffa268db6fa4257ce61bfcdeb01b3a368ecfe31110f9
374,44000,392,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,a16fda4691fac43cddd6756a43c8426d2df7f7523617ad2286816d645d8c3df1
375,44008,394,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,a603ddec43955cb2142029de1a4ab5df143773897b8228211c7409d4ebffca50
376,44008,394,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,383ef5e122fd247fcfc35c0dca73af52460e569746f9602ee71ebd52f215225d
377,44009,395,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,5553a64905c709444e9c404d98ceabecdea4bcaa33e70a26f88de541941fb9a3
378,44009,395,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,ade3464e6ae18d4cf58b28c37277e9d1e2cc67cb32e3e6c5a36e527886cefaeb
379,44010,396,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,f2ff38c4d37a696ef069ff64b89143cb9cc5bad067a53b7e7ca23db88a4b4bdb
380,44010,396,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,7a3b7c5408d54ca4e9dd1128b10ef7e75e12298be19cb8dffdfbdf34dae8c3f6
381,44011,397,Manufacturer,Other,True,2006-06-23,9999-12-31 00:00:00,023510bc5bab2eb8aaef2a678c71a0aaea724e58f0034848a0adf20c1858281f
382,44011,397,Qualityyy,Other,True,2006-06-23,9999-12-31 00:00:00,c34d2dc41f9c87f187f395ddfed246394b90e3ac328f1b1ade61ac33aa961363
