PRODUCTKEY,PRODUCTID,PRODUCTNAME,FINISHEDGOODSFLAG,COLOR,SAFETYSTOCKLEVEL,REORDERPOINT,STANDARDCOST,LISTPRICE,SIZE,WEIGHT,DAYSTOMANUFACTURE,PRODUCTLINE,CLASS,STYLE,PRODUCTMODIFIEDDATE,SUBCATEPROMODIFIEDDATE,CATEPROMODIFIEDDATE,PRODUCTSUBCATEGORYID,PRODUCTCATEGORYID,CATEGORYNAME,SELLSTARTDATE,SELLENDDATE,DISCONTINUEDDATE,PRICERANKINSUBCATEGORY,PROFITMARGINPCT,TOTALPROINCATE,AVGPRICEBYSUBCATEGORY,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
402,743,"HL Mountain Frame - Black, 42",True,Black,500,375,739,1350,42,3.0,1,M ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2011-05-31,,,2,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,e5226675a6133c69f5dc62e5d58f72d4aceb86e54370cd8ae7239a7e02e243a8
403,744,"HL Mountain Frame - Black, 44",True,Black,500,375,699,1350,44,3.0,1,M ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2011-05-31,2012-05-29,,2,93.0,134,678,True,2006-06-23,9999-12-31 00:00:00,0658526a078d9b156ac5f42d6043c85163a526cad0faa9906a829cd5109bc446
404,745,"HL Mountain Frame - Black, 48",True,Black,500,375,699,1350,48,3.0,1,M ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2011-05-31,2012-05-29,,2,93.0,134,678,True,2006-06-23,9999-12-31 00:00:00,9eb090950adb82699dac0a727aa15d977ffa7fb687aece1089567f94c7c98dbc
405,746,"HL Mountain Frame - Black, 46",True,Black,500,375,739,1350,46,3.0,1,M ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2011-05-31,,,2,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,786902e585ffa1fe8280cd8792fd2e58c1fb3e6fa34cdb5c882a07cecf83e2f3
406,747,"HL Mountain Frame - Black, 38",True,Black,500,375,739,1350,38,3.0,2,M ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2011-05-31,,,2,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,1ff96dcca497d3dc86923bc08b68cb96dc34dae2750fc9bfbdb6af03f786f660
407,904,"ML Mountain Frame-W - Silver, 40",True,Silver,500,375,199,364,40,3.0,1,M ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2013-05-30,,,3,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,c7df086d95beb9d04af346e8b5f76a01ad3ab91fc808d459c2e60defff7fd17f
408,942,"ML Mountain Frame-W - Silver, 38",True,Silver,500,375,199,364,38,3.0,2,M ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2013-05-30,,,3,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,c13227be03f39c817a206887747ab63dffeb8cf5d5af598ae65427267bcf2ebf
409,906,"ML Mountain Frame-W - Silver, 46",True,Silver,500,375,199,364,46,3.0,1,M ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2013-05-30,,,3,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,100a5ccda91d35dd475e50d20e13978f838d510c0f13dbf834398ee887a2cfe6
410,905,"ML Mountain Frame-W - Silver, 42",True,Silver,500,375,199,364,42,3.0,1,M ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2013-05-30,,,3,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,887877d877895776d1192e6e8c747a3f683b218d99bfe023d9f1ca6c224adb10
411,832,"ML Mountain Frame - Black, 48",True,Black,500,375,186,349,48,3.0,1,M ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2012-05-30,2013-05-29,,4,88.0,134,678,True,2006-06-23,9999-12-31 00:00:00,5db41a39faebd44a09195991d51640a47388595f0423022c18ddeced7f3821a8
412,831,"ML Mountain Frame - Black, 44",True,Black,500,375,186,349,44,3.0,1,M ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2012-05-30,2013-05-29,,4,88.0,134,678,True,2006-06-23,9999-12-31 00:00:00,7eefe491b745e849f91e75b5c01957d11c5f7594a75cb718a220b2dcdb700331
413,830,"ML Mountain Frame - Black, 40",True,Black,500,375,186,349,40,3.0,1,M ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2012-05-30,2013-05-29,,4,88.0,134,678,True,2006-06-23,9999-12-31 00:00:00,a4418e8e6f2b22e5162d9a5dfcfc2cafa4c34f0e37d13f73949b9e3ca9269fb3
414,814,"ML Mountain Frame - Black, 38",True,Black,500,375,186,349,38,3.0,2,M ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2012-05-30,2013-05-29,,4,88.0,134,678,True,2006-06-23,9999-12-31 00:00:00,97fca8fe3bc8bacf74cc6a4a256defaa5c3e0c9e7e78fb85203ab8f6f501c53d
415,917,"LL Mountain Frame - Silver, 42",True,Silver,500,375,145,264,42,3.0,1,M ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2013-05-30,,,5,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,5f33b4cc3f69233784e9d002b9779afb065b1a0d9c7c768354f094688328c3d7
416,918,"LL Mountain Frame - Silver, 44",True,Silver,500,375,145,264,44,3.0,1,M ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2013-05-30,,,5,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,1c403a74785d5c2182351d95b99d3633bc7299eb3c4a6e612036eedef71e7ee1
417,919,"LL Mountain Frame - Silver, 48",True,Silver,500,375,145,264,48,3.0,1,M ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2013-05-30,,,5,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,d98a8e4503f7fb07c18a8e5259b4def7ac9c66fe77386307b2e28e4cbbfe528d
418,920,"LL Mountain Frame - Silver, 52",True,Silver,500,375,145,264,52,3.0,1,M ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2013-05-30,,,5,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,d8437b6aad4a235cf540c76664f50b2c95ab073081c966a1eaf4f50fdc31e4c1
419,944,"LL Mountain Frame - Silver, 40",True,Silver,500,375,145,264,40,3.0,2,M ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2013-05-30,,,5,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,acdd47ef7ca183014ea8aed5ca188d4fbb52366ab5e02518302a9cfe314c0987
420,924,"LL Mountain Frame - Black, 42",True,Black,500,375,137,250,42,3.0,1,M ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2013-05-30,,,6,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,216f08efc622dc83e72a2ae7ce11dfc3b4a171febb93bf4f33da15cbc634bcbb
421,925,"LL Mountain Frame - Black, 44",True,Black,500,375,137,250,44,3.0,1,M ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2013-05-30,,,6,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,d0987a3edd2d24206e75031e37a7381f20844a982a5cbc28a289eb6c1b0cf478
422,926,"LL Mountain Frame - Black, 48",True,Black,500,375,137,250,48,3.0,1,M ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2013-05-30,,,6,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,823c0d60968e8661bd1137faa249a4eac0a0fcc9b09fdf1fc887d50f993bfcad
423,927,"LL Mountain Frame - Black, 52",True,Black,500,375,137,250,52,3.0,1,M ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2013-05-30,,,6,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,3a6b68aab4a69690af7cb27d4285918f5a65ff9a466f438b805d5db6d4d88d52
424,943,"LL Mountain Frame - Black, 40",True,Black,500,375,137,250,40,3.0,2,M ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2013-05-30,,,6,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,61c49889162b8246088d6c64eaf7e3cf020dae4900d4124a900612a2f677be03
425,996,HL Bottom Bracket,True,,500,375,54,121,,170.0,1,,H ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,5.0,2.0,Components,2013-05-30,,,1,125.0,134,92,True,2006-06-23,9999-12-31 00:00:00,517fb2c8cba714cb66aeb5f42884a4e638f2250a36e9c822f00348344fcb2652
426,995,ML Bottom Bracket,True,,500,375,45,101,,168.0,1,,M ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,5.0,2.0,Components,2013-05-30,,,2,125.0,134,92,True,2006-06-23,9999-12-31 00:00:00,1b72b6ca66a12a87612b610c29c3f7bb5b13db964997d3882373569554e8aded
427,994,LL Bottom Bracket,True,,500,375,24,54,,223.0,1,,L ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,5.0,2.0,Components,2013-05-30,,,3,125.0,134,92,True,2006-06-23,9999-12-31 00:00:00,aecfc36229785afc724ef6900e5af30890cdcd92c341b126fae92fc7e3412826
428,861,"Full-Finger Gloves, S",True,Black,4,3,16,38,S,,0,M ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,20.0,3.0,Clothing,2012-05-30,2013-05-29,,1,142.0,35,31,True,2006-06-23,9999-12-31 00:00:00,16792b4375bbac3777fa9d46bdd1ccc67675e048a552b887adf08d5e2fe71e45
429,862,"Full-Finger Gloves, M",True,Black,4,3,16,38,M,,0,M ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,20.0,3.0,Clothing,2012-05-30,2013-05-29,,1,142.0,35,31,True,2006-06-23,9999-12-31 00:00:00,e5113d48668a1e555712edf82460809f5d03418a574beb23355e0e3e7870917e
430,863,"Full-Finger Gloves, L",True,Black,4,3,16,38,L,,0,M ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,20.0,3.0,Clothing,2012-05-30,2013-05-29,,1,142.0,35,31,True,2006-06-23,9999-12-31 00:00:00,fd3708dae95d8250ca306e4905f38431ff550765a28157da2e0a91eb495517e1
431,858,"Half-Finger Gloves, S",True,Black,4,3,9,24,S,,0,S ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,20.0,3.0,Clothing,2012-05-30,,,2,167.0,35,31,True,2006-06-23,9999-12-31 00:00:00,2bb299d5f66c8d2ba4f187eb7ee2dec60464c3d30b4bd10da2bb6ab443518f67
432,859,"Half-Finger Gloves, M",True,Black,4,3,9,24,M,,0,S ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,20.0,3.0,Clothing,2012-05-30,,,2,167.0,35,31,True,2006-06-23,9999-12-31 00:00:00,9adc7021b5db7f23ef6f4e9fb4b511d81c14b0cc8424a1e138bcd88346e66a8a
433,860,"Half-Finger Gloves, L",True,Black,4,3,9,24,L,,0,S ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,20.0,3.0,Clothing,2012-05-30,,,2,167.0,35,31,True,2006-06-23,9999-12-31 00:00:00,b6f4efecfbb74dc2a6bfa18b189471906ef6ab4307ad43c11f1f1f627a17ddcd
434,910,HL Mountain Seat/Saddle,True,,500,375,23,53,,,1,M ,H ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,15.0,2.0,Components,2013-05-30,,,1,125.0,134,40,True,2006-06-23,9999-12-31 00:00:00,7b9a13de5da91abe84e84ea8ddcb6683adcd7e5ebb65e2ef22e1651f74298daa
435,913,HL Road Seat/Saddle,True,,500,375,23,53,,,1,R ,H ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,15.0,2.0,Components,2013-05-30,,,1,125.0,134,40,True,2006-06-23,9999-12-31 00:00:00,d97b0a47da4078b9e70a35394616bca33286b3d67000a2df52ace72a620c3163
436,916,HL Touring Seat/Saddle,True,,500,375,23,53,,,1,T ,H ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,15.0,2.0,Components,2013-05-30,,,1,125.0,134,40,True,2006-06-23,9999-12-31 00:00:00,707d17ccda0f7f9af9dd1a2c0a1280b6dcd69e2b7498187a2c9af2bc988b959b
437,909,ML Mountain Seat/Saddle,True,,500,375,17,39,,,1,M ,M ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,15.0,2.0,Components,2013-05-30,,,2,125.0,134,40,True,2006-06-23,9999-12-31 00:00:00,704f1c89a0beb34cb733f39c760841ee3db58c84b484740376a4d48a81d3df9c
438,912,ML Road Seat/Saddle,True,,500,375,17,39,,,1,T ,M ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,15.0,2.0,Components,2013-05-30,,,2,125.0,134,40,True,2006-06-23,9999-12-31 00:00:00,380d2876263effe80d5344f5ebd7260ddde72c9afaa6be6f59995abda4956919
439,915,ML Touring Seat/Saddle,True,,500,375,17,39,,,1,T ,M ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,15.0,2.0,Components,2013-05-30,,,2,125.0,134,40,True,2006-06-23,9999-12-31 00:00:00,2c9b1d708626abb846acd9bdad1af5d5cabaacc64c6c2003929140c0eda623a8
440,908,LL Mountain Seat/Saddle,True,,500,375,12,27,,,1,M ,L ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,15.0,2.0,Components,2013-05-30,,,3,125.0,134,40,True,2006-06-23,9999-12-31 00:00:00,28ac95e135d3ca821dfb7c06b904e099b520c0164ef7aad17abb7be760ccd404
441,911,LL Road Seat/Saddle,True,,500,375,12,27,,,1,R ,L ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,15.0,2.0,Components,2013-05-30,,,3,125.0,134,40,True,2006-06-23,9999-12-31 00:00:00,9437c90260d046d66190ddafe65f2c3df743dc56f6d1d9ef12bd2f079f4f34cf
442,914,LL Touring Seat/Saddle,True,,500,375,12,27,,,1,T ,L ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,15.0,2.0,Components,2013-05-30,,,3,125.0,134,40,True,2006-06-23,9999-12-31 00:00:00,41f8b0525d70b50b93927c9dd42d1dcdff20788fdb890f9d9ee48d873288c608
443,871,Mountain Bottle Cage,True,,4,3,4,10,,,0,M ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,28.0,4.0,Accessories,2013-05-30,,,1,167.0,29,8,True,2006-06-23,9999-12-31 00:00:00,b8375db18c0696a313d18ad40cc8c76ee53da00b924f69a2b6b8e1b434e39662
444,872,Road Bottle Cage,True,,4,3,3,9,,,0,R ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,28.0,4.0,Accessories,2013-05-30,,,2,168.0,29,8,True,2006-06-23,9999-12-31 00:00:00,83855a24219600b1ccaea8e948d0202a821d5336b46236994ac1f3b4b0677662
445,870,Water Bottle - 30 oz.,True,,4,3,2,5,,,0,S ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,28.0,4.0,Accessories,2013-05-30,,,3,167.0,29,8,True,2006-06-23,9999-12-31 00:00:00,794eb31142a5cefb179af5bc0f554c735950dbb9d352c1520234c589bcbedd9b
446,907,Rear Brakes,True,Silver,500,375,47,107,,317.0,1,,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,6.0,2.0,Components,2013-05-30,,,1,125.0,134,107,True,2006-06-23,9999-12-31 00:00:00,ddaa350ec4602868698972bfaed68ad81ff0554e46c1ea5afd9d76ae87f83e26
447,948,Front Brakes,True,Silver,500,375,47,107,,317.0,1,,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,6.0,2.0,Components,2013-05-30,,,1,125.0,134,107,True,2006-06-23,9999-12-31 00:00:00,eb080318c5fe19b29462511fa33f078b3737cd9070ca2bdb33157a9f41cc5752
448,810,HL Mountain Handlebars,True,,500,375,53,120,,,1,M ,H ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,4.0,2.0,Components,2012-05-30,,,1,125.0,134,74,True,2006-06-23,9999-12-31 00:00:00,8c1be6af0b2eb27ac5eb73c0461d133d743906d6bbbb395abd4016bb98ac644f
449,813,HL Road Handlebars,True,,500,375,53,120,,,1,R ,H ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,4.0,2.0,Components,2012-05-30,,,1,125.0,134,74,True,2006-06-23,9999-12-31 00:00:00,6c3052e2bba97ad8cd0ae253e1efa2313cb8bff02a866fdd66ede5207c936416
450,947,HL Touring Handlebars,True,,500,375,41,92,,,1,T ,H ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,4.0,2.0,Components,2013-05-30,,,2,125.0,134,74,True,2006-06-23,9999-12-31 00:00:00,7f4d2ad1eeb45ca2e030b7435529d7ec3b21d1ee0f8e699c2dfbc59f356c9090
451,809,ML Mountain Handlebars,True,,500,375,27,62,,,1,M ,M ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,4.0,2.0,Components,2012-05-30,,,3,125.0,134,74,True,2006-06-23,9999-12-31 00:00:00,40b8558e6264f53c4c4a40960fdabdd671e899ad4fe4515ad16fdb2366bf2c06
452,812,ML Road Handlebars,True,,500,375,27,62,,,1,R ,M ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,4.0,2.0,Components,2012-05-30,,,3,125.0,134,74,True,2006-06-23,9999-12-31 00:00:00,7216ca0481c2740f033354ee5aeac7a58e9b84495c625700efd3288c3335ae51
453,946,LL Touring Handlebars,True,,500,375,20,46,,,1,T ,L ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,4.0,2.0,Components,2013-05-30,,,4,125.0,134,74,True,2006-06-23,9999-12-31 00:00:00,44a37334977d5902b3958aa0c078d1682447f127b03e01b580f738a31ec2ff38
454,808,LL Mountain Handlebars,True,,500,375,20,45,,,1,M ,L ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,4.0,2.0,Components,2012-05-30,,,5,125.0,134,74,True,2006-06-23,9999-12-31 00:00:00,0c070e544f22b7a130e5e41793931bc10eb940fb4e3f1b92858b6f594b713acc
455,811,LL Road Handlebars,True,,500,375,20,45,,,1,R ,L ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,4.0,2.0,Components,2012-05-30,,,5,125.0,134,74,True,2006-06-23,9999-12-31 00:00:00,2e7fe888062bb4daed0b86d885819f21794011e0a0ee760366fdc2017eb96cfe
456,867,"Women's Mountain Shorts, S",True,Black,4,3,26,70,S,,0,M ,,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,22.0,3.0,Clothing,2013-05-30,,,1,167.0,35,64,True,2006-06-23,9999-12-31 00:00:00,d1cf98a29080e64c47bd17399219a6f72b66624df17632cdde8a1e678e5078a7
457,868,"Women's Mountain Shorts, M",True,Black,4,3,26,70,M,,0,M ,,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,22.0,3.0,Clothing,2013-05-30,,,1,167.0,35,64,True,2006-06-23,9999-12-31 00:00:00,5eec43ea8a8df96bd0baef35719643e4c1ec458578026276ea71de924d12cfc6
458,869,"Women's Mountain Shorts, L",True,Black,4,3,26,70,L,,0,M ,,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,22.0,3.0,Clothing,2013-05-30,,,1,167.0,35,64,True,2006-06-23,9999-12-31 00:00:00,38df028576dcff806681da288a859302808e1bcb24ad6041769530ca8c4a86f4
459,841,"Men's Sports Shorts, S",True,Black,4,3,25,60,S,,0,S ,,M ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,22.0,3.0,Clothing,2012-05-30,2013-05-29,,2,142.0,35,64,True,2006-06-23,9999-12-31 00:00:00,18c995c3053d9b5dda9218d9ec0875ddf479fb0f5faac46c47aa6a467d281063
460,849,"Men's Sports Shorts, M",True,Black,4,3,25,60,M,,0,S ,,M ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,22.0,3.0,Clothing,2012-05-30,2013-05-29,,2,142.0,35,64,True,2006-06-23,9999-12-31 00:00:00,090cbfdc1540b245d8925f194e08aef6938cab8ff8a51fcdafe1d521067bcb3b
461,850,"Men's Sports Shorts, L",True,Black,4,3,25,60,L,,0,S ,,M ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,22.0,3.0,Clothing,2012-05-30,2013-05-29,,2,142.0,35,64,True,2006-06-23,9999-12-31 00:00:00,ca13cb6db29161b0f500a968eaa4d0b288889600708b205530abcf476bc02e91
462,851,"Men's Sports Shorts, XL",True,Black,4,3,25,60,XL,,0,S ,,M ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,22.0,3.0,Clothing,2012-05-30,2013-05-29,,2,142.0,35,64,True,2006-06-23,9999-12-31 00:00:00,8862e12032cd16e59a9a95a73f941855df2b0d8cf1eaa99576927ef30eec466c
463,879,All-Purpose Bike Stand,True,,4,3,59,159,,,0,M ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,27.0,4.0,Accessories,2013-05-30,,,1,167.0,29,159,True,2006-06-23,9999-12-31 00:00:00,3e71bba3cf155f87c74ff42b3a49d2566a2b032c255a8b3e13c816719bfc0aef
464,842,"Touring-Panniers, Large",True,Grey,4,3,52,125,,,0,T ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,35.0,4.0,Accessories,2012-05-30,2013-05-29,,1,142.0,29,125,True,2006-06-23,9999-12-31 00:00:00,1b4495c2967a5d0aa8069e32aca4bf7358c49ebdd95ef7ef74df2322b287258f
465,880,Hydration Pack - 70 oz.,True,Silver,4,3,21,55,70,,0,S ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,32.0,4.0,Accessories,2013-05-30,,,1,167.0,29,55,True,2006-06-23,9999-12-31 00:00:00,cb71b980a907ee11bd0f360ca1a905abe549bf68c2bd90bc2b98542c09586e35
466,807,HL Headset,True,,500,375,55,125,,,1,,H ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,11.0,2.0,Components,2012-05-30,2013-05-29,,1,125.0,134,87,True,2006-06-23,9999-12-31 00:00:00,cb5d55fa8ad66587b1ea42c8351f604d3cbaf808ace2fbd173e7d66e0aa2f4fc
467,806,ML Headset,True,,500,375,45,102,,,1,,M ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,11.0,2.0,Components,2012-05-30,2013-05-29,,2,125.0,134,87,True,2006-06-23,9999-12-31 00:00:00,c032c68fe73657fb3c6191c72141255067bdba6c2caed299edc2758a85ce4428
468,805,LL Headset,True,,500,375,15,34,,,1,,L ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,11.0,2.0,Components,2012-05-30,2013-05-29,,3,125.0,134,87,True,2006-06-23,9999-12-31 00:00:00,0ec163aff868f523838c4945d0e96a32612dd92886b178ce4e57fd51a26663a1
469,852,"Women's Tights, S",True,Black,4,3,31,75,S,,0,S ,,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,24.0,3.0,Clothing,2012-05-30,2013-05-29,,1,142.0,35,75,True,2006-06-23,9999-12-31 00:00:00,9008cc6e6c59d5190877efb92ad8ea8c0cbbadc2964816c989650c2dcbde3ad8
470,853,"Women's Tights, M",True,Black,4,3,31,75,M,,0,S ,,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,24.0,3.0,Clothing,2012-05-30,2013-05-29,,1,142.0,35,75,True,2006-06-23,9999-12-31 00:00:00,447a4e9313cc382581bdb2dcb59d0cc52ed975b88ad15dc71e939e037029b05f
471,854,"Women's Tights, L",True,Black,4,3,31,75,L,,0,S ,,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,24.0,3.0,Clothing,2012-05-30,2013-05-29,,1,142.0,35,75,True,2006-06-23,9999-12-31 00:00:00,f2ba6b820fe2ac53876196ad07f6dd221655a6aaf3332e28b0af7ff762330ec2
472,828,HL Road Rear Wheel,True,Black,500,375,159,357,,890.0,1,R ,H ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,17.0,2.0,Components,2012-05-30,2013-05-29,,1,125.0,134,221,True,2006-06-23,9999-12-31 00:00:00,e26284709a01640f2f2032cf4908d299fe26b5f2a236f176ff8c038b5f983956
473,820,HL Road Front Wheel,True,Black,500,375,147,330,,650.0,1,R ,H ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,17.0,2.0,Components,2012-05-30,2013-05-29,,2,125.0,134,221,True,2006-06-23,9999-12-31 00:00:00,a0a1d05e40d6a92d6280e67635b5d564fda70693bc294c1107bd838b2660e02e
474,825,HL Mountain Rear Wheel,True,Black,500,375,145,327,,,1,M ,H ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,17.0,2.0,Components,2012-05-30,2013-05-29,,3,125.0,134,221,True,2006-06-23,9999-12-31 00:00:00,79f10dacf2829d36f93ad94f640049db8934b9146bbd91f61075a208ec6347bf
475,817,HL Mountain Front Wheel,True,Black,500,375,133,300,,,1,M ,H ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,17.0,2.0,Components,2012-05-30,2013-05-29,,4,125.0,134,221,True,2006-06-23,9999-12-31 00:00:00,a84cf26fca9e4ad7015aec670398103e643a5b7be8e2e18fb3b8a1253f113354
476,827,ML Road Rear Wheel,True,Black,500,375,122,275,,1000.0,1,R ,M ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,17.0,2.0,Components,2012-05-30,2013-05-29,,5,125.0,134,221,True,2006-06-23,9999-12-31 00:00:00,96ff414b8f03494755ee24790aa770900970d86fa9ac1b506a58aa61abf176a4
477,819,ML Road Front Wheel,True,Black,500,375,110,248,,850.0,1,R ,M ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,17.0,2.0,Components,2012-05-30,2013-05-29,,6,125.0,134,221,True,2006-06-23,9999-12-31 00:00:00,dc912878d84faa49e43d6ed259a770b3c541031e4466e3603a54988e5622e31b
478,829,Touring Rear Wheel,True,Black,500,375,109,245,,,1,T ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,17.0,2.0,Components,2012-05-30,2013-05-29,,7,125.0,134,221,True,2006-06-23,9999-12-31 00:00:00,c2a61f8986d8ba284e6304a242250ed4e8d8ace6cad7ba2f071fe9ff13c08d26
479,824,ML Mountain Rear Wheel,True,Black,500,375,105,236,,,1,M ,M ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,17.0,2.0,Components,2012-05-30,2013-05-29,,8,125.0,134,221,True,2006-06-23,9999-12-31 00:00:00,2ee1b4c11dbc0dec2726f2db1294c7f007612efeb5aa3116766b210ff430f2d9
480,821,Touring Front Wheel,True,Black,500,375,97,218,,,1,T ,,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,17.0,2.0,Components,2012-05-30,2013-05-29,,9,125.0,134,221,True,2006-06-23,9999-12-31 00:00:00,e7c9b8c9a1dd5fc9d7853c5b3da42f506f1002a761e8aa97f57498567d927848
481,816,ML Mountain Front Wheel,True,Black,500,375,93,209,,,1,M ,M ,,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,17.0,2.0,Components,2012-05-30,2013-05-29,,10,125.0,134,221,True,2006-06-23,9999-12-31 00:00:00,1148c3104cebc22c864b389ed8f34adb014d4b9607c02764a3a18dfa00fbffc1
