PURCHASEORDERDETAILKEY,PURCHASEORDERID,PURCHASEORDERDETAILID,PURCHASEORDERHEADERKEY,PRODUCTKEY,DUEDATE,ORDERQTY,UNITPRICE,LINETOTAL,RECEIVEDQTY,REJECTEDQTY,STOCKEDQTY,ORDERDETAILMODIFIEDDATE,ISCURRENT
327,127,283,127,153,2012-03-23,60,50.75,3044.79,60.0,0.0,60.0,2012-03-16,True
328,127,284,127,154,2012-03-23,60,62.93,3775.59,60.0,0.0,60.0,2012-03-16,True
329,127,285,127,155,2012-03-23,60,49.65,2979.27,60.0,0.0,60.0,2012-03-16,True
330,128,286,128,119,2012-03-23,550,10.38,5711.48,550.0,0.0,550.0,2012-03-16,True
331,129,287,129,234,2012-03-28,3,45.58,136.74,3.0,0.0,3.0,2012-03-21,True
332,129,288,129,138,2012-03-28,3,43.48,130.44,3.0,0.0,3.0,2012-03-21,True
333,129,289,129,86,2012-03-28,3,47.75,143.26,3.0,0.0,3.0,2012-03-21,True
334,129,290,129,87,2012-03-28,3,43.48,130.44,3.0,0.0,3.0,2012-03-21,True
335,129,291,129,88,2012-03-28,3,41.38,124.14,3.0,0.0,3.0,2012-03-21,True
336,130,292,130,149,2012-03-28,3,12.72,38.15,3.0,0.0,3.0,2012-03-21,True
337,130,293,130,150,2012-03-28,3,19.94,59.82,3.0,0.0,3.0,2012-03-21,True
338,131,294,131,124,2012-03-28,3,38.16,114.47,3.0,0.0,3.0,2012-03-21,True
339,132,295,132,110,2012-03-28,3,44.22,132.65,3.0,0.0,3.0,2012-03-21,True
340,133,296,133,10,2012-04-11,550,31.49,17319.23,550.0,0.0,550.0,2012-04-04,True
341,133,297,133,8,2012-04-11,550,48.29,26559.23,550.0,0.0,550.0,2012-04-04,True
342,134,298,134,167,2012-04-11,60,6.98,418.95,60.0,60.0,0.0,2012-04-04,True
343,135,299,135,240,2012-04-11,3,45.44,136.33,3.0,0.0,3.0,2012-04-04,True
344,135,300,135,241,2012-04-11,3,41.17,123.51,3.0,0.0,3.0,2012-04-04,True
345,135,301,135,242,2012-04-11,3,39.07,117.21,3.0,0.0,3.0,2012-04-04,True
346,135,302,135,85,2012-04-11,3,47.68,143.04,3.0,0.0,3.0,2012-04-04,True
347,135,303,135,98,2012-04-11,3,45.58,136.74,3.0,0.0,3.0,2012-04-04,True
348,135,304,135,99,2012-04-11,3,49.85,149.56,3.0,0.0,3.0,2012-04-04,True
349,135,305,135,100,2012-04-11,3,45.58,136.74,3.0,0.0,3.0,2012-04-04,True
350,135,306,135,101,2012-04-11,3,43.48,130.44,3.0,0.0,3.0,2012-04-04,True
351,135,307,135,102,2012-04-11,3,47.75,143.26,3.0,0.0,3.0,2012-04-04,True
352,135,308,135,103,2012-04-11,3,43.48,130.44,3.0,0.0,3.0,2012-04-04,True
353,135,309,135,70,2012-04-11,3,41.38,124.14,3.0,0.0,3.0,2012-04-04,True
354,135,310,135,105,2012-04-11,3,45.65,136.96,3.0,0.0,3.0,2012-04-04,True
355,135,311,135,106,2012-04-11,3,41.38,124.14,3.0,0.0,3.0,2012-04-04,True
356,135,312,135,107,2012-04-11,3,39.28,117.84,3.0,0.0,3.0,2012-04-04,True
357,135,313,135,108,2012-04-11,3,43.55,130.66,3.0,0.0,3.0,2012-04-04,True
358,135,314,135,97,2012-04-11,3,39.28,117.84,3.0,0.0,3.0,2012-04-04,True
359,135,315,135,62,2012-04-11,3,37.18,111.54,3.0,0.0,3.0,2012-04-04,True
360,135,316,135,69,2012-04-11,3,41.45,124.36,3.0,0.0,3.0,2012-04-04,True
361,135,317,135,68,2012-04-11,3,37.18,111.54,3.0,0.0,3.0,2012-04-04,True
362,135,318,135,67,2012-04-11,3,47.52,142.57,3.0,0.0,3.0,2012-04-04,True
363,135,319,135,66,2012-04-11,3,45.42,136.27,3.0,0.0,3.0,2012-04-04,True
364,135,320,135,65,2012-04-11,3,49.7,149.09,3.0,0.0,3.0,2012-04-04,True
365,135,321,135,64,2012-04-11,3,45.42,136.27,3.0,0.0,3.0,2012-04-04,True
366,135,322,135,63,2012-04-11,3,43.32,129.97,3.0,0.0,3.0,2012-04-04,True
367,135,323,135,61,2012-04-11,3,47.6,142.79,3.0,0.0,3.0,2012-04-04,True
368,135,324,135,71,2012-04-11,3,43.32,129.97,3.0,0.0,3.0,2012-04-04,True
369,136,325,136,165,2012-04-11,60,3.38,202.86,51.0,0.0,51.0,2012-04-04,True
370,136,326,136,166,2012-04-11,60,4.32,258.93,60.0,0.0,60.0,2012-04-04,True
371,137,327,137,241,2012-04-25,3,43.34,130.03,3.0,0.0,3.0,2012-04-18,True
372,137,328,137,242,2012-04-25,3,39.07,117.21,3.0,0.0,3.0,2012-04-18,True
373,137,329,137,243,2012-04-25,3,36.97,110.91,3.0,0.0,3.0,2012-04-18,True
374,137,330,137,244,2012-04-25,3,41.24,123.73,3.0,0.0,3.0,2012-04-18,True
375,137,331,137,245,2012-04-25,3,36.97,110.91,3.0,0.0,3.0,2012-04-18,True
376,137,332,137,246,2012-04-25,3,43.22,129.65,3.0,0.0,3.0,2012-04-18,True
377,138,333,138,149,2012-04-25,3,12.36,37.08,3.0,0.0,3.0,2012-04-18,True
378,139,334,139,118,2012-04-25,550,39.2,21558.08,550.0,0.0,550.0,2012-04-18,True
379,140,335,140,216,2012-04-25,3,39.07,117.21,3.0,0.0,3.0,2012-04-18,True
380,140,336,140,217,2012-04-25,3,36.97,110.91,3.0,0.0,3.0,2012-04-18,True
381,140,337,140,218,2012-04-25,3,41.24,123.73,3.0,0.0,3.0,2012-04-18,True
382,141,338,141,495,2012-04-25,550,43.98,24191.48,550.0,0.0,550.0,2012-04-18,True
383,141,339,141,497,2012-04-25,550,38.15,20980.58,550.0,0.0,550.0,2012-04-18,True
384,142,340,142,234,2012-04-25,3,45.58,136.74,3.0,0.0,3.0,2012-04-18,True
385,142,341,142,138,2012-04-25,3,43.48,130.44,3.0,0.0,3.0,2012-04-18,True
386,143,342,143,206,2012-04-25,3,49.75,149.25,3.0,0.0,3.0,2012-04-18,True
387,143,343,143,207,2012-04-25,3,45.48,136.43,3.0,0.0,3.0,2012-04-18,True
388,143,344,143,208,2012-04-25,3,43.38,130.13,3.0,0.0,3.0,2012-04-18,True
389,144,345,144,500,2012-04-25,550,34.35,18890.03,550.0,550.0,0.0,2012-04-18,True
390,144,346,144,499,2012-04-25,550,39.24,21581.18,550.0,550.0,0.0,2012-04-18,True
391,145,347,145,208,2012-04-25,3,43.27,129.81,3.0,0.0,3.0,2012-04-18,True
392,145,348,145,170,2012-04-25,3,47.54,142.63,3.0,0.0,3.0,2012-04-18,True
393,145,349,145,158,2012-04-25,3,43.27,129.81,3.0,0.0,3.0,2012-04-18,True
394,145,350,145,159,2012-04-25,3,41.17,123.51,3.0,0.0,3.0,2012-04-18,True
395,145,351,145,160,2012-04-25,3,45.44,136.33,3.0,0.0,3.0,2012-04-18,True
396,146,352,146,498,2012-04-25,550,32.77,18023.78,468.0,0.0,468.0,2012-04-18,True
397,146,353,146,496,2012-04-25,550,37.09,20397.3,550.0,0.0,550.0,2012-04-18,True
398,146,354,146,494,2012-04-25,550,43.04,23671.73,550.0,0.0,550.0,2012-04-18,True
399,147,355,147,203,2012-04-25,550,10.82,5948.25,550.0,0.0,550.0,2012-04-18,True
400,148,356,148,447,2012-04-25,550,82.83,45558.98,550.0,0.0,550.0,2012-04-18,True
401,148,357,148,446,2012-04-25,550,82.83,45558.98,550.0,0.0,550.0,2012-04-18,True
402,149,358,149,183,2012-04-25,1250,0.21,262.5,1250.0,0.0,1250.0,2012-04-18,True
403,149,359,149,197,2012-04-25,1250,0.21,262.5,1250.0,0.0,1250.0,2012-04-18,True
404,150,360,150,191,2012-04-25,3,49.64,148.93,3.0,0.0,3.0,2012-04-18,True
405,150,361,150,192,2012-04-25,3,44.32,132.96,3.0,0.0,3.0,2012-04-18,True
406,150,362,150,193,2012-04-25,60,28.7,1721.79,60.0,0.0,60.0,2012-04-18,True
407,151,363,151,494,2012-04-25,550,42.51,23382.98,550.0,0.0,550.0,2012-04-18,True
408,151,364,151,501,2012-04-25,550,5.59,3072.3,550.0,0.0,550.0,2012-04-18,True
409,152,365,152,493,2012-04-25,60,15.74,944.37,60.0,9.0,51.0,2012-04-18,True
410,153,366,153,503,2012-05-16,550,6.53,3592.05,550.0,0.0,550.0,2012-05-09,True
411,153,367,153,502,2012-05-16,550,6.18,3401.48,550.0,0.0,550.0,2012-05-09,True
412,154,368,154,188,2012-05-16,550,29.58,16268.18,550.0,550.0,0.0,2012-05-09,True
413,154,369,154,189,2012-05-16,550,36.1,19854.45,550.0,550.0,0.0,2012-05-09,True
414,155,370,155,498,2012-05-16,550,32.25,17735.03,550.0,0.0,550.0,2012-05-09,True
415,155,371,155,496,2012-05-16,550,36.56,20108.55,523.0,0.0,523.0,2012-05-09,True
416,156,372,156,190,2012-05-16,550,46.42,25531.28,468.0,0.0,468.0,2012-05-09,True
417,157,373,157,173,2012-06-13,3,47.6,142.79,3.0,0.0,3.0,2012-06-06,True
418,157,374,157,174,2012-06-13,3,43.32,129.97,3.0,0.0,3.0,2012-06-06,True
419,157,375,157,175,2012-06-13,3,41.22,123.67,3.0,0.0,3.0,2012-06-06,True
420,157,376,157,176,2012-06-13,3,45.5,136.49,3.0,0.0,3.0,2012-06-06,True
421,157,377,157,177,2012-06-13,3,41.22,123.67,3.0,0.0,3.0,2012-06-06,True
422,157,378,157,178,2012-06-13,3,39.12,117.37,3.0,0.0,3.0,2012-06-06,True
423,158,379,158,184,2012-06-13,3,41.92,125.75,3.0,0.0,3.0,2012-06-06,True
424,159,380,159,248,2012-06-13,3,50.26,150.79,3.0,0.0,3.0,2012-06-06,True
425,160,381,160,174,2012-06-13,3,43.48,130.44,3.0,0.0,3.0,2012-06-06,True
426,160,382,160,175,2012-06-13,3,41.38,124.14,3.0,0.0,3.0,2012-06-06,True
427,160,383,160,176,2012-06-13,3,45.65,136.96,3.0,0.0,3.0,2012-06-06,True
428,161,384,161,126,2012-06-13,550,16.09,8847.3,550.0,0.0,550.0,2012-06-06,True
429,162,385,162,186,2012-06-13,3,57.03,171.08,3.0,0.0,3.0,2012-06-06,True
430,163,386,163,117,2012-06-13,550,37.09,20397.3,550.0,0.0,550.0,2012-06-06,True
431,164,387,164,118,2012-06-13,550,26.6,14628.08,550.0,550.0,0.0,2012-06-06,True
432,165,388,165,188,2012-06-13,550,27.06,14882.18,550.0,0.0,550.0,2012-06-06,True
433,165,389,165,189,2012-06-13,550,33.58,18468.45,523.0,0.0,523.0,2012-06-06,True
434,165,390,165,190,2012-06-13,550,46.06,25334.93,550.0,0.0,550.0,2012-06-06,True
435,166,391,166,223,2012-06-13,3,43.34,130.03,3.0,0.0,3.0,2012-06-06,True
436,166,392,166,224,2012-06-13,3,39.07,117.21,3.0,0.0,3.0,2012-06-06,True
437,166,393,166,225,2012-06-13,3,36.97,110.91,3.0,0.0,3.0,2012-06-06,True
438,166,394,166,226,2012-06-13,3,41.24,123.73,3.0,0.0,3.0,2012-06-06,True
439,167,395,167,91,2012-06-13,3,39.12,117.37,3.0,0.0,3.0,2012-06-06,True
440,167,396,167,92,2012-06-13,3,43.4,130.19,3.0,0.0,3.0,2012-06-06,True
441,167,397,167,93,2012-06-13,3,39.12,117.37,3.0,0.0,3.0,2012-06-06,True
442,167,398,167,94,2012-06-13,3,37.02,111.07,3.0,0.0,3.0,2012-06-06,True
443,167,399,167,95,2012-06-13,3,41.3,123.89,3.0,0.0,3.0,2012-06-06,True
444,167,400,167,96,2012-06-13,3,37.02,111.07,3.0,0.0,3.0,2012-06-06,True
445,168,401,168,191,2012-06-13,3,47.47,142.41,3.0,0.0,3.0,2012-06-06,True
446,168,402,168,192,2012-06-13,3,42.8,128.39,3.0,0.0,3.0,2012-06-06,True
447,168,403,168,193,2012-06-13,60,25.42,1525.23,60.0,0.0,60.0,2012-06-06,True
448,169,404,169,70,2012-06-13,3,41.3,123.89,3.0,0.0,3.0,2012-06-06,True
449,169,405,169,105,2012-06-13,3,37.02,111.07,3.0,0.0,3.0,2012-06-06,True
450,169,406,169,106,2012-06-13,3,47.68,143.04,3.0,0.0,3.0,2012-06-06,True
451,169,407,169,107,2012-06-13,3,45.58,136.74,3.0,0.0,3.0,2012-06-06,True
452,169,408,169,108,2012-06-13,3,49.85,149.56,3.0,0.0,3.0,2012-06-06,True
453,170,409,170,6,2012-06-13,550,62.99,34644.23,550.0,0.0,550.0,2012-06-06,True
454,171,410,171,193,2012-06-13,60,26.37,1581.93,60.0,0.0,60.0,2012-06-06,True
455,172,411,172,121,2012-06-13,3,48.76,146.29,3.0,0.0,3.0,2012-06-06,True
456,173,412,173,156,2012-06-25,3,34.19,102.56,3.0,0.0,3.0,2012-06-18,True
457,174,413,174,194,2012-06-25,3,50.26,150.79,3.0,3.0,0.0,2012-06-18,True
458,175,414,175,119,2012-06-25,550,10.73,5902.05,550.0,0.0,550.0,2012-06-18,True
459,175,415,175,120,2012-06-25,550,14.12,7767.38,523.0,0.0,523.0,2012-06-18,True
460,176,416,176,151,2012-06-25,60,50.26,3015.81,51.0,0.0,51.0,2012-06-18,True
461,176,417,176,152,2012-06-25,60,57.15,3429.09,60.0,0.0,60.0,2012-06-18,True
462,176,418,176,153,2012-06-25,60,53.2,3192.21,60.0,0.0,60.0,2012-06-18,True
463,176,419,176,154,2012-06-25,60,63.69,3821.58,60.0,0.0,60.0,2012-06-18,True
464,177,420,177,440,2012-07-06,550,21.09,11601.98,550.0,0.0,550.0,2012-06-29,True
465,177,421,177,437,2012-07-06,550,30.44,16741.73,550.0,0.0,550.0,2012-06-29,True
466,177,422,177,434,2012-07-06,550,40.94,22516.73,550.0,0.0,550.0,2012-06-29,True
467,177,423,177,441,2012-07-06,550,21.09,11601.98,550.0,0.0,550.0,2012-06-29,True
468,177,424,177,438,2012-07-06,550,30.44,16741.73,550.0,0.0,550.0,2012-06-29,True
469,177,425,177,435,2012-07-06,550,40.94,22516.73,550.0,0.0,550.0,2012-06-29,True
470,178,426,178,111,2012-07-06,60,9.2,551.88,60.0,0.0,60.0,2012-06-29,True
471,179,427,179,162,2012-07-06,550,5.78,3176.25,550.0,0.0,550.0,2012-06-29,True
472,179,428,179,163,2012-07-06,550,1.16,635.25,550.0,0.0,550.0,2012-06-29,True
473,179,429,179,132,2012-07-06,550,5.78,3176.25,550.0,0.0,550.0,2012-06-29,True
474,180,430,180,112,2012-07-06,550,23.39,12866.7,550.0,0.0,550.0,2012-06-29,True
475,180,431,180,113,2012-07-06,550,27.65,15205.58,550.0,55.0,495.0,2012-06-29,True
476,181,432,181,131,2012-07-06,550,3.49,1917.3,550.0,0.0,550.0,2012-06-29,True
477,182,433,182,162,2012-07-06,550,6.2,3407.25,550.0,82.0,468.0,2012-06-29,True
478,182,434,182,163,2012-07-06,550,1.47,808.5,550.0,0.0,550.0,2012-06-29,True
479,183,435,183,112,2012-07-06,550,22.17,12191.03,550.0,0.0,550.0,2012-06-29,True
480,183,436,183,113,2012-07-06,550,29.28,16106.48,550.0,0.0,550.0,2012-06-29,True
481,184,437,184,150,2012-07-06,3,19.98,59.94,3.0,3.0,0.0,2012-06-29,True
482,185,438,185,204,2012-07-06,3,41.17,123.51,3.0,0.0,3.0,2012-06-29,True
483,185,439,185,205,2012-07-06,3,39.07,117.21,3.0,0.0,3.0,2012-06-29,True
484,185,440,185,206,2012-07-06,3,43.34,130.03,3.0,0.0,3.0,2012-06-29,True
485,185,441,185,207,2012-07-06,3,39.07,117.21,3.0,0.0,3.0,2012-06-29,True
486,185,442,185,208,2012-07-06,3,36.97,110.91,3.0,0.0,3.0,2012-06-29,True
487,185,443,185,170,2012-07-06,3,41.24,123.73,3.0,0.0,3.0,2012-06-29,True
488,185,444,185,158,2012-07-06,3,36.97,110.91,3.0,0.0,3.0,2012-06-29,True
489,185,445,185,159,2012-07-06,3,34.87,104.61,3.0,0.0,3.0,2012-06-29,True
490,185,446,185,160,2012-07-06,3,39.14,117.43,3.0,0.0,3.0,2012-06-29,True
491,186,447,186,9,2012-07-06,550,31.49,17319.23,468.0,0.0,468.0,2012-06-29,True
492,186,448,186,7,2012-07-06,550,48.29,26559.23,550.0,0.0,550.0,2012-06-29,True
493,187,449,187,246,2012-07-06,3,41.17,123.51,3.0,0.0,3.0,2012-06-29,True
494,187,450,187,247,2012-07-06,3,45.44,136.33,3.0,0.0,3.0,2012-06-29,True
495,187,451,187,235,2012-07-06,3,41.17,123.51,3.0,0.0,3.0,2012-06-29,True
496,187,452,187,249,2012-07-06,3,39.07,117.21,3.0,0.0,3.0,2012-06-29,True
497,187,453,187,250,2012-07-06,3,43.34,130.03,3.0,0.0,3.0,2012-06-29,True
498,187,454,187,251,2012-07-06,3,39.07,117.21,3.0,0.0,3.0,2012-06-29,True
499,188,455,188,143,2012-07-06,550,6.88,3782.63,550.0,0.0,550.0,2012-06-29,True
500,188,456,188,144,2012-07-06,550,7.8,4290.83,550.0,0.0,550.0,2012-06-29,True
501,188,457,188,133,2012-07-06,550,8.76,4816.35,550.0,0.0,550.0,2012-06-29,True
502,188,458,188,146,2012-07-06,550,5.81,3193.58,550.0,0.0,550.0,2012-06-29,True
503,188,459,188,147,2012-07-06,550,8.86,4874.1,550.0,0.0,550.0,2012-06-29,True
504,189,460,189,211,2012-07-06,3,47.47,142.41,3.0,0.0,3.0,2012-06-29,True
505,190,461,190,115,2012-07-06,550,23.08,12693.45,550.0,0.0,550.0,2012-06-29,True
506,190,462,190,116,2012-07-06,550,29.27,16100.7,550.0,55.0,495.0,2012-06-29,True
507,190,463,190,117,2012-07-06,550,34.98,19236.53,550.0,0.0,550.0,2012-06-29,True
508,191,464,191,217,2012-07-06,3,43.27,129.81,3.0,0.0,3.0,2012-06-29,True
509,191,465,191,218,2012-07-06,3,41.17,123.51,3.0,0.0,3.0,2012-06-29,True
510,191,466,191,442,2012-07-06,550,21.09,11601.98,550.0,27.0,523.0,2012-06-29,True
511,191,467,191,439,2012-07-06,550,30.44,16741.73,550.0,0.0,550.0,2012-06-29,True
512,192,468,192,109,2012-07-06,550,2.32,1276.28,550.0,82.0,468.0,2012-06-29,True
513,193,469,193,122,2012-07-09,550,3.64,2003.93,550.0,0.0,550.0,2012-07-02,True
514,194,470,194,440,2012-07-09,550,21.09,11601.98,550.0,550.0,0.0,2012-07-02,True
515,194,471,194,437,2012-07-09,550,30.44,16741.73,550.0,550.0,0.0,2012-07-02,True
516,195,472,195,165,2012-07-09,60,3.6,216.09,60.0,0.0,60.0,2012-07-02,True
517,195,473,195,166,2012-07-09,60,3.98,238.77,57.0,0.0,57.0,2012-07-02,True
518,196,474,196,9,2012-07-09,550,31.49,17319.23,468.0,0.0,468.0,2012-07-02,True
519,196,475,196,7,2012-07-09,550,48.29,26559.23,550.0,0.0,550.0,2012-07-02,True
520,197,476,197,120,2012-07-09,550,12.97,7132.13,550.0,0.0,550.0,2012-07-02,True
521,198,477,198,441,2012-07-09,550,21.09,11601.98,550.0,0.0,550.0,2012-07-02,True
522,198,478,198,438,2012-07-09,550,30.44,16741.73,550.0,0.0,550.0,2012-07-02,True
523,199,479,199,434,2012-07-09,550,40.94,22516.73,550.0,0.0,550.0,2012-07-02,True
524,200,480,200,4,2012-07-09,550,62.99,34644.23,550.0,0.0,550.0,2012-07-02,True
525,201,481,201,79,2012-08-10,3,47.6,142.79,3.0,0.0,3.0,2012-08-03,True
526,201,482,201,80,2012-08-10,3,43.32,129.97,3.0,0.0,3.0,2012-08-03,True
527,201,483,201,81,2012-08-10,3,41.22,123.67,3.0,0.0,3.0,2012-08-03,True
528,201,484,201,82,2012-08-10,3,45.5,136.49,3.0,0.0,3.0,2012-08-03,True
529,202,485,202,73,2012-08-10,3,47.68,143.04,3.0,0.0,3.0,2012-08-03,True
530,203,486,203,115,2012-08-10,550,23.4,12872.48,550.0,0.0,550.0,2012-08-03,True
531,203,487,203,116,2012-08-10,550,27.87,15326.85,550.0,0.0,550.0,2012-08-03,True
532,204,488,204,123,2012-08-10,550,6.75,3713.33,550.0,550.0,0.0,2012-08-03,True
533,205,489,205,10,2012-08-10,550,31.49,17319.23,550.0,0.0,550.0,2012-08-03,True
534,205,490,205,8,2012-08-10,550,48.29,26559.23,523.0,0.0,523.0,2012-08-03,True
535,205,491,205,114,2012-08-10,550,36.28,19952.63,550.0,0.0,550.0,2012-08-03,True
536,206,492,206,151,2012-08-10,60,50.75,3044.79,51.0,0.0,51.0,2012-08-03,True
537,206,493,206,152,2012-08-10,60,58.26,3495.87,60.0,0.0,60.0,2012-08-03,True
538,206,494,206,153,2012-08-10,60,50.75,3044.79,60.0,0.0,60.0,2012-08-03,True
539,206,495,206,154,2012-08-10,60,62.93,3775.59,60.0,0.0,60.0,2012-08-03,True
540,207,496,207,119,2012-08-10,550,10.38,5711.48,550.0,0.0,550.0,2012-08-03,True
541,208,497,208,89,2012-08-10,3,45.65,136.96,3.0,0.0,3.0,2012-08-03,True
542,208,498,208,90,2012-08-10,3,41.38,124.14,3.0,0.0,3.0,2012-08-03,True
543,208,499,208,91,2012-08-10,3,39.28,117.84,3.0,0.0,3.0,2012-08-03,True
544,208,500,208,92,2012-08-10,3,43.55,130.66,3.0,0.0,3.0,2012-08-03,True
545,208,501,208,93,2012-08-10,3,39.28,117.84,3.0,0.0,3.0,2012-08-03,True
546,209,502,209,149,2012-08-14,3,12.72,38.15,3.0,0.0,3.0,2012-08-07,True
547,209,503,209,150,2012-08-14,3,19.94,59.82,3.0,0.0,3.0,2012-08-07,True
548,210,504,210,124,2012-08-14,3,38.16,114.47,3.0,0.0,3.0,2012-08-07,True
549,211,505,211,110,2012-08-14,3,44.22,132.65,3.0,0.0,3.0,2012-08-07,True
550,212,506,212,10,2012-08-14,550,31.49,17319.23,550.0,82.0,468.0,2012-08-07,True
551,212,507,212,8,2012-08-14,550,48.29,26559.23,550.0,0.0,550.0,2012-08-07,True
552,213,508,213,167,2012-08-29,60,6.98,418.95,60.0,0.0,60.0,2012-08-22,True
553,214,509,214,236,2012-08-29,3,43.27,129.81,3.0,3.0,0.0,2012-08-22,True
554,214,510,214,237,2012-08-29,3,47.54,142.63,3.0,3.0,0.0,2012-08-22,True
555,215,511,215,165,2012-08-29,60,3.38,202.86,60.0,0.0,60.0,2012-08-22,True
556,215,512,215,166,2012-08-29,60,4.32,258.93,57.0,0.0,57.0,2012-08-22,True
557,216,513,216,247,2012-08-29,3,47.49,142.47,3.0,0.0,3.0,2012-08-22,True
558,216,514,216,235,2012-08-29,3,43.27,129.81,3.0,0.0,3.0,2012-08-22,True
559,216,515,216,249,2012-08-29,3,47.54,142.63,3.0,0.0,3.0,2012-08-22,True
560,216,516,216,250,2012-08-29,3,43.27,129.81,3.0,0.0,3.0,2012-08-22,True
561,217,517,217,149,2012-08-29,3,12.36,37.08,3.0,0.0,3.0,2012-08-22,True
562,218,518,218,118,2012-08-29,550,39.2,21558.08,550.0,0.0,550.0,2012-08-22,True
563,219,519,219,219,2012-08-29,3,36.97,110.91,3.0,0.0,3.0,2012-08-22,True
564,219,520,219,220,2012-08-29,3,34.87,104.61,3.0,0.0,3.0,2012-08-22,True
565,219,521,219,221,2012-08-29,3,39.14,117.43,3.0,0.0,3.0,2012-08-22,True
566,219,522,219,209,2012-08-29,3,47.58,142.73,3.0,0.0,3.0,2012-08-22,True
567,219,523,219,223,2012-08-29,3,45.48,136.43,3.0,0.0,3.0,2012-08-22,True
568,220,524,220,500,2012-08-29,550,34.87,19178.78,550.0,0.0,550.0,2012-08-22,True
569,220,525,220,499,2012-08-29,550,39.76,21869.93,550.0,55.0,495.0,2012-08-22,True
570,220,526,220,495,2012-08-29,550,43.98,24191.48,550.0,0.0,550.0,2012-08-22,True
571,221,527,221,86,2012-08-30,3,47.75,143.26,3.0,0.0,3.0,2012-08-23,True
572,221,528,221,87,2012-08-30,3,43.48,130.44,3.0,0.0,3.0,2012-08-23,True
573,221,529,221,88,2012-08-30,3,41.38,124.14,3.0,0.0,3.0,2012-08-23,True
574,221,530,221,89,2012-08-30,3,45.65,136.96,3.0,0.0,3.0,2012-08-23,True
575,222,531,222,170,2012-08-30,3,47.65,142.95,3.0,0.0,3.0,2012-08-23,True
576,222,532,222,158,2012-08-30,3,43.38,130.13,3.0,0.0,3.0,2012-08-23,True
577,223,533,223,500,2012-08-30,550,34.35,18890.03,550.0,0.0,550.0,2012-08-23,True
578,223,534,223,499,2012-08-30,550,39.24,21581.18,550.0,0.0,550.0,2012-08-23,True
579,224,535,224,204,2012-08-30,3,47.47,142.41,3.0,3.0,0.0,2012-08-23,True
580,224,536,224,205,2012-08-30,3,45.37,136.11,3.0,3.0,0.0,2012-08-23,True
581,225,537,225,498,2012-09-07,550,32.77,18023.78,550.0,0.0,550.0,2012-08-31,True
582,225,538,225,496,2012-09-07,550,37.09,20397.3,523.0,0.0,523.0,2012-08-31,True
583,225,539,225,494,2012-09-07,550,43.04,23671.73,550.0,0.0,550.0,2012-08-31,True
584,226,540,226,203,2012-09-07,550,10.82,5948.25,468.0,0.0,468.0,2012-08-31,True
585,227,541,227,447,2012-09-07,550,82.83,45558.98,550.0,0.0,550.0,2012-08-31,True
586,227,542,227,446,2012-09-07,550,82.83,45558.98,550.0,0.0,550.0,2012-08-31,True
587,228,543,228,183,2012-09-07,1250,0.21,262.5,1250.0,0.0,1250.0,2012-08-31,True
588,228,544,228,197,2012-09-07,1250,0.21,262.5,1250.0,0.0,1250.0,2012-08-31,True
589,229,545,229,191,2012-09-07,3,49.64,148.93,3.0,0.0,3.0,2012-08-31,True
590,229,546,229,192,2012-09-07,3,44.32,132.96,3.0,0.0,3.0,2012-08-31,True
591,229,547,229,193,2012-09-07,60,28.7,1721.79,60.0,0.0,60.0,2012-08-31,True
592,230,548,230,494,2012-09-07,550,42.51,23382.98,550.0,0.0,550.0,2012-08-31,True
593,230,549,230,501,2012-09-07,550,5.59,3072.3,550.0,55.0,495.0,2012-08-31,True
594,231,550,231,493,2012-09-07,60,15.74,944.37,60.0,0.0,60.0,2012-08-31,True
595,232,551,232,495,2012-09-07,550,43.46,23902.73,550.0,82.0,468.0,2012-08-31,True
596,232,552,232,497,2012-09-07,550,37.62,20691.83,550.0,0.0,550.0,2012-08-31,True
597,233,553,233,190,2012-09-11,550,48.58,26720.93,550.0,0.0,550.0,2012-09-04,True
598,234,554,234,498,2012-09-11,550,32.25,17735.03,550.0,550.0,0.0,2012-09-04,True
599,234,555,234,496,2012-09-11,550,36.56,20108.55,550.0,550.0,0.0,2012-09-04,True
600,235,556,235,190,2012-09-11,550,46.42,25531.28,550.0,0.0,550.0,2012-09-04,True
601,236,557,236,179,2012-09-11,3,43.4,130.19,3.0,0.0,3.0,2012-09-04,True
602,236,558,236,180,2012-09-11,3,39.12,117.37,3.0,0.0,3.0,2012-09-04,True
603,236,559,236,181,2012-09-11,3,37.02,111.07,3.0,0.0,3.0,2012-09-04,True
604,236,560,236,182,2012-09-11,3,41.3,123.89,3.0,0.0,3.0,2012-09-04,True
605,237,561,237,184,2012-09-19,3,41.92,125.75,3.0,0.0,3.0,2012-09-12,True
606,238,562,238,248,2012-09-19,3,50.26,150.79,3.0,0.0,3.0,2012-09-12,True
607,239,563,239,177,2012-09-19,3,41.38,124.14,3.0,0.0,3.0,2012-09-12,True
608,239,564,239,178,2012-09-19,3,39.28,117.84,3.0,0.0,3.0,2012-09-12,True
609,239,565,239,179,2012-09-19,3,43.55,130.66,3.0,0.0,3.0,2012-09-12,True
610,239,566,239,180,2012-09-19,3,39.28,117.84,3.0,0.0,3.0,2012-09-12,True
611,239,567,239,181,2012-09-19,3,37.18,111.54,3.0,0.0,3.0,2012-09-12,True
