CUSTOMERKEY,CUSTOMERID,STOREID,TERRITORYKEY,ACCOUNTNUMBER,CUSTOMERMODIFIEDDATE,STORENAME,STOREMODIFIEDDATE,STORECATEGORY,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
109,109,1890.0,1,AW00000109,2014-09-12 11:15:07.263,Travel Sports,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,8c0b7e6d307a9e7514f99810cb07618ebae08ad15d5b36356a2bdcb11abfd9dd
110,110,1888.0,1,AW00000110,2014-09-12 11:15:07.263,Vintage Sport Boutique,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,7a93a9a1c4579dc1108ab4fd1ac68d55c2de52385b6d4b1aa955335853891ead
111,111,726.0,3,AW00000111,2014-09-12 11:15:07.263,Westside Cycle Store,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,4aa70ae8da8cd42721eebd885ca688c37097c36585ecca53428c6a7d5fbf0aa4
112,112,1318.0,4,AW00000112,2014-09-12 11:15:07.263,Town Industries,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,cb36d30a42de91649db899e768a755720e84d54dab92476bcacd3b36f329f9e2
113,113,1886.0,4,AW00000113,2014-09-12 11:15:07.263,Trendy Department Stores,2014-09-12 11:15:07.497,Department Store,True,2006-06-23,9999-12-31 00:00:00,910fdfd35dc993302b54ade200f90eeb2a5fc266d7af94b21cb2c2cc58dbdfde
114,114,724.0,4,AW00000114,2014-09-12 11:15:07.263,Two Wheels Cycle Store,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,8bb3c9f87e81cc4c8d99867a431ca381eea5263a6c66c5131dc6abeb5fb2d4b1
115,115,1320.0,1,AW00000115,2014-09-12 11:15:07.263,Security Racks and Locks Wholesalers,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,d135354da0c205718fc3dffd867d1d3d2e2d5a1194b96ec50c66424c4731df46
116,116,1884.0,5,AW00000116,2014-09-12 11:15:07.263,Retirement Activities Association,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,8d596f74787058c80ac82e4fb21737948a82695909f986c4658b13bfa13e1292
117,117,722.0,5,AW00000117,2014-09-12 11:15:07.263,Pedals Warehouse,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,1a2cdf02939932b1e4e3babcb152eb927b7b00469f039be24690a0977ab00bb0
118,118,1322.0,6,AW00000118,2014-09-12 11:15:07.263,Rapid Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,a40682d3e85c84701154a23672f3261c4673d06130a0aafaaa637159dcba60b6
119,119,1882.0,6,AW00000119,2014-09-12 11:15:07.263,Red Bicycle Company,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,c85cf85a4048a6a521f66c32d76337601fddf44c646a2c84094efe0a0c3c1af1
120,120,720.0,6,AW00000120,2014-09-12 11:15:07.263,Machines & Cycles Store,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,5c123a4389297a5ae27c46f17a0f8d21d0eaf80b6258010706a9ce53e12f87b0
121,121,1324.0,7,AW00000121,2014-09-12 11:15:07.263,Metro Sports Equipment,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,1904310b4fb264b14c5da79341bd915af656a4c6258e8b91e30e260c5e45a2dd
122,122,1880.0,8,AW00000122,2014-09-12 11:15:07.263,Off-Price Bike Center,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,46fb47f2f4635f95c4e000a245b265c79c53d792bf8c7264e1d3242a4ba5aaf1
123,123,718.0,9,AW00000123,2014-09-12 11:15:07.263,First Supplies,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,ed28d2fe9071318705688f937cfbcf060c337421c60d329bd296a7cd63e087d3
124,124,1326.0,10,AW00000124,2014-09-12 11:15:07.263,Nearby Sporting Goods,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,113c403bef1eba51e4db1726672b8c5896e1c308e1de4dd452add1ad882d9610
125,125,1878.0,2,AW00000125,2014-09-12 11:15:07.263,Immediate Repair Shop,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,582c787b73c80981f159ad2589229daea1de60f2f93dd79a93a33efbd12617d9
126,126,716.0,2,AW00000126,2014-09-12 11:15:07.263,Famous Bike Sales and Service,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,a9997fed885b240661eff59a21900fc1fbfbf302da5daf89af0b480cd2baf9e9
127,127,1328.0,1,AW00000127,2014-09-12 11:15:07.263,Front Sporting Goods,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,bd0950c424c66ec9bd88783a5ead587fa0d5f31e828653637441f0308ce6b593
128,128,1876.0,1,AW00000128,2014-09-12 11:15:07.263,Demand Distributors,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,01eddbc9293bf64d6ec233fcc398e264924d1dd28987b858292c1452b013624f
129,129,714.0,3,AW00000129,2014-09-12 11:15:07.263,Discount Bicycle Specialists,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,5ecda8f72a6ec07052bd07820c19738cd714a436fc3c196f2082cd6f209df9e2
130,130,1330.0,4,AW00000130,2014-09-12 11:15:07.263,Elite Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,58a84c45117bc561451014563dbbbb187c825a00d2c52987d7a44d9fa99c71d6
131,131,1874.0,4,AW00000131,2014-09-12 11:15:07.263,Eighth Bike Store,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,617791fd30b5370f4bc42cca411a9d3cd0e36c0a3784d1d717f39615cfcbd079
132,132,712.0,3,AW00000132,2014-09-12 11:15:07.263,Another Sporting Goods Company,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,9174d684390d20b32d5b4777a06fad0b564284dff1794875c49a766b3a990970
133,133,978.0,4,AW00000133,2014-09-12 11:15:07.263,Commercial Sporting Goods,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,c884bb630e1917ea18d363ad4826ec7c436a3be0311e4ee32690458849a64316
134,134,1872.0,5,AW00000134,2014-09-12 11:15:07.263,Budget Bike Company,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,2d0d78a3c736dae5a2174b63f0831fc0c14ea5e8819f6926735042b43f4989b4
135,135,710.0,5,AW00000135,2014-09-12 11:15:07.263,Wonderful Bikes Inc.,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,1b6338c4e44a11b0fb9ca96a1e9cf3336d0bb4f42be47ebbcc0c3a410f210b49
136,136,980.0,6,AW00000136,2014-09-12 11:15:07.263,Wholesale Parts,2014-09-12 11:15:07.497,Parts Supplier,True,2006-06-23,9999-12-31 00:00:00,d1a3956ef8c7e9b337a220d38e885197a04780065154867c3d71a2cba484f2cf
137,137,418.0,6,AW00000137,2014-09-12 11:15:07.263,Transportation Options,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,697bc69041d5c29f1eb4faad502ce8abbda9d7f64d35c615285b566d22f04711
138,138,708.0,6,AW00000138,2014-09-12 11:15:07.263,South Bike Company,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,e5c0a71a21e0c116116797fc47a9317981b3abb125a7b4914470fe7148660dd8
139,139,982.0,7,AW00000139,2014-09-12 11:15:07.263,Steel Inc.,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,e02e93efdff7d2dc4ce1d6f818f5b9a0b6fd9175bd0430a26b418445b07dd177
140,140,416.0,8,AW00000140,2014-09-12 11:15:07.263,Teen Discount Store,2014-09-12 11:15:07.497,Discount Store,True,2006-06-23,9999-12-31 00:00:00,3f9a371848311fb8526a01133b233bb7bc3dff6078d472d56a3d77862ce7357a
141,141,706.0,9,AW00000141,2014-09-12 11:15:07.263,Rental Gallery,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,169b73b24d5e2939231fb2c8e6abc63f3a9dda271c0a941c7a00f9bce698e284
142,142,984.0,10,AW00000142,2014-09-12 11:15:07.263,Riding Cycles,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,5bbf22b9ca647809e95b821dfaf11071df6d76d60956521b8b41c70a43755718
143,143,520.0,2,AW00000143,2014-09-12 11:15:07.263,Modern Bike Store,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,65189cbc4c8e580d85c88902533dec0426909e932fbee69bca2cac71ab2ca07f
144,144,704.0,2,AW00000144,2014-09-12 11:15:07.263,Only Bikes and Accessories,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,1adda08ad72d8b076aaac8e90dd6b1bf428f8875aecf4b73a55e861e5b6057cb
145,145,522.0,1,AW00000145,2014-09-12 11:15:07.263,Raw Materials Inc,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,b32a175d6c5f275fa666e55bdf9c78900db67fad910cda5ace04d8ba66ec9931
146,146,518.0,1,AW00000146,2014-09-12 11:15:07.263,Latest Sports Equipment,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,c2a453fbe004895605882963c9878b3e9305a3aa006dd712a610cc20a143af1d
147,147,702.0,3,AW00000147,2014-09-12 11:15:07.263,Local Hardware Factory,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,cbe405e8f5ecf2094237a165c9d88d14165c3e902f668dc3d0343afd780c03fe
148,148,524.0,3,AW00000148,2014-09-12 11:15:07.263,Lots of Bikes Storehouse,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,aae532164381da949a02f9e015367bfedfe7a52344b7ec6053618e8cabb5dba3
149,149,516.0,3,AW00000149,2014-09-12 11:15:07.263,Initial Bike Company,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,cef00cefe6bfee97bdcd8ccd0a0ae1e02eaa8fc2c2964ed99f083079d82f0b93
150,150,700.0,4,AW00000150,2014-09-12 11:15:07.263,Fleet Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,41dd92bf819effa0ee3f3af7d43273c470d6b6c3533af51c3305c1b30ba9ac44
151,151,526.0,4,AW00000151,2014-09-12 11:15:07.263,Futuristic Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,76cc34b5807602480cd429bdc39d9011acb6e4d0180daa65573a5a358e044d53
152,152,650.0,5,AW00000152,2014-09-12 11:15:07.263,Distance Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,c94f45760415476c46ca5162c633e035687ce94f0435a4fdf7e7530c4ff0d310
153,153,514.0,5,AW00000153,2014-09-12 11:15:07.263,Widget Bicycle Specialists,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,5f8e48a1aadff0204b7d7dbc7b9cedb13c6d300007ac18bc341528055b9f7dd7
154,154,626.0,6,AW00000154,2014-09-12 11:15:07.263,Camping and Sports Store,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,2e2f7befc3f4df7aeb8452543fa79fd39743ff81aceca5567424d4df2aed77be
155,155,648.0,6,AW00000155,2014-09-12 11:15:07.263,Corner Bicycle Supply,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,10864bca443bc6107880a4baf0c1397ebaa3c3cbf2b0b6721c71921fc52a073e
156,156,512.0,6,AW00000156,2014-09-12 11:15:07.263,Metal Processing Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,2ac3d9d5d72e5e56583f03aef45123c5271bebc622ba54fb6cfa54abb3f08977
157,157,628.0,7,AW00000157,2014-09-12 11:15:07.263,Ace Bicycle Supply,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,9d1a0d8d52cc66595e011b1583ef39572c3a38eff2c685bd897789b14acd39df
158,158,646.0,8,AW00000158,2014-09-12 11:15:07.263,Rural Sporting Goods,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,48694340b5112deb428d2caa71b9ec5aa12b53834ffca0c79da555512f2a7d54
159,159,456.0,9,AW00000159,2014-09-12 11:15:07.263,Uncompromising Quality Co,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,8240d9edfe934b04787c34c8fcc2aead61117954a353dfc4dd64101703812301
160,160,658.0,10,AW00000160,2014-09-12 11:15:07.263,Vigorous Sports Store,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,eb67184447b5b7c4a2c07596ee4ea2a56330e4b6072914654169c5b51548f962
161,161,820.0,2,AW00000161,2014-09-12 11:15:07.263,Weekend Tours,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,dd4cdfd7b85517f7e1fa364bd0ec3f295af7ec9f6cc5ee1f3a514b0bb2b815db
162,162,454.0,2,AW00000162,2014-09-12 11:15:07.263,Tire Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,9257b63635d772520ba84576ff7dc228a67c8922c4a76fbe823048d3e24c7706
163,163,660.0,1,AW00000163,2014-09-12 11:15:07.263,Sports Merchandise,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,9ff870b10bf9e953f9531c26d3b03fda7f6681697d03dd00e31819b6ed9a3a84
164,164,818.0,1,AW00000164,2014-09-12 11:15:07.263,Suburban Cycle Shop,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,d7c20fc7042a431318f322fd340b53e2f376fd63e9e90815cc85bdcbb4b4d53b
165,165,506.0,4,AW00000165,2014-09-12 11:15:07.263,Third Bike Store,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,826595d5442f23ca95dc71c460c92fc541e386c11bf1c7fb45263e89411b42d0
166,166,662.0,4,AW00000166,2014-09-12 11:15:07.263,Fitness Toy Store,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,fe0e0f260586655e75c97807efb7a9cb425396b13831f200f6874171b887859c
167,167,816.0,4,AW00000167,2014-09-12 11:15:07.263,Farthermost Bike Shop,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,6587bbf56e59ffd2b7f03d16fca4744f93c5944af11a41c2d07992422a7a2629
168,168,504.0,4,AW00000168,2014-09-12 11:15:07.263,Economy Bikes Company,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,034e7e61e7b87121f35f06586bbca76206eee5be6667175de120759acf631dc3
169,169,804.0,1,AW00000169,2014-09-12 11:15:07.263,Downtown Hotel,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,81cf36e7e05d41d33f95fcd4ae1798f8c4884cbf4c89f5884f537b81802af9cb
170,170,814.0,5,AW00000170,2014-09-12 11:15:07.263,Excellent Riding Supplies,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,d5407a5f2929ead7d3c76f3e97aed58d871461c0378962c6adcffa6a3cbead70
171,171,502.0,5,AW00000171,2014-09-12 11:15:07.263,Eighty Toy Stores,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,e6069810cc9bb60ee816b3ff80ef62ce67e2f34b2fb7e72ad6bd585e7c7732d8
172,172,806.0,6,AW00000172,2014-09-12 11:15:07.263,Certified Sports Supply,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,3e50f8744f09c946c9d456f91294cec0499bc0692f2e14f2344a1e4abdb71288
173,173,812.0,6,AW00000173,2014-09-12 11:15:07.263,Sundry Sporting Goods,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,3ee368728d5f2f2fe015d9e783f41658ab43f2a2d39832b7ed8928b09e838fe1
174,174,500.0,6,AW00000174,2014-09-12 11:15:07.263,Toy Manufacturing Inc,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,5706fc59846572e2c3896545a8a779e81d2d1986742336cd14768c99487fd3cb
175,175,808.0,7,AW00000175,2014-09-12 11:15:07.263,Registered Cycle Store,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,d4b2edafb2e8e45d6a9f60b69201493039778fd8f7ec9e55fd3202f2858e5c7a
176,176,446.0,8,AW00000176,2014-09-12 11:15:07.263,Rodeway Bike Store,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,1c0b915254caf274c8d24848291c5806bc3435eb47291de3add57a0d0c5005a0
177,177,688.0,9,AW00000177,2014-09-12 11:15:07.263,Plastic Products Manufacturers,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,c32211a9c8a9aa1d4ad7077e1a345ecc5330a8f54309ed1a07d8b28a124c9a67
178,178,810.0,10,AW00000178,2014-09-12 11:15:07.263,Rampart Amusement Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,68e537158b79863bfbd2f668566f4a9b356e9562b933f3accaa835d01a05642c
179,179,444.0,2,AW00000179,2014-09-12 11:15:07.263,Fourth Bike Store,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,e2bdc2b44502d2fbcc0ee1fe174a7915644752d2241629aa66863061fa3306b9
180,180,686.0,3,AW00000180,2014-09-12 11:15:07.263,Full-Service Bike Store,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,44e29ad882518f4e29e747e68af754e43e1dd06d4fe4d482685386455c9c0b34
181,181,1292.0,1,AW00000181,2014-09-12 11:15:07.263,Family Entertainment Center,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,f5667f1d7f742eea3c022246981f6a0098655df82d516b0609b51cc2e07079a0
182,182,442.0,1,AW00000182,2014-09-12 11:15:07.263,Another Bicycle Company,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,a152e835726bd84c4bb2987c0ba00151d80f291ad9b908d5a1364422fb5e474f
183,183,684.0,3,AW00000183,2014-09-12 11:15:07.263,This Area Sporting Goods,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,323b53c39537522ed1274dde53f1ca850aa2bc58f17fa52d57d94127f8ce38ea
184,184,1294.0,4,AW00000184,2014-09-12 11:15:07.263,Go-cart and Bike Specialists,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,1b34e094c5ab76b05abfba8fc36dcb7064c76c8b586c225f4c33fafc6d0c738e
185,185,1196.0,4,AW00000185,2014-09-12 11:15:07.263,Weekend Bike Tours,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,32ce572f8ca68dff19ea6834159b16505fc5928907bb5e025228bdb94da4b8b3
186,186,682.0,4,AW00000186,2014-09-12 11:15:07.263,Thrilling Bike Tours,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,adc80361ce926c21a3dfc40fbc2057d604825158c77dfd4f4643ba2b71a0968a
187,187,1296.0,4,AW00000187,2014-09-12 11:15:07.263,Trailblazing Sports,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,d734ba4447e77ebb53a458e7385494b2bdddb4dacef4e4ff6a7a0c94bde85e17
188,188,1194.0,5,AW00000188,2014-09-12 11:15:07.263,Variety Bike Outlet,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,ed8c045a9cf73d67a592f9abb7d761be9c57dd0fdea22f92c911d76249c09f27
189,189,680.0,5,AW00000189,2014-09-12 11:15:07.263,Principal Bicycle Supply,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,b1d6b6c73bfc31955814123801a71f4642082dfdcf34a8e22df779278d483dd3
190,190,1298.0,6,AW00000190,2014-09-12 11:15:07.263,Racing Partners,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,876a3dc8c721d4ec57d1a81d74bd0a0f590f5a85a5a773477953515860fc038e
191,191,1192.0,6,AW00000191,2014-09-12 11:15:07.263,Non-Slip Pedal Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,e1e57a949048bebbbc778d6a54f9da42aa296d9bfc7cfbad7ed6dae39e026baa
192,192,678.0,6,AW00000192,2014-09-12 11:15:07.263,Nuts and Bolts Mfg.,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,80d75734f94adf215fb54fe4a0e00ab8e70d698237ec49b3627cf38fb528880c
193,193,1300.0,7,AW00000193,2014-09-12 11:15:07.263,Perfect Toys,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,fa6fd463fe7739dc3ffddbaabb3862148d18ec9af2b659c48e1f99ef13293a2a
194,194,1190.0,8,AW00000194,2014-09-12 11:15:07.263,Mechanical Brake Manufacturers,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,ae378842263bda4e2325577d1eab6f4b91fd92a43ee290571af31c2c421624f2
195,195,676.0,9,AW00000195,2014-09-12 11:15:07.263,Inexpensive Parts Shop,2014-09-12 11:15:07.497,Parts Supplier,True,2006-06-23,9999-12-31 00:00:00,b2157797e88ace1955a06ef15b971c0466e192aca26fc3fa08bdc93b05b26a56
196,196,1302.0,10,AW00000196,2014-09-12 11:15:07.263,Exhibition Showroom,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,771d03ab92f64f1631c656fb9b6e139f1f57e401a78e1a43bd882d60e303a80f
197,197,1188.0,3,AW00000197,2014-09-12 11:15:07.263,"Fabrikam Inc., West",2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,bb802cc7888403cd5aee62610036f867b7487fb9aa35ab8976b4fb8f2a924977
198,198,452.0,3,AW00000198,2014-09-12 11:15:07.263,Field Trip Inc,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,81e7db8e58a5c4f8b748e8f6fc3eb8b864a6be85d5fffdb90e957e18f4140af8
199,199,1304.0,1,AW00000199,2014-09-12 11:15:07.263,Authorized Bike Sales and Rental,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,f0c2543177b9d06248f3c716369eeaff0d07b153919f256570bbed9e55d6c73e
200,200,1186.0,1,AW00000200,2014-09-12 11:15:07.263,Basic Bike Company,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,4bed02643e842f01a473f2411e00b155e5fce74144a2e1345e1a5bb5d20ec441
201,201,450.0,4,AW00000201,2014-09-12 11:15:07.263,Unsurpassed Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,ca351cbf062f04f9bef7788ec86226a3305578a730127095a439bdeeac80cd0d
202,202,1306.0,4,AW00000202,2014-09-12 11:15:07.263,Two-Seater Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,3a7273327794f6ec466e76d9b77f7f6a61ce38cfcff13ce02e4f7ee9016f83dd
203,203,1184.0,4,AW00000203,2014-09-12 11:15:07.263,Separate Parts Corporation,2014-09-12 11:15:07.497,Parts Supplier,True,2006-06-23,9999-12-31 00:00:00,8c400f4a427d3ec608b69fa442498eb3f4ba3133f51977c7af77e31244d82d7b
204,204,448.0,4,AW00000204,2014-09-12 11:15:07.263,Traction Tire Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,5ee29141a9bee09ad6a4aa69fce9b701d00da48526234e55333c51c788b29058
205,205,1404.0,4,AW00000205,2014-09-12 11:15:07.263,Rally Master Company Inc,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,0222ac922ced84e2a0694828c2712d71b895a3af6ea183453d234c3300d450c1
206,206,1182.0,5,AW00000206,2014-09-12 11:15:07.263,New and Used Bicycles,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,75dfe610ce9bf813c17529f2f98d2d4c444dd03b0f981282a8fe86f59739424e
207,207,414.0,5,AW00000207,2014-09-12 11:15:07.263,Lubricant and Grease Suppliers,2014-09-12 11:15:07.497,Parts Supplier,True,2006-06-23,9999-12-31 00:00:00,43a12101e682eb87eed20fa80d7713e3aff5670ebebe52e77aa2201a9b119b3d
208,208,1406.0,6,AW00000208,2014-09-12 11:15:07.263,Professional Cyclists,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,ab1d5a1b10422e697ac7a97a27d494bc089f602380735e05fa9baf9b9b29a69d
209,209,1180.0,6,AW00000209,2014-09-12 11:15:07.263,Purple Bicycle Company,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,713e75ca5bd65eddc4dc28c54cb5cac146adcc1a93f110776f85e082f8ea7a3f
210,210,412.0,6,AW00000210,2014-09-12 11:15:07.263,Gasless Cycle Shop,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,a4071df2d377a087b424e6243f7d6a385329221342e06532b1e2cb0a0d51ec80
211,211,1408.0,7,AW00000211,2014-09-12 11:15:07.263,Sports Products Store,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,9509cc6a09076d5096a2dd2002f8d32a967ade2abe6ae589d6b6b6d5720a9651
212,212,1178.0,8,AW00000212,2014-09-12 11:15:07.263,Enterprise Center,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,c2e245ecfd9436dbf383b0bf0eb7e99f1dce943d7283f900b55cd5fbef1430f9
213,213,410.0,9,AW00000213,2014-09-12 11:15:07.263,Fast Bike Works,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,0cc9cfd628769e28a0576b990296ed1a0f89898c7a3bdd756ad5842d1ba674b9
214,214,1410.0,10,AW00000214,2014-09-12 11:15:07.263,Exclusive Bicycle Mart,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,2910fc713cfe526ead86df1f0fe77e953d383318846476c5843c9dfcb91ac628
